"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"CS_1-LTD","LTD-Control","2018_10_18","21","F","63","rACSF","Sucrose","8:00","Luis","xx","2018_10_18_1000.atf","2018_10_18_1007.abf","0.0",""
