"cell" "proj" "target" "ecSoln" "icSoln" "clone" "pass" "anaMthd" "tmnt" "tmnt.pro" "tmnt.sw" "halt"
"210518_HEK293_SS2" "D2AT" "NaV1.7" "ACSF" "CsF" 37 52 "NaVx" "hFc-233-3A8[2uM]" 15 50 "No"
