"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","CutTime","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"P28f-AP5W_6","P28f-AP5[50uM]","2018_10_24","27","F","88","rACSF","rACSF","9:15","Luis","R4","2018_10_24_1015.atf","2018_10_24_1020.abf","0.04",""
