"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"CS_6-LTD","LTD-Control","2018_02_01","28","M","111","rACSF","rACSF",NA,"Luis","xx","2018_02_01_1012.atf","2018_02_01_1016.abf","0.0",""
