"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"AP5_4-LTD","LTD-AP5","2018_01_25","21","M","66","rACSF","rACSF",NA,"Scott","R3","2018_01_25_0000.atf","2018_01_25_0005.abf","0.03",""
