"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"AP5_3-LTD","LTD-AP5","2018_01_22","22","M","60","rACSF","rACSF",NA,"Scott","X3","2018_01_22_0008.atf","2018_01_22_0013.abf","0.03",""
