"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"CS_4-LTD","LTD-Control","2018_08_14","29","F","107","rACSF","Sucrose",NA,"Luis","xx","2018_08_14_1017.atf","2018_08_14_1021.abf","0",""
