"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"AP5_2-LTD","LTD-AP5","2018_01_22","22","M","60","rACSF","rACSF",NA,"Scott","X2","2018_01_22_0000.atf","2018_01_22_0004.abf","0.025",""
