"Sweep","mVd","stimAmin","FVmin","indexFVmin","EPSPmin","indexEPSPmin","slopeEPSP"
"PreC.Bl_7.Sweep.5...mV.",3.72259521484507,-3.68231201172007,-0.20513916015507,320,-1.39654541015507,638,-0.810255672470444
"PreC.Bl_7.Sweep.6...mV.",3.8515631103528,-3.7020269775398,-0.2089849853528,315,-1.3967291259728,645,-0.762382776870391
"PreC.Bl_7.Sweep.7...mV.",3.74194641113412,-3.69617004394662,-0.21045227050412,319,-1.39087219238412,628,-0.742717455787202
"PreC.Bl_7.Sweep.8...mV.",3.81196716308727,-3.68501403808727,-0.20417907714727,324,-1.38765075683727,630,-0.763457369649826
"PreC.Bl_7.Sweep.9...mV.",3.7575610351575,-3.6623461914075,-0.1986010742175,319,-1.3729174804675,628,-0.786036628067159
"PreC.Bl_7.Sweep.10...mV.",3.81795898437625,-3.68062988281325,-0.21139160156625,320,-1.40645996093625,629,-0.759422334895104
"PreC.Bl_7.Sweep.11...mV.",3.74363220214973,-3.69419372558723,-0.20542419433973,326,-1.40537536620973,615,-0.72822506862487
"PreC.Bl_7.Sweep.12...mV.",3.8505871582042,-3.6876232910162,-0.2037365722642,325,-1.3988049316442,618,-0.750983940376992
"PreC.Bl_7.Sweep.13...mV.",3.74249694824348,-3.66376159668098,-0.19940612793348,321,-1.40424011230348,629,-0.762352576620054
"PreC.Bl_7.Sweep.14...mV.",3.83200622558724,-3.67697692871224,-0.19919372558724,329,-1.42416931152724,617,-0.781782456109306
"PreC.Bl_7.Sweep.15...mV.",3.74293823242308,-3.69411010742308,-0.19801635742308,324,-1.39308471679308,641,-0.737578455022033
"PreC.Bl_7.Sweep.16...mV.",3.82866760254013,-3.68645568847713,-0.18669982910013,315,-1.39580627441013,635,-0.762256792248559
"PreC.Bl_7.Sweep.17...mV.",3.71694213867307,-3.67299682617307,-0.19399291992307,326,-1.43239624023307,608,-0.869524574971241
"PreC.Bl_7.Sweep.18...mV.",3.78382507324339,-3.69410339355589,-0.19800964355339,322,-1.39857116699339,624,-0.762085814574956
"PreC.Bl_7.Sweep.19...mV.",3.71873718261856,-3.69432312011856,-0.19578796386856,315,-1.39634948730856,634,-0.758975369110532
"PreC.Bl_7.Sweep.20...mV.",3.76548706054815,-3.69529663086065,-0.20591674804815,317,-1.43150268554815,616,-0.850153282760094
"PreC.Bl_7.Sweep.21...mV.",3.68844604492301,-3.68783569336051,-0.19479370117301,324,-1.42465209961301,606,-0.795551891880808
"PreC.Bl_7.Sweep.22...mV.",3.78436767578246,-3.68793212890746,-0.19855224609246,328,-1.41925537109246,632,-0.816740747968317
"Cond.Sweep.0...mV.",3.72187133789177,-3.72126098632927,-0.21479125976177,321,-1.42389770508177,622,-0.804944446771248
"Cond.Sweep.1...mV.",3.71107238769647,-3.71717590332147,-0.20094055175647,311,-1.19032043456647,621,-0.658402494192442
"Cond.Sweep.2...mV.",3.70065795898559,-3.70065795898559,-0.20029174804559,320,-1.16281616210559,616,-0.63433944087326
"Cond.Sweep.3...mV.",3.60058349609517,-3.68969482422017,-0.20458740234517,325,-1.15978759765517,621,-0.609574556557068
"Cond.Sweep.4...mV.",3.59427917480588,-3.72245300293088,-0.20804870605588,327,-1.17667663574588,613,-0.651120806074389
"Cond.Sweep.5...mV.",3.59930175781379,-3.68963378906379,-0.21185058593379,318,-1.18230957031379,636,-0.658866686697848
"Cond.Sweep.6...mV.",3.69238769531383,-3.68140136718883,-0.20483886718383,318,-1.19971191406383,615,-0.614794380165296
"Cond.Sweep.7...mV.",3.69039794921997,-3.67574951171997,-0.19369384765997,351,-1.18673583983997,631,-0.624534703284417
"Cond.Sweep.8...mV.",3.68289001464976,-3.66824157714976,-0.19289978026976,319,-1.20486267089976,629,-0.641760125859091
"Cond.Sweep.9...mV.",3.59068115234503,-3.68284423828253,-0.18797119140503,316,-1.18467529296503,604,-0.664815009099847
"Cond.Sweep.10...mV.",3.5941198730481,-3.6740759277356,-0.2023962402381,325,-1.1881140136681,614,-0.653625701691566
"Cond.Sweep.11...mV.",3.60039550781361,-3.67363769531361,-0.20562011718361,319,-1.19927246093361,602,-0.607547287800928
"Cond.Sweep.12...mV.",3.69971435546988,-3.65454833984488,-0.20484130858988,321,-1.18323486327988,600,-0.627997671357608
"Cond.Sweep.13...mV.",3.70431152343867,-3.66708007812617,-0.21187988280867,351,-1.19149414062867,603,-0.603561206240923
"Cond.Sweep.14...mV.",3.69713256836066,-3.66661499023566,-0.20958374023066,320,-1.19163940430066,596,-0.611072546068401
"Cond.Sweep.15...mV.",3.61005737304818,-3.66987182617318,-0.21772338866818,324,-1.19977905273818,606,-0.594658854819115
"Cond.Sweep.16...mV.",3.61353271484501,-3.67456787109501,-0.22608154296501,316,-1.17639892578501,614,-0.628030518472665
"Cond.Sweep.17...mV.",3.61655578613403,-3.66721496582153,-0.21506652832403,320,-1.20566711425403,607,-0.62949836014494
"Cond.Sweep.18...mV.",3.71613342285277,-3.68683654785277,-0.21515686035277,313,-1.19171936035277,629,-0.613646073774563
"Cond.Sweep.19...mV.",3.71496459961062,-3.66857788086062,-0.20239135742062,324,-1.18810913086062,613,-0.612988955973755
"Cond.Sweep.20...mV.",3.71599548339965,-3.66350524902465,-0.20830505370965,324,-1.20012634276965,644,-0.640685082247565
"Cond.Sweep.21...mV.",3.62111450195426,-3.65712524414176,-0.20314575195426,324,-1.18825317382426,622,-0.63428401997211
"Cond.Sweep.22...mV.",3.62211425781382,-3.67521484375132,-0.18095214843382,314,-1.19169433593382,607,-0.630519934073538
"Cond.Sweep.23...mV.",3.6295617675795,-3.6600793457045,-0.2054895019495,324,-1.1710656738295,614,-0.601284374146072
"Cond.Sweep.24...mV.",3.7229785156263,-3.6509570312513,-0.1975878906263,315,-1.1649951171863,628,-0.568336093779174
"Cond.Sweep.25...mV.",3.7263128662122,-3.6561224365247,-0.1856634521522,324,-1.1591741943322,671,-0.610205261802117
"Cond.Sweep.26...mV.",3.72785095214954,-3.64728454589954,-0.19635681151954,327,-1.17658142089954,643,-0.62230603769546
"Cond.Sweep.27...mV.",3.63369384765749,-3.63979736328249,-0.20290771484749,328,-1.17702880859749,616,-0.616233911541784
"Cond.Sweep.28...mV.",3.63239746093887,-3.64704589843887,-0.19916992187887,316,-1.16352539062887,610,-0.617828759393277
"Cond.Sweep.29...mV.",3.63984375000128,-3.64594726562628,-0.19685058594128,320,-1.16425781250128,613,-0.646904187326167
"Cond.Sweep.30...mV.",3.73904968261842,-3.62430358886842,-0.20572448730842,311,-1.15176940917842,656,-0.640015502074431
"Cond.Sweep.31...mV.",3.73845947265738,-3.63897216796988,-0.19658935546738,318,-1.16887939452738,610,-0.582517974906858
"Cond.Sweep.32...mV.",3.73275939941521,-3.62350646972721,-0.18295471191521,304,-1.16378967285521,647,-0.604099615693892
"Cond.Sweep.33...mV.",3.6350909423841,-3.6106768798841,-0.2030841064441,323,-1.1393634033241,630,-0.574639241702336
"Cond.Sweep.34...mV.",3.62827575683719,-3.61423767089969,-0.19382751464719,318,-1.15146911620719,615,-0.603439638427386
"Cond.Sweep.35...mV.",3.63003051757933,-3.60561645507933,-0.19741333007933,315,-1.15627563476933,625,-0.595883309167811
"Cond.Sweep.36...mV.",3.72201171875127,-3.62008300781327,-0.20272460937127,313,-1.14937988281127,607,-0.58854297448807
"Cond.Sweep.37...mV.",3.7151849365247,-3.6181390380872,-0.2026116943347,326,-1.1584222412147,634,-0.573450262924534
"Cond.Sweep.38...mV.",3.70190246582161,-3.59081848144661,-0.19848449707161,316,-1.16467102051161,606,-0.618988360464779
"Cond.Sweep.39...mV.",3.60800231933733,-3.60311950683733,-0.19918884277733,332,-1.15438903808733,607,-0.605053077616843
"Cond.Sweep.40...mV.",3.60545349121217,-3.59324645996217,-0.20030212402217,315,-1.16893005371217,603,-0.608739304297075
"Cond.Sweep.41...mV.",3.60749084472782,-3.58429748535282,-0.19074279784782,320,-1.14289123534782,603,-0.603179724603255
"Cond.Sweep.42...mV.",3.70789672851678,-3.58216430664178,-0.20447875976678,323,-1.14075805663678,604,-0.589666063435513
"Cond.Sweep.43...mV.",3.71380371093865,-3.57769531250065,-0.18597167968865,334,-1.15337890624865,602,-0.606600888126617
"Cond.Sweep.44...mV.",3.71134887695431,-3.56608520507931,-0.19938598632431,317,-1.15336547851431,648,-0.61266553003424
"Cond.Sweep.45...mV.",3.61597717285283,-3.56287658691533,-0.19861877441283,318,-1.13856018066283,645,-0.597558340260333
"Cond.Sweep.46...mV.",3.62428588867318,-3.56508178711068,-0.18739624023318,324,-1.13038940429318,616,-0.620460171823253
"Cond.Sweep.47...mV.",3.63350524902476,-3.56514587402476,-0.20088806152476,329,-1.14143981933476,606,-0.608958310469472
"Cond.Sweep.48...mV.",3.72413146972782,-3.54529846191482,-0.19996154784782,318,-1.13746154784782,600,-0.56227095931488
"Cond.Sweep.49...mV.",3.72236022949348,-3.54596862793048,-0.21039733886348,346,-1.13202819824348,622,-0.565719735544793
"Cond.Sweep.50...mV.",3.7226824951184,-3.5658221435554,-0.2143817138684,328,-1.1427264404284,600,-0.554662253710558
"Cond.Sweep.51...mV.",3.61778747558741,-3.59520446777491,-0.21996032714741,329,-1.11534606933741,634,-0.605933983009572
"Cond.Sweep.52...mV.",3.62433654785272,-3.59931213379022,-0.19782287597272,337,-1.13044006347272,598,-0.588952462778443
"Cond.Sweep.53...mV.",3.62634033203239,-3.59032958984489,-0.20837158203239,329,-1.13488525390239,635,-0.586977313344809
"Cond.Sweep.54...mV.",3.72417419433743,-3.58745544433743,-0.19756286620743,332,-1.12224548339743,606,-0.581560005966094
"Cond.Sweep.55...mV.",3.72841857910298,-3.56911682128998,-0.20241760254298,318,-1.12221740722298,616,-0.575775379005134
"Cond.Sweep.56...mV.",3.73088317871222,-3.57158142089922,-0.20488220215222,317,-1.13627868652222,626,-0.567575138599139
"Cond.Sweep.57...mV.",3.63395263671997,-3.57718994140747,-0.20438720702997,339,-1.14371826171997,605,-0.57592449121989
"Cond.Sweep.58...mV.",3.63305358886835,-3.56591491699335,-0.21264343261835,336,-1.11474304198835,637,-0.564340144925453
"Cond.Sweep.59...mV.",3.63083801269645,-3.56369934082145,-0.20371398925645,337,-1.11985168456645,626,-0.569622804962623
"Cond.Sweep.60...mV.",3.72784667968854,-3.56061035156354,-0.20367675780854,336,-1.12286621093854,602,-0.680653192950568
"Cond.Sweep.61...mV.",3.72233642578261,-3.56364501953261,-0.21159423828261,324,-1.11003173828261,609,-0.58972886961066
"Cond.Sweep.62...mV.",3.71793640136847,-3.55924499511847,-0.19010437011847,328,-1.12089050292847,609,-0.57504031204508
"Cond.Sweep.63...mV.",3.62209289550896,-3.51528137207096,-0.20351379394896,333,-1.10317199706896,611,-0.544530821840445
"Cond.Sweep.64...mV.",3.61570190429811,-3.53269409179811,-0.20200561523811,319,-1.14133666991811,618,-0.575876257430093
"Cond.Sweep.65...mV.",3.61954040527457,-3.50906677246157,-0.20950622558457,321,-1.11099548339457,625,-0.58377304356543
"Cond.Sweep.66...mV.",3.71355285644674,-3.52678527832174,-0.19487609863674,344,-1.12993469238674,625,-0.564996833213616
"Cond.Sweep.67...mV.",3.71350708007929,-3.51636352539129,-0.21130981444929,325,-1.10120239257929,611,-0.555325414567564
"Cond.Sweep.68...mV.",3.70405944824352,-3.51301940918052,-0.20674499511352,329,-1.09907897949352,622,-0.551892610944952
"Cond.Sweep.69...mV.",3.60648132324346,-3.51675964355596,-0.19095397949346,312,-1.10892272949346,647,-0.544741572741019
"Cond.Sweep.70...mV.",3.60355224609497,-3.50406494140747,-0.20267333984497,326,-1.07913818359497,635,-0.624476612867919
"Cond.Sweep.71...mV.",3.60314392089971,-3.48839782714971,-0.19677185058971,330,-1.10619567870971,638,-0.561418627403909
"Cond.Sweep.72...mV.",3.69665527343885,-3.46166992187585,-0.20483398437885,333,-1.07153320312885,652,-0.613173032139305
"Cond.Sweep.73...mV.",3.691853027345,-3.483723144532,-0.197590332035,332,-1.097248535155,617,-0.570697466252854
"Cond.Sweep.74...mV.",3.6831890869152,-3.4726177978522,-0.1913677978552,314,-1.0739361572252,639,-0.535217301465433
"Cond.Sweep.75...mV.",3.58295166015749,-3.45599853515749,-0.20709716796749,318,-1.07318603515749,613,-0.551843131711187
"Cond.Sweep.76...mV.",3.58454956054809,-3.44783081054809,-0.20686401366809,334,-1.08027709960809,637,-0.54543137654926
"Cond.Sweep.77...mV.",3.5845239257825,-3.4331567382825,-0.2019555664025,342,-1.0771997070325,622,-0.56260258952009
"Cond.Sweep.78...mV.",3.67936584472792,-3.46452209472792,-0.18937561034792,330,-1.06339904784792,647,-0.579113726850437
"Cond.Sweep.79...mV.",3.67981445312615,-3.42163574218815,-0.20386230468615,311,-1.07483398437615,599,-0.560873641526662
"Cond.Sweep.80...mV.",3.67249633789193,-3.44666625976693,-0.20753051758193,318,-1.07117797851193,596,-0.538102066172904
"Cond.Sweep.81...mV.",3.57018798828258,-3.42858642578258,-0.20287841797258,332,-1.06408447265258,606,-0.517320336759444
"Cond.Sweep.82...mV.",3.56488647461048,-3.41962280273548,-0.20184936523048,316,-1.06854858398048,640,-0.57946768425062
"Cond.Sweep.83...mV.",3.56625976562623,-3.46005859375123,-0.18613281249623,315,-1.08579101562623,613,-0.618741228864073
"Cond.Sweep.84...mV.",3.65871948242311,-3.44448608398511,-0.19680541992311,336,-1.07998413086311,601,-0.546822298726686
"Cond.Sweep.85...mV.",3.65853515625135,-3.45406738281335,-0.19417968750135,323,-1.08163085937135,624,-0.534504745291123
"Cond.Sweep.86...mV.",3.65686828613387,-3.48841125488387,-0.18640930175387,330,-1.09156066894387,633,-0.545625784258315
"Cond.Sweep.87...mV.",3.55851623535269,-3.50480529785269,-0.21256896972269,315,-1.08903381347269,612,-0.551757033059621
"Cond.Sweep.88...mV.",3.56205261230581,-3.47172058105581,-0.19474304199581,317,-1.11637390136581,614,-0.603553032203798
"Cond.Sweep.89...mV.",3.56403808593881,-3.47431640625131,-0.20283203124881,312,-1.09516601562881,617,-0.552980925997625
"Cond.Sweep.90...mV.",3.66335021972791,-3.46681701660291,-0.19167053222791,320,-1.08217346191791,636,-0.564154839926636
"Cond.Sweep.91...mV.",3.66028503418087,-3.45947937011787,-0.19043640137087,309,-1.08460144043087,629,-0.572334068972153
"Cond.Sweep.92...mV.",3.66974060058722,-3.45184509277422,-0.19195739745722,327,-1.07757751464722,623,-0.562666463329922
"Cond.Sweep.93...mV.",3.57365112304819,-3.44242553711019,-0.19291381835819,338,-1.10294799804819,612,-0.53620379839882
"Cond.Sweep.94...mV.",3.57770324707161,-3.45380187988361,-0.19635559082161,303,-1.08441711426161,603,-0.575756741813012
"Cond.Sweep.95...mV.",3.5868554687512,-3.4135156250012,-0.1939111328112,336,-1.0667138671912,618,-0.520063741825423
"Cond.Sweep.96...mV.",3.69003479004031,-3.41354553222731,-0.19149963379031,347,-1.07284729004031,604,-0.517451008226285
"Cond.Sweep.97...mV.",3.68167968750129,-3.40213867187629,-0.19779296875129,335,-1.06571289062129,630,-0.537960703246344
"Cond.Sweep.98...mV.",3.67519531250119,-3.39687500000119,-0.18642578125119,325,-1.07021484375119,616,-0.554586031680993
"Cond.Sweep.99...mV.",3.57961364746217,-3.38491149902417,-0.19460388183217,317,-1.06923767090217,644,-0.529925358325046
"Cond.Sweep.100...mV.",3.58037719726698,-3.39421997070398,-0.20696411132698,327,-1.06755981445698,634,-0.533376037475017
"Cond.Sweep.101...mV.",3.58391235351682,-3.37700317382882,-0.19096801757682,304,-1.06438110351682,609,-0.561548769352223
"Cond.Sweep.102...mV.",3.67473693847778,-3.36956115722778,-0.19085021972778,330,-1.05266662597778,609,-0.562499114700587
"Cond.Sweep.103...mV.",3.67941101074328,-3.37179382324328,-0.19979675293328,314,-1.06344421386328,602,-0.549545367248025
"Cond.Sweep.104...mV.",3.67605468750114,-3.36233398437614,-0.19766113281114,314,-1.06863281250114,610,-0.508208757753052
"Cond.Sweep.105...mV.",3.5786553955092,-3.3680841064462,-0.1948663330092,316,-1.0450860595692,608,-0.538625876246936
"Cond.Sweep.106...mV.",3.58118774414176,-3.37061645507876,-0.20167114258176,333,-1.06470825195176,619,-0.559572185700366
"Cond.Sweep.107...mV.",3.58315185546987,-3.34084228515687,-0.20302490233987,316,-1.05446533202987,625,-0.552682620066447
"Cond.Sweep.108...mV.",3.67880065918091,-3.34615905761791,-0.18942077637091,321,-1.05245788574091,621,-0.54213336387525
"Cond.Sweep.109...mV.",3.68074645996223,-3.34749450683723,-0.18343200683223,333,-1.05989685058223,617,-0.555525034083707
"Cond.Sweep.110...mV.",3.67448669433714,-3.32780700683714,-0.18083435058714,334,-1.05974060058714,640,-0.592215636175211
"Cond.Sweep.111...mV.",3.57839416504023,-3.30495666504023,-0.18117736816023,331,-1.05459045410023,618,-0.522779826747921
"Cond.Sweep.112...mV.",3.57942626953254,-3.33101318359454,-0.18343017578254,316,-1.03609130859254,600,-0.509192209229707
"Cond.Sweep.113...mV.",3.57795532226687,-3.37348754882887,-0.18134887695687,324,-1.04682739257687,615,-0.55034185922879
"Cond.Sweep.114...mV.",3.67264953613394,-3.37174621582094,-0.18265930175394,339,-1.05179992675394,614,-0.550741323101844
"Cond.Sweep.115...mV.",3.67242309570426,-3.38799926757926,-0.17877075195426,321,-1.03936645507426,620,-0.586801899586035
"Cond.Sweep.116...mV.",3.67428894043107,-3.39169616699307,-0.18185729980107,339,-1.04794616699107,611,-0.561987205311517
"Cond.Sweep.117...mV.",3.57828247070434,-3.38968383789134,-0.18777954101434,314,-1.04410278320434,635,-0.510416250398466
"Cond.Sweep.118...mV.",3.57392333984498,-3.36274169921998,-0.17914794921498,314,-1.05134033203498,611,-0.540164744082528
"Cond.Sweep.119...mV.",3.57941467285288,-3.36823303222788,-0.19928771972288,332,-1.04889709472288,625,-0.500871787245691
"Cond.Sweep.120...mV.",3.67874755859501,-3.35953369140701,-0.19730224609501,318,-1.03775634765501,600,-0.564049801111104
"Cond.Sweep.121...mV.",3.6772833251966,-3.3519659423836,-0.2104864501966,335,-1.0338507080066,645,-0.522461356871168
"Cond.Sweep.122...mV.",3.67569885254032,-3.33512268066532,-0.20279846191032,326,-1.05057678223032,613,-0.540839977811477
"Cond.Sweep.123...mV.",3.58826354980589,-3.34961608886789,-0.19959167480589,340,-1.05896667480589,605,-0.554818353856453
"Cond.Sweep.124...mV.",3.58841735839975,-3.32352478027475,-0.19364196776975,312,-1.04935485839975,612,-0.538138908320858
"Cond.Sweep.125...mV.",3.59891906738397,-3.33219543457097,-0.19376770019397,340,-1.03605285644397,620,-0.550344294984595
"Cond.Sweep.126...mV.",3.70478271484495,-3.35199951171995,-0.19404052734495,321,-1.01984619140495,612,-0.537112636793106
"Cond.Sweep.127...mV.",3.69673034668094,-3.30732604980594,-0.19148132324094,329,-1.02705261230094,648,-0.514528207771577
"Cond.Sweep.128...mV.",3.69644775390762,-3.32718505859462,-0.18265380859762,339,-1.01029052734762,604,-0.541788651552009
"Cond.Sweep.129...mV.",3.60274719238417,-3.34762023925917,-0.19027160644417,339,-1.03621887207417,598,-0.545257802509098
"Cond.Sweep.130...mV.",3.61238098144659,-3.27546691894659,-0.19197082519659,326,-1.04829406738659,603,-0.590587797616804
"Cond.Sweep.131...mV.",3.61067016601689,-3.26826293945389,-0.18537719726689,321,-1.01850708007689,634,-0.527300461334771
"Cond.Sweep.132...mV.",3.70820068359491,-3.29743408203191,-0.18952392578491,340,-1.04035400390491,616,-0.521373684817204
"Cond.Sweep.133...mV.",3.70697082519659,-3.30230773925859,-0.19622863769659,339,-1.03302062988659,647,-0.513359786543631
"Cond.Sweep.134...mV.",3.69666992187628,-3.25538574218828,-0.18287597656628,343,-1.02638183593628,619,-0.467654987328633
"Cond.Sweep.135...mV.",3.59646728515769,-3.28762939453269,-0.19070556640769,320,-1.01345947265769,636,-0.534692510859309
"Cond.Sweep.136...mV.",3.59260925293099,-3.29658874511799,-0.19050964355099,342,-1.01021179199099,617,-0.487258157828326
"Cond.Sweep.137...mV.",3.59055297851689,-3.30918090820389,-0.19089477538689,337,-1.02524536132689,624,-0.486253147345551
"Cond.Sweep.138...mV.",3.69802795410288,-3.23538146972788,-0.19399963379288,340,-0.99661193847288,621,-0.495588515894006
"Cond.Sweep.139...mV.",3.70158569336072,-3.24504272461072,-0.18473999023072,338,-1.02397338867072,605,-0.501003012552844
"Cond.Sweep.140...mV.",3.69839050293087,-3.23574401855587,-0.18886901855087,342,-1.01101257324087,601,-0.532579755450918
"Cond.Sweep.141...mV.",3.59936462402459,-3.22643981933659,-0.19360290527459,331,-1.00414978027459,619,-0.495601647796331
"Cond.Sweep.142...mV.",3.5923083496106,-3.2505114746106,-0.1981433105506,318,-1.0141833496106,621,-0.511222467480721
"Cond.Sweep.143...mV.",3.59153686523574,-3.19358764648574,-0.18516479492574,327,-0.97557006835574,625,-0.487551882288461
"Cond.Sweep.144...mV.",3.69175170898565,-3.21445678711065,-0.20847534179565,327,-0.99949096679565,604,-0.50985568779532
"Cond.Sweep.145...mV.",3.68556030273569,-3.20582397461069,-0.18885620117569,313,-1.03175170898569,617,-0.521216050502958
"Cond.Sweep.146...mV.",3.68478637695434,-3.25143676757934,-0.21921020507434,338,-1.00351196289434,597,-0.514064533762916
"Cond.Sweep.147...mV.",3.5913885498059,-3.2105291748059,-0.1911199951159,326,-1.0016668701159,606,-0.521461849981085
"Cond.Sweep.148...mV.",3.59791442871223,-3.26039001464923,-0.19764587402223,340,-1.00269958496223,612,-0.54460483109241
"Cond.Sweep.149...mV.",3.60804199218872,-3.26380371093872,-0.18335937499872,330,-1.00855468749872,602,-0.527449921293401
"Cond.Sweep.150...mV.",3.71024230957153,-3.22867492675853,-0.19950012207153,337,-1.01737121582153,623,-0.536066335396154
"Cond.Sweep.151...mV.",3.70437133789191,-3.25149047851691,-0.20522583008191,333,-1.01455200195191,602,-0.483326185436537
"Cond.Sweep.152...mV.",3.70031616211061,-3.25292846679761,-0.19689819336061,325,-1.00012084961061,613,-0.468599000595066
"Cond.Sweep.153...mV.",3.59993408203269,-3.29658935546969,-0.21553466797269,327,-1.01509521484269,612,-0.500382082317543
"Cond.Sweep.154...mV.",3.59453125000107,-3.25212402343807,-0.18266601562107,335,-1.00786132812107,604,-0.470793374183704
"Cond.Sweep.155...mV.",3.59716796875113,-3.29565429687613,-0.19384765625113,336,-1.01721191406113,636,-0.529189336866758
"Cond.Sweep.156...mV.",3.69100280761849,-3.27169128418049,-0.18392272948849,340,-1.00850769042849,623,-0.535897578694796
"Cond.Sweep.157...mV.",3.68475158691535,-3.21233947754035,-0.18011291503535,316,-1.01080139160535,612,-0.521471910863209
"Cond.Sweep.158...mV.",3.67826660156394,-3.18266113281394,-0.19071777343394,339,-0.99638183593394,608,-0.498004785147778
"Cond.Sweep.159...mV.",3.57585083007941,-3.22672973632941,-0.17924438476941,340,-1.02091918944941,618,-0.496233991047331
"Cond.Sweep.160...mV.",3.57061279297008,-3.12993896484508,-0.19292724609008,326,-1.00408447266008,598,-0.487947551522308
"Cond.Sweep.161...mV.",3.56650695800918,-3.19724426269618,-0.18821105956918,339,-0.99143371581918,600,-0.499687892059343
"Cond.Sweep.162...mV.",3.66598266601681,-3.19723266601681,-0.19369262695681,340,-0.99386352538681,609,-0.506646844943971
"Cond.Sweep.163...mV.",3.67319580078252,-3.16111083984452,-0.19419189453252,336,-0.99131103515252,601,-0.452586144634511
"Cond.Sweep.164...mV.",3.67508178711061,-3.22159057617261,-0.19119506836061,330,-0.98831420898061,606,-0.48119807359518
"Cond.Sweep.165...mV.",3.57708862304801,-3.15716674804801,-0.18170288085801,333,-1.00262573241801,609,-0.503278195370819
"Cond.Sweep.166...mV.",3.58368530273565,-3.12653198242265,-0.18646850585565,321,-0.99213256835565,643,-0.519468146805632
"Cond.Sweep.167...mV.",3.57757507324353,-3.14544616699353,-0.18218933105353,314,-1.00189147949353,614,-0.501877636071474
"Cond.Sweep.168...mV.",3.67650817871219,-3.14428161621219,-0.17675231933219,336,-0.99462341308219,620,-0.494510111709738
"Cond.Sweep.169...mV.",3.66899780273555,-3.08061889648555,-0.18083862304555,336,-0.97429565429555,613,-0.514348492072751
"Cond.Sweep.170...mV.",3.66372436523561,-3.12783569336061,-0.17190307617561,329,-1.00625366210561,619,-0.495715908235883
"Cond.Sweep.171...mV.",3.56106262207152,-3.14175109863352,-0.18276672363152,325,-0.99941711426152,606,-0.475094070820217
"Cond.Sweep.172...mV.",3.55762939453261,-3.16578369140761,-0.18299560547261,335,-1.02222900390261,617,-0.523539189694362
"Cond.Sweep.173...mV.",3.55548706054823,-3.21674194336023,-0.18512573241823,342,-1.02435913085823,613,-0.515667041698339
"Cond.Sweep.174...mV.",3.65362854004034,-3.21539611816534,-0.18744201660034,331,-1.00165100098034,593,-0.495080633476717
"Cond.Sweep.175...mV.",3.65739562988424,-3.27104309082124,-0.19242980957424,316,-1.01579406738424,622,-0.483835890677463
"Cond.Sweep.176...mV.",3.65570617675899,-3.21075988769599,-0.19257141112899,337,-1.00617004394899,601,-0.522950625982364
"Cond.Sweep.177...mV.",3.55449768066531,-3.20964904785231,-0.18962951660531,343,-1.00811096191531,609,-0.440665241173492
"Cond.Sweep.178...mV.",3.55512451171995,-3.20844482421995,-0.19330810546995,337,-0.99958251952995,611,-0.480431642764268
"Cond.Sweep.179...mV.",3.55940368652473,-3.25727966308673,-0.20185974121473,328,-1.00813415527473,635,-0.463689117125084
"Cond.Sweep.180...mV.",3.65676818847782,-3.31130920410282,-0.19668518066782,338,-1.01333557128782,641,-0.533107944303278
"Cond.Sweep.181...mV.",3.65030517578244,-3.34879150390744,-0.19571533203244,334,-1.01053466797244,619,-0.57475470797619
"Cond.Sweep.182...mV.",3.64951477050917,-3.34189758300917,-0.19980773925917,329,-1.01706848144917,609,-0.513889132381296
"Cond.Sweep.183...mV.",3.548391723634,-3.385427856446,-0.207937622074,337,-1.009939575194,607,-0.498056335075776
"Cond.Sweep.184...mV.",3.54455749511851,-3.35351745605551,-0.19555847167851,323,-1.02136413573851,610,-0.537039300193047
"Cond.Sweep.185...mV.",3.54258239746222,-3.38144958496222,-0.19785583496222,338,-1.00596130371222,617,-0.52312215169478
"Cond.Sweep.186...mV.",3.63813903808722,-3.36714294433722,-0.18599060058722,337,-1.03987243652722,615,-0.54789456453938
"Cond.Sweep.187...mV.",3.63709533691537,-3.39844787597737,-0.19959533691537,319,-1.02234924316537,640,-0.545847066295877
"Cond.Sweep.188...mV.",3.63508422851681,-3.44709594726681,-0.21711547851681,328,-1.00813110351681,611,-0.577700552131315
"Cond.Sweep.189...mV.",3.53682434082154,-3.47151672363404,-0.21407043457154,332,-1.01057922363154,638,-0.545890704231676
"Cond.Sweep.190...mV.",3.53179687500124,-3.45611328125124,-0.20232910156124,323,-1.00860351562124,607,-0.484038971283082
"Cond.Sweep.191...mV.",3.52673461914198,-3.41992309570398,-0.21130493164198,337,-1.01880004883198,624,-0.557534042830514
"Cond.Sweep.192...mV.",3.62241149902466,-3.40512634277466,-0.20627380371466,327,-1.01376892089466,614,-0.55015406232034
"Cond.Sweep.193...mV.",3.62334960937616,-3.41766113281316,-0.19073242187616,331,-0.99944824218616,605,-0.522479135385309
"Cond.Sweep.194...mV.",3.61982055664178,-3.42389770507878,-0.19330688476178,333,-0.99530883789178,620,-0.554203486943182
"Cond.Sweep.195...mV.",3.5161022949231,-3.3793835449231,-0.1927380371131,327,-1.0002331542931,639,-0.594220236957906
"Cond.Sweep.196...mV.",3.51583618164189,-3.38705200195389,-0.21078247070189,339,-0.99874633789189,615,-0.512092430274825
"Cond.Sweep.197...mV.",3.50933532714964,-3.37444763183664,-0.19756774901964,327,-0.98492126464964,602,-0.553137962298414
