"Sweep","mVd","stimAmin","FVmin","indexFVmin","EPSPmin","indexEPSPmin","slopeEPSP"
"Cond.Sweep.198...mV.",3.60519775390753,-3.38913330078253,-0.20798095702753,321,-1.01791748046753,618,-0.584445703702022
"Cond.Sweep.199...mV.",3.60375366211066,-3.37487182617266,-0.19310913086066,338,-0.98534545898066,609,-0.504449697642351
"Cond.Sweep.200...mV.",3.59880004882938,-3.40104614257938,-0.19975219726938,324,-0.98710571288938,633,-0.57576438798387
"Cond.Sweep.201...mV.",3.50196838379032,-3.35487365722732,-0.20118713379032,332,-0.97511291504032,671,-0.594642646432649
"Cond.Sweep.202...mV.",3.49876220703248,-3.37364013671948,-0.20896728515248,324,-0.97801025390248,625,-0.515574749990334
"Cond.Sweep.203...mV.",3.5000146484387,-3.3303369140637,-0.2035058593787,325,-0.9701074218787,631,-0.517729423745008
"Cond.Sweep.204...mV.",3.59732788086071,-3.29947631836071,-0.18607299805071,324,-0.97830932617071,625,-0.548426492739443
"Cond.Sweep.205...mV.",3.60014038086059,-3.29313354492259,-0.19193725586059,327,-0.96769409180059,660,-0.520542536036564
"Cond.Sweep.206...mV.",3.59431457519647,-3.29158020019647,-0.19160461425647,327,-1.00398254394647,635,-0.535108405589675
"Cond.Sweep.207...mV.",3.49492614746218,-3.25810974121218,-0.18254821777218,324,-0.96013610840218,629,-0.573519472676396
"Cond.Sweep.208...mV.",3.49836853027465,-3.28413513183665,-0.19087341308465,344,-0.97090270996465,620,-0.586476324753112
"Cond.Sweep.209...mV.",3.49637451171993,-3.26322021484493,-0.18338623046993,326,-0.95426025390993,641,-0.512825269410666
"Cond.Sweep.210...mV.",3.58705383300889,-3.27089172363389,-0.17579895019889,331,-0.97719055175889,624,-0.538748347081701
"Cond.Sweep.211...mV.",3.58807922363409,-3.24872375488409,-0.19513488769409,323,-0.96600891113409,631,-0.54277412241093
"Cond.Sweep.212...mV.",3.58700866699335,-3.19028015136835,-0.19040222168335,325,-0.94052429199335,649,-0.513428908126224
"Cond.Sweep.213...mV.",3.49028625488396,-3.24309387207096,-0.20232238769396,326,-0.97014465332396,621,-0.640948263200674
"Cond.Sweep.214...mV.",3.49106262207161,-3.16452453613361,-0.18173645019161,325,-0.94589660644161,627,-0.571324275088855
"Cond.Sweep.215...mV.",3.4937969970717,-3.1397930908217,-0.1985089111317,322,-0.9547344970717,640,-0.558681300874927
"Cond.Sweep.216...mV.",3.59078308105582,-3.11043640136782,-0.17769714355582,321,-0.94429870605582,640,-0.505910797168395
"Cond.Sweep.217...mV.",3.5875738525402,-3.1493414306652,-0.1763189697302,314,-0.9423101806602,633,-0.562265419524139
"Cond.Sweep.218...mV.",3.58356994629031,-3.13190979004031,-0.17841857910031,331,-0.93830627441031,610,-0.499918713545122
"Cond.Sweep.219...mV.",3.486197509767,-3.123038330079,-0.180533447267,334,-0.934927978517,649,-0.570467173963997
"Cond.Sweep.220...mV.",3.48467773437625,-3.05010742187625,-0.18450683593625,326,-0.93401855468625,627,-0.54313064681954
"Cond.Sweep.221...mV.",3.48896911621224,-3.13435485839924,-0.18879821777224,320,-0.94075134277224,640,-0.556865916057536
"Cond.Sweep.222...mV.",3.58461425781354,-3.06764648437554,-0.17885253906354,327,-0.93385742187354,640,-0.560709409295388
"Cond.Sweep.223...mV.",3.58091308593866,-3.04136230468866,-0.17698242187866,325,-0.93015624999866,625,-0.553686665454629
"Cond.Sweep.224...mV.",3.5706158447278,-3.0652447509778,-0.1672955322278,325,-0.9351177978478,612,-0.471008885575543
"Cond.Sweep.225...mV.",3.47154296875121,-3.10533203125121,-0.16587890625121,307,-0.91416992187121,639,-0.545197001981326
"Cond.Sweep.226...mV.",3.4689935302747,-3.0600579833997,-0.1688226318347,332,-0.9256585693347,647,-0.522824267407998
"Cond.Sweep.227...mV.",3.46429077148563,-3.04375854492263,-0.18120971679563,320,-0.90935913085563,602,-0.523379318910964
"Cond.Sweep.228...mV.",3.55686401367304,-2.99839233398504,-0.15964721679304,311,-0.90793823242304,618,-0.543626588977583
"Cond.Sweep.229...mV.",3.55258178711056,-3.05026245117256,-0.17306518555056,328,-0.90670776367056,607,-0.521952257403702
"Cond.Sweep.230...mV.",3.5460101318371,-3.0681048583991,-0.1732073974571,329,-0.9190570068371,637,-0.503065331535119
"Cond.Sweep.231...mV.",3.44657958984492,-3.01139892578192,-0.17814697265492,324,-0.92826904296492,638,-0.472272830767397
"Cond.Sweep.232...mV.",3.4456787109388,-3.0178222656258,-0.1815185546888,333,-0.9084472656288,620,-0.476936773953389
"Cond.Sweep.233...mV.",3.45586364746229,-3.03289001464929,-0.17583435058229,325,-0.93083923340229,658,-0.555536938427759
"Cond.Sweep.234...mV.",3.54775329589965,-3.03933044433665,-0.16884704589965,330,-0.92324157714965,618,-0.544274091352102
"Cond.Sweep.235...mV.",3.546848754884,-3.019505004884,-0.164890747074,334,-0.913792114254,623,-0.527180411998037
"Cond.Sweep.236...mV.",3.54762878418097,-2.99526062011797,-0.16261901855097,335,-0.91823425293097,615,-0.549726588752976
"Cond.Sweep.237...mV.",3.44847045898566,-3.11765991211066,-0.17088256835566,326,-0.90147338867566,615,-0.605712297335415
"Cond.Sweep.238...mV.",3.44702880859492,-3.08631103515692,-0.16760986328492,327,-0.92139404296492,616,-0.508072555704973
"Cond.Sweep.239...mV.",3.4533081054698,-3.0901489257818,-0.1744995117198,323,-0.9374389648398,627,-0.569418636955643
"Cond.Sweep.240...mV.",3.54765441894661,-3.14360168457161,-0.17729309081661,329,-0.90910461425661,638,-0.481442921719614
"Cond.Sweep.241...mV.",3.54685119629029,-3.05185607910229,-0.17099670410029,326,-0.90891174316029,622,-0.524718366811951
"Cond.Sweep.242...mV.",3.54528015136844,-3.12963073730544,-0.18224304198844,331,-0.93846862792844,608,-0.496347195908458
"Cond.Sweep.243...mV.",3.4385681152355,-3.0741882324225,-0.1762390136755,325,-0.9239196777355,650,-0.525526384255767
"Cond.Sweep.244...mV.",3.43871826171995,-3.06579345703195,-0.16845458983995,324,-0.90575927733995,631,-0.549337924021178
"Cond.Sweep.245...mV.",3.44064086914183,-3.12692016601683,-0.17220825195183,310,-0.92782348633183,609,-0.551885628057959
"Cond.Sweep.246...mV.",3.53393432617318,-3.07006713867318,-0.16235229492318,333,-0.93444702148318,622,-0.621741257522556
"Cond.Sweep.247...mV.",3.5338269042981,-3.0522595214851,-0.1677380371081,328,-0.9074841308581,613,-0.509556908758528
"Cond.Sweep.248...mV.",3.53066345214971,-3.13332458496171,-0.17311950683971,325,-0.93605895995971,611,-0.520386820382728
"Cond.Sweep.249...mV.",3.43445373535283,-3.12622619628983,-0.17700744629283,325,-0.90759826660283,605,-0.515130624610263
"Cond.Sweep.250...mV.",3.43257812500137,-3.08650878906337,-0.19222167969137,328,-0.90328125000137,645,-0.517148876215003
"Cond.Sweep.251...mV.",3.42626464843887,-3.03441894531387,-0.18712890624887,332,-0.88170898437887,643,-0.509525744890957
"Cond.Sweep.252...mV.",3.52295410156379,-3.06946289062579,-0.18799316406379,330,-0.92529785156379,628,-0.503502311291529
"Cond.Sweep.253...mV.",3.51673828125106,-3.03333984375106,-0.18604980469106,326,-0.90382324219106,637,-0.449832852626332
"Cond.Sweep.254...mV.",3.51213623047022,-3.09404541015722,-0.17961669922022,320,-0.90837646484022,626,-0.477702764742677
"Cond.Sweep.255...mV.",3.41530090332163,-3.06495910644663,-0.17982727051163,323,-0.91469055176163,619,-0.532128318507366
"Cond.Sweep.256...mV.",3.41836181640738,-3.06374755859438,-0.17800537109738,325,-0.88784423827738,645,-0.465302367311058
"Cond.Sweep.257...mV.",3.41323181152464,-3.11965270996164,-0.17409606933464,320,-0.91018005371464,611,-0.503557618311347
"Cond.Sweep.258...mV.",3.50943420410297,-3.24393127441497,-0.16104553222297,332,-0.92642639160297,621,-0.455267418366311
"Cond.Sweep.259...mV.",3.50819519043089,-3.14076354980589,-0.18605163574089,331,-0.91542175293089,621,-0.492523709020642
"Cond.Sweep.260...mV.",3.49999755859514,-3.09594482422014,-0.17663330078514,329,-0.92187255859514,629,-0.482457359083526
"Cond.Sweep.261...mV.",3.39598449707151,-3.13475402832151,-0.17393859863151,327,-0.93016418457151,630,-0.494366600400755
"Cond.Sweep.262...mV.",3.39781677246218,-3.16039001464918,-0.18370544433218,335,-0.91856872558218,622,-0.545490473700751
"Cond.Sweep.263...mV.",3.39168762207151,-3.07796691894651,-0.16353820801151,311,-0.93075012207151,631,-0.492925958319482
"Cond.Sweep.264...mV.",3.48619018554792,-3.03086791992292,-0.17259155273792,327,-0.89646850585792,639,-0.436534052308356
"Cond.Sweep.265...mV.",3.48723083496223,-2.97270446777423,-0.18583923340223,333,-0.89934020996223,624,-0.479728858788112
"Cond.Sweep.266...mV.",3.48644287109502,-2.99999267578202,-0.18016845703502,329,-0.90526611328502,653,-0.440815022708776
"Cond.Sweep.267...mV.",3.3824816894543,-2.9119006347663,-0.1683703613243,321,-0.9154406738243,622,-0.514858146232047
"Cond.Sweep.268...mV.",3.38382812500119,-2.91019531250119,-0.17093750000119,335,-0.89298339844119,627,-0.476727785766477
"Cond.Sweep.269...mV.",3.38292480468872,-2.95934082031372,-0.18163085937872,334,-0.91710449218872,633,-0.476140909261407
"Cond.Sweep.270...mV.",3.48095825195439,-3.02563598632939,-0.17712524414439,330,-0.92236450195439,634,-0.486611319586189
"Cond.Sweep.271...mV.",3.47964538574342,-2.97122253418042,-0.15322937011342,333,-0.88870300293342,616,-0.465416477764889
"Cond.Sweep.272...mV.",3.48529602050919,-2.93842102050919,-0.17841125487919,327,-0.89618469237919,653,-0.469877057704539
"Cond.Sweep.273...mV.",3.3891229248059,-2.9484490966809,-0.1682977294959,328,-0.9129266357459,616,-0.450442318624246
"Cond.Sweep.274...mV.",3.38874389648551,-2.99445678711051,-0.17097045898551,328,-0.92048217773551,608,-0.488559317675137
"Cond.Sweep.275...mV.",3.39181274414188,-3.02071899414188,-0.18929809570188,333,-0.90768188476188,648,-0.450034484753489
"Cond.Sweep.276...mV.",3.49069946289182,-2.97495239257882,-0.16794555664182,334,-0.87900512695182,623,-0.469578054797368
"Cond.Sweep.277...mV.",3.49043151855601,-2.89839050293101,-0.18293640136601,328,-0.91352722167601,625,-0.49120939974172
"Cond.Sweep.278...mV.",3.49597045898559,-2.90576049804759,-0.19396850585559,335,-0.87328979492559,625,-0.423327281184639
"Cond.Sweep.279...mV.",3.39652954101687,-2.93571411132887,-0.18485961913687,332,-0.88554321288687,626,-0.440941761300656
"Cond.Sweep.280...mV.",3.40541625976689,-2.89333129882889,-0.18214965820689,329,-0.87856079101689,620,-0.49173404009059
"Cond.Sweep.281...mV.",3.41280273437628,-2.92452148437628,-0.19380859374628,329,-0.88960937499628,621,-0.476964730885026
"Cond.Sweep.282...mV.",3.53060546875117,-2.90560546875117,-0.19259277344117,336,-0.89144531250117,650,-0.459709108879608
"Cond.Sweep.283...mV.",3.54344177246207,-2.81101989746207,-0.19200134277207,333,-0.87376403808207,621,-0.448886932351109
"Cond.Sweep.284...mV.",3.55460571289191,-2.77457641601691,-0.17814086914191,327,-0.85990356445191,608,-0.405064985700866
"Cond.Sweep.285...mV.",3.45904479980595,-2.77484069824295,-0.17230163574595,329,-0.88030944824595,633,-0.431708327865072
"Cond.Sweep.286...mV.",3.46391357421981,-2.77787841796981,-0.18266357421981,334,-0.85649169921981,624,-0.412003137093503
"Cond.Sweep.287...mV.",3.47972106933713,-2.72532653808713,-0.18626403808713,327,-0.84605407714713,644,-0.404643169822641
"Cond.Sweep.288...mV.",3.59186645507922,-2.88324829101622,-0.17817016601922,329,-0.87702270507922,636,-0.418442045637523
"Cond.Sweep.289...mV.",3.5970324707044,-2.7925891113294,-0.1931018066444,334,-0.8528918457044,616,-0.442591516964103
"Cond.Sweep.290...mV.",3.59590820312624,-2.81221679687624,-0.17427734374624,333,-0.85481933593624,642,-0.415047197508597
"Cond.Sweep.291...mV.",3.49754455566528,-2.81273010254028,-0.17784240722528,328,-0.86021545410528,626,-0.451171981704764
"Cond.Sweep.292...mV.",3.4951190185559,-3.0922869873059,-0.1809100341759,336,-0.9224871826159,628,-0.48537887893042
"Cond.Sweep.293...mV.",3.49129821777462,-3.08846618652462,-0.18441345214462,335,-0.94308044433462,605,-0.488771850453161
"Cond.Sweep.294...mV.",3.58947570800913,-3.10546691894613,-0.16967590331913,324,-0.90209777831913,647,-0.488567919662999
"Cond.Sweep.295...mV.",3.58271057129021,-3.07489807129021,-0.17572814941021,331,-0.90570861816021,609,-0.511791566134109
"Cond.Sweep.296...mV.",3.58238342285286,-3.05442932128986,-0.16868713379286,307,-0.89256408691286,617,-0.513206513249427
"Cond.Sweep.297...mV.",3.47754333496234,-3.06494567871234,-0.17859313965234,335,-0.91467712402234,644,-0.457426675761736
"Cond.Sweep.298...mV.",3.47050476074355,-3.02861022949355,-0.18070983886355,309,-0.90580749511355,650,-0.544672554360167
"Cond.Sweep.299...mV.",3.46834716797006,-3.04903564453206,-0.17000732422006,326,-0.91768798828006,640,-0.44565066078011
"Cond.Sweep.300...mV.",3.56725341796999,-3.03868896484499,-0.16149169921999,332,-0.90734130858999,625,-0.492493845945707
"Cond.Sweep.301...mV.",3.56207763671977,-3.01520263671977,-0.16791259765977,336,-0.87775146483977,654,-0.485618381513448
"Cond.Sweep.302...mV.",3.56033508300889,-2.94998352050889,-0.16861145019889,331,-0.89065734862889,613,-0.503209203338022
"Cond.Sweep.303...mV.",3.46442077636845,-2.93036315918045,-0.16669128417845,334,-0.88141296386845,637,-0.428894464671317
"Cond.Sweep.304...mV.",3.46611572265742,-2.83562255859442,-0.16655517577742,328,-0.88005615234742,614,-0.473895563690381
"Cond.Sweep.305...mV.",3.46692687988409,-2.77600891113409,-0.17163879394409,326,-0.84546691894409,636,-0.417651574441299
"Cond.Sweep.306...mV.",3.5660296630872,-2.7036029052742,-0.1730853271472,335,-0.8340960693372,617,-0.456981865620673
"Cond.Sweep.307...mV.",3.56368103027463,-2.82393493652463,-0.16646423339463,330,-0.86226501464463,616,-0.470654251008412
"Cond.Sweep.308...mV.",3.56797912597787,-2.76597717285287,-0.18663146972787,337,-0.85618713378787,625,-0.466368714780386
"Cond.Sweep.309...mV.",3.47033325195449,-2.90880981445449,-0.16650024414449,324,-0.87633911132449,629,-0.424195450937633
"Cond.Sweep.310...mV.",3.4706695556652,-2.9262359619152,-0.1619537353552,329,-0.8815582275352,648,-0.484265748540177
"Cond.Sweep.311...mV.",3.47172973632943,-2.91875122070443,-0.18132446288943,333,-0.86735961913943,635,-0.416214273582025
"Cond.Sweep.312...mV.",3.57662231445442,-2.89974243164142,-0.16353637695442,315,-0.86177856445442,636,-0.411224806834652
"Cond.Sweep.313...mV.",3.57230895996231,-2.82829040527431,-0.16471618652231,313,-0.86417907715231,641,-0.44642303828647
"Cond.Sweep.314...mV.",3.57324523925916,-2.93847961425916,-0.16809387206916,330,-0.89990539550916,628,-0.469813671039223
"Cond.Sweep.315...mV.",3.46846191406365,-2.88679687500065,-0.17439453125365,339,-0.90071289062365,610,-0.493590183521362
"Cond.Sweep.316...mV.",3.4673260498059,-2.9308270263679,-0.1634930419959,330,-0.8678387451159,639,-0.435455123225152
"Cond.Sweep.317...mV.",3.4615368652357,-2.8243298339857,-0.1601452636757,323,-0.8742565917957,639,-0.482303906498483
"Cond.Sweep.318...mV.",3.55681030273551,-2.80607788086051,-0.16020385742551,315,-0.86393920898551,631,-0.38594285102599
"Cond.Sweep.319...mV.",3.55701232910294,-2.87891174316494,-0.15735412597294,331,-0.89710021972294,621,-0.524932161233034
"Cond.Sweep.320...mV.",3.5559014892592,-2.7941827392592,-0.1678399658192,330,-0.8758477783192,645,-0.44030142444173
"Cond.Sweep.321...mV.",3.4475317382826,-2.9848852539076,-0.1626196289026,329,-0.8852758789026,616,-0.482303493625847
"Cond.Sweep.322...mV.",3.44416625976688,-3.01997192382888,-0.16108520507688,342,-0.89594848632688,627,-0.450195780163819
"Cond.Sweep.323...mV.",3.43707519531378,-2.82855468750078,-0.17047363281378,330,-0.84247070312378,644,-0.402610618752054
"Cond.Sweep.324...mV.",3.53029113769654,-2.87111145019654,-0.16054016113654,333,-0.85939270019654,613,-0.5217618251376
"Cond.Sweep.325...mV.",3.52747802734502,-2.96168212890702,-0.16199951171502,322,-0.87366943359502,646,-0.496107570555615
"Cond.Sweep.326...mV.",3.52290771484495,-2.80086181640695,-0.17390869140495,324,-0.85872314453495,619,-0.442494212329502
"Cond.Sweep.327...mV.",3.4218804931654,-2.8353326416024,-0.1687066650354,328,-0.8455865478554,644,-0.490628756009547
"Cond.Sweep.328...mV.",3.41851745605593,-2.72759948730593,-0.17755065917593,325,-0.84344421386593,631,-0.464352960776498
"Cond.Sweep.329...mV.",3.41887573242313,-2.79692749023513,-0.16997436523313,329,-0.84807495117313,610,-0.48807322887524
"Cond.Sweep.330...mV.",3.52100646972791,-2.75379455566491,-0.18970764159791,329,-0.82325256347791,640,-0.425224946367389
"Cond.Sweep.331...mV.",3.51943908691521,-2.68630920410221,-0.16677795410521,327,-0.84487854003521,630,-0.457075027641686
"Cond.Sweep.332...mV.",3.51857116699337,-2.64576843261837,-0.16652038574337,324,-0.82570007324337,625,-0.440592198940341
"Cond.Sweep.333...mV.",3.42096923828237,-2.60492919921937,-0.17511962890237,331,-0.83918212890237,622,-0.427867732044352
"Cond.Sweep.334...mV.",3.42685119629017,-2.63217346191517,-0.16269104004017,329,-0.83468811035017,629,-0.423160353085714
"Cond.Sweep.335...mV.",3.43668457031375,-2.62491699218875,-0.16581054687375,328,-0.83597656250375,638,-0.520696695494553
"Cond.Sweep.336...mV.",3.53768005371229,-2.78023376464929,-0.18990173340229,331,-0.83870544433229,647,-0.415757484360262
"Cond.Sweep.337...mV.",3.53364501953264,-2.61872802734464,-0.17365966797264,332,-0.82246337890264,630,-0.418796961456271
"Cond.Sweep.338...mV.",3.53232116699334,-2.64059753418034,-0.15890808105334,327,-0.83212585449334,621,-0.397996401372838
"Cond.Sweep.339...mV.",3.43109619140755,-2.65350830078255,-0.17181884765755,330,-0.81390869140755,614,-0.426128360771634
"Cond.Sweep.340...mV.",3.43127075195445,-2.73913208007945,-0.16772094726445,333,-0.84338012695445,608,-0.454810616018968
"Cond.Sweep.341...mV.",3.43260314941531,-2.77220275879031,-0.15806701660531,316,-0.83738830566531,641,-0.432975314524521
"Cond.Sweep.342...mV.",3.53663513183716,-2.76148864746216,-0.17237731933716,337,-0.82972595214716,622,-0.412273081052112
"Cond.Sweep.343...mV.",3.53264831543085,-2.71416687011785,-0.15740417480085,333,-0.83672546387085,623,-0.469383267988525
"Cond.Sweep.344...mV.",3.53050842285259,-2.82189025878959,-0.16441955566259,347,-0.86510314941259,618,-0.425451872569019
"Cond.Sweep.345...mV.",3.42866760254008,-2.69197326660208,-0.16267639160008,329,-0.82795959473008,623,-0.440955274030643
"Cond.Sweep.346...mV.",3.42630798339972,-2.60904724121172,-0.16642028808972,333,-0.78531677245972,666,-0.418872607030067
"Cond.Sweep.347...mV.",3.42547912597776,-2.80902404785276,-0.15216369628776,344,-0.84308166503776,615,-0.43087405758243
"Cond.Sweep.348...mV.",3.52219543457158,-2.56699523925858,-0.15366516113158,321,-0.79880676269158,651,-0.443957729149325
"Cond.Sweep.349...mV.",3.52052551269664,-2.46705871581664,-0.14039855956664,331,-0.78126770019664,631,-0.419681172974581
"Cond.Sweep.350...mV.",3.52205444336052,-2.56014038086052,-0.16390014648052,330,-0.81880737305052,646,-0.458187061349108
"Cond.Sweep.351...mV.",3.42330444336066,-2.71956909179766,-0.15792358398066,329,-0.82381713867066,614,-0.388849101740128
"Cond.Sweep.352...mV.",3.42384277343859,-2.77198730468859,-0.18348632812859,333,-0.83900390624859,652,-0.414479738139859
"Cond.Sweep.353...mV.",3.41998535156383,-2.75653320312583,-0.17596679687383,333,-0.81683593750383,631,-0.545290505652119
"Cond.Sweep.354...mV.",3.52438781738403,-2.73032043457103,-0.17355773925403,331,-0.83212707519403,626,-0.449826236060061
"Cond.Sweep.355...mV.",3.52197875976699,-2.77490844726699,-0.16138305663699,328,-0.85535278320699,637,-0.541227261493868
"Cond.Sweep.356...mV.",3.51484313964953,-2.85444274902453,-0.17377868651953,331,-0.86530700683953,619,-0.451131110199697
"Cond.Sweep.357...mV.",3.41558776855594,-2.95416198730594,-0.18133483886594,331,-0.85577331542594,615,-0.458377224582474
"Cond.Sweep.358...mV.",3.41372009277462,-2.93459411621162,-0.16481872558462,333,-0.90334411621462,618,-0.486659036971985
"Cond.Sweep.359...mV.",3.41580749511832,-2.92020202636832,-0.17545104980832,329,-0.87735534667832,639,-0.422801542612755
"Cond.Sweep.360...mV.",3.52237365722776,-2.83694885253976,-0.16727111816776,343,-0.85330627441776,621,-0.438136844844895
"Cond.Sweep.361...mV.",3.53400939941535,-3.00422424316535,-0.16792053222535,339,-0.87653869628535,621,-0.434353958325309
"Cond.Sweep.362...mV.",3.55073791504036,-2.94771057129036,-0.16755920410036,327,-0.87495666504036,645,-0.413179309313526
"Cond.Sweep.363...mV.",3.45718627929828,-2.95059448242328,-0.17044311523828,344,-0.87173706054828,614,-0.372312716705576
"Cond.Sweep.364...mV.",3.45244689941533,-2.98857971191533,-0.17974182128533,340,-0.86760803222533,639,-0.390685635938942
"Cond.Sweep.365...mV.",3.44844055175917,-2.92781066894617,-0.17695617675917,326,-0.87031555175917,633,-0.392257550099154
"Cond.Sweep.366...mV.",3.54171508789192,-2.85445922851692,-0.15121215820192,330,-0.83907836914192,611,-0.382498833177907
"Cond.Sweep.367...mV.",3.54325927734503,-2.86149658203203,-0.16984619140503,337,-0.85405029296503,602,-0.405626223822909
"Cond.Sweep.368...mV.",3.5367218017591,-2.8220001220711,-0.1565948486291,328,-0.8340850830091,627,-0.431711770039265
"Cond.Sweep.369...mV.",3.43466735839979,-2.80173278808679,-0.16013122558979,344,-0.83090759276979,609,-0.407064575152576
"Cond.Sweep.370...mV.",3.44081970214966,-2.66445251464966,-0.14797302245966,329,-0.84804626464966,616,-0.394928903965765
"Cond.Sweep.371...mV.",3.43610290527471,-2.72260192871171,-0.15790466308471,335,-0.81952575683471,618,-0.407975203505944
"Cond.Sweep.372...mV.",3.53228820800885,-2.78949035644585,-0.16070617675885,341,-0.83636535644885,636,-0.352332614076017
"Cond.Sweep.373...mV.",3.52536071777476,-2.70199645996176,-0.16110290527476,341,-0.85080017089476,629,-0.386515106213665
"Cond.Sweep.374...mV.",3.52306518554805,-2.66491088867305,-0.15819702148805,330,-0.81798706054805,632,-0.414526244221749
"Cond.Sweep.375...mV.",3.41863403320446,-2.65691528320446,-0.15813598632446,331,-0.82341918945446,640,-0.367393979763012
"Cond.Sweep.376...mV.",3.4172045898449,-2.7207934570319,-0.1683032226549,329,-0.8500659179649,625,-0.426557622219758
"Cond.Sweep.377...mV.",3.41905029296992,-2.79038818359492,-0.16526611327992,337,-0.85496337890992,638,-0.439678355205628
"Cond.Sweep.378...mV.",3.52600219726685,-2.73010375976685,-0.16418579101685,327,-0.82580688476685,647,-0.431534188001833
"Cond.Sweep.379...mV.",3.52561645507934,-2.71445922851634,-0.15220336913934,335,-0.83091430663934,634,-0.458221593868944
"Cond.Sweep.380...mV.",3.52537414550902,-2.78440734863402,-0.15074035644902,330,-0.83921691894902,618,-0.426155722595603
"Cond.Sweep.381...mV.",3.42655639648556,-2.76554565429756,-0.16239624023556,341,-0.80448608398556,622,-0.437359799423379
"Cond.Sweep.382...mV.",3.42778137207159,-2.68437316894659,-0.15141418457159,328,-0.80876281738159,605,-0.438997870454257
"Cond.Sweep.383...mV.",3.42957397461058,-2.62024780273558,-0.15442749023058,325,-0.79895874023058,640,-0.38280432304067
"Cond.Sweep.384...mV.",3.53772827148561,-2.66492553711061,-0.15882202148561,334,-0.79663940429561,631,-0.435989963217036
"Cond.Sweep.385...mV.",3.53929260254026,-2.80015686035226,-0.16221740723026,348,-0.81651428223026,641,-0.434211929185776
"Cond.Sweep.386...mV.",3.53972656250134,-2.72917968750134,-0.16936523437134,329,-0.79863769531134,620,-0.435987701807235
"Cond.Sweep.387...mV.",3.44088012695424,-2.73104125976624,-0.16512329101424,331,-0.79012329101424,626,-0.374912684252587
"Cond.Sweep.388...mV.",3.44482543945455,-2.72461059570455,-0.16296508789455,349,-0.78186157226455,620,-0.416743116908863
"Cond.Sweep.389...mV.",3.44919250488415,-2.73508117675915,-0.17465637207415,329,-0.80759094238415,630,-0.428724051170204
"Cond.Sweep.390...mV.",3.55707641601683,-2.72821899414183,-0.17206665038683,339,-0.78974243163683,656,-0.382449812467374
"Cond.Sweep.391...mV.",3.56199523925901,-2.70811340332101,-0.16294738769901,335,-0.80625793456901,618,-0.39628160436576
"Cond.Sweep.392...mV.",3.56502441406383,-2.65621093750083,-0.16963867187383,331,-0.79402832031383,647,-0.343829613805775
"Cond.Sweep.393...mV.",3.46882629394653,-2.64302062988353,-0.17597961425653,334,-0.79304504394653,632,-0.407465598617234
"Cond.Sweep.394...mV.",3.47231140136829,-2.70754089355529,-0.17153015136829,345,-0.83070983886829,633,-0.42300871294333
"Cond.Sweep.395...mV.",3.47380126953249,-2.64677490234449,-0.16325439453249,339,-0.78947509765249,627,-0.394783953833395
"Cond.Sweep.396...mV.",3.58099670410285,-2.63861389160285,-0.15997619629285,344,-0.79657287597285,620,-0.386702871668858
"Cond.Sweep.397...mV.",3.59063415527466,-2.62017517089966,-0.14519958496466,333,-0.81780700683466,632,-0.373609651832778
"Cond.Sweep.398...mV.",3.59136169433723,-2.64836853027423,-0.15447204589723,334,-0.79228942870723,629,-0.402365307984694
"Cond.Sweep.399...mV.",3.4905798339855,-2.4694616699255,-0.1543981933555,332,-0.7806188964855,633,-0.39156316225037
"Cond.Sweep.400...mV.",3.49269775390747,-2.58632568359447,-0.15163330077747,334,-0.79250244140747,628,-0.396319308734736
"Cond.Sweep.401...mV.",3.49323547363413,-2.52949035644613,-0.14606750488413,326,-0.78266418457413,649,-0.362779922610484
"Cond.Sweep.402...mV.",3.59406188964973,-2.55707458495973,-0.15473083495973,335,-0.78156188964973,640,-0.371866222712861
"Cond.Sweep.403...mV.",3.59944335937625,-2.62349121093825,-0.16377441406625,339,-0.80098144531625,645,-0.355760382350594
"Cond.Sweep.404...mV.",3.60117919922005,-2.64597900390705,-0.15818603516005,335,-0.80271728516005,621,-0.400801135957311
"Cond.Sweep.405...mV.",3.49982482910284,-2.66120178222784,-0.14655334472284,350,-0.78803283691284,612,-0.394567743046503
"Cond.Sweep.406...mV.",3.50065246582157,-2.64066711425857,-0.15775695801157,332,-0.79435363769157,635,-0.381559785139806
"Cond.Sweep.407...mV.",3.50811462402461,-2.67742614746161,-0.15362243652461,314,-0.79693298339461,639,-0.367685885084781
"Cond.Sweep.408...mV.",3.6184161376965,-2.6693194580085,-0.1522296142565,326,-0.8010333251965,634,-0.364108916394237
"Cond.Sweep.409...mV.",3.61584655761826,-2.68322937011826,-0.15515319823826,338,-0.80395690917826,636,-0.403640024234359
"Cond.Sweep.410...mV.",3.60804077148553,-2.70472045898553,-0.15161987304553,348,-0.81629272460553,633,-0.38779172943547
"Cond.Sweep.411...mV.",3.50346618652466,-2.74846130371166,-0.14531188964466,332,-0.81486755371466,617,-0.410058654905896
"Cond.Sweep.412...mV.",3.49835327148554,-2.67315795898554,-0.16217163085554,336,-0.80670288085554,634,-0.369787629292662
"Cond.Sweep.413...mV.",3.49512756347786,-2.56861389160286,-0.15955627441786,339,-0.76502502441786,648,-0.389966296823213
"Cond.Sweep.414...mV.",3.5919726562513,-2.6080859375013,-0.1416552734413,333,-0.7629931640613,634,-0.369868075481244
"Cond.Sweep.415...mV.",3.58765747070442,-2.54639770507442,-0.13611938476442,327,-0.73792602539442,641,-0.367233742918713
