"Slice","Group","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment"
"P28f-CS_19-CS61","P28f-Control","2018_01_28","28","F","96","rACSF","rACSF",NA,"Scott","xx","2018_01_28_0009.atf","2018_01_28_0014.abf","0.0",""
