"Cell","AgeGroup","Exp","tmnt","mag","Protocol","Course","Time","TCOR","norm"
"267","16n03.P8","PND21","EtOH[50mM]","50mM",165.281742056533,"NMDAr",11,20,2,0.958099217414016
"268","16n03.P8","PND21","EtOH[50mM]","50mM",131.654278996013,"NMDAr",11,21,3,0.763168757213016
"269","16n03.P8","PND21","EtOH[50mM]","50mM",178.149986888032,"NMDAr",11,22,4,1.0326933930873
"270","16n03.P8","PND21","EtOH[50mM]","50mM",143.105636339008,"NMDAr",11,23,5,0.829549570799184
"271","16n04.P2","PND28","EtOH[50mM]","Control",158.807656147517,"NMDAr",6,-15,-9,1.14006718551129
"272","16n04.P2","PND28","EtOH[50mM]","Control",171.254467777308,"NMDAr",6,-14,-8,1.22942182903165
"273","16n04.P2","PND28","EtOH[50mM]","Control",199.497758381508,"NMDAr",6,-13,-7,1.43217810420014
"274","16n04.P2","PND28","EtOH[50mM]","Control",148.606066230281,"NMDAr",8,-9,-6,1.06683080518288
"275","16n04.P2","PND28","EtOH[50mM]","Control",162.665949770062,"NMDAr",8,-8,-5,1.16776556012269
"276","16n04.P2","PND28","EtOH[50mM]","Control",145.031150105438,"NMDAr",8,-7,-4,1.04116677446951
"277","16n04.P2","PND28","EtOH[50mM]","Control",116.74426296313,"NMDAr",10,-3,-3,0.838097523316712
"278","16n04.P2","PND28","EtOH[50mM]","Control",129.379992924721,"NMDAr",10,-2,-2,0.928808396102406
"279","16n04.P2","PND28","EtOH[50mM]","Control",142.662404868245,"NMDAr",10,-1,-1,1.02416174598869
"280","16n04.P2","PND28","EtOH[50mM]","50mM",176.740365489212,"NMDAr",12,3,0,1.26880464039059
"281","16n04.P2","PND28","EtOH[50mM]","50mM",116.250168864574,"NMDAr",12,4,1,0.834550462161201
"282","16n04.P2","PND28","EtOH[50mM]","50mM",125.717883723661,"NMDAr",12,5,2,0.902518413420405
"283","16n04.P2","PND28","EtOH[50mM]","50mM",136.311842483868,"NMDAr",14,9,3,0.978571577607607
"284","16n04.P2","PND28","EtOH[50mM]","50mM",173.754002628824,"NMDAr",14,10,4,1.24736578546539
"285","16n04.P2","PND28","EtOH[50mM]","50mM",176.56597933678,"NMDAr",14,11,5,1.26755273645335
"286","16n04.P2","PND28","EtOH[50mM]","50mM",194.505954768159,"NMDAr",24,39,6,1.3963423539967
"287","16n04.P2","PND28","EtOH[50mM]","50mM",180.111831102885,"NMDAr",24,40,7,1.29300811651052
"288","16n04.P2","PND28","EtOH[50mM]","50mM",232.137033244916,"NMDAr",24,41,8,1.66649279111982
"289","16n04.P2","PND28","EtOH[50mM]","50mM",157.623283528921,"NMDAr",26,45,9,1.13156467127089
"290","16n04.P2","PND28","EtOH[50mM]","50mM",169.721322853848,"NMDAr",26,46,10,1.21841550691676
"291","16n04.P2","PND28","EtOH[50mM]","50mM",181.892023075622,"NMDAr",26,47,11,1.30578796920316
"292","16n04.P2","PND28","EtOH[50mM]","50mM",209.314245545458,"NMDAr",28,51,12,1.50264986333382
"293","16n04.P2","PND28","EtOH[50mM]","50mM",173.790333077247,"NMDAr",28,52,13,1.24762659878565
"294","16n04.P2","PND28","EtOH[50mM]","50mM",228.576649299442,"NMDAr",28,53,14,1.64093308573455
"295","16n04.P2","PND28","EtOH[50mM]","50mM",224.340519013296,"NMDAr",30,57,15,1.61052225259248
"296","16n04.P2","PND28","EtOH[50mM]","50mM",206.509534927187,"NMDAr",30,58,16,1.48251507500991
"297","16n04.P2","PND28","EtOH[50mM]","50mM",195.646730848648,"NMDAr",30,59,17,1.4045318922528
"298","16n04.P3","PND28","EtOH[50mM]","Control",148.380817450057,"NMDAr",6,-33,-18,0.786142699856021
"299","16n04.P3","PND28","EtOH[50mM]","Control",147.973916427717,"NMDAr",6,-32,-17,0.783986880298117
"300","16n04.P3","PND28","EtOH[50mM]","Control",196.80930519819,"NMDAr",6,-31,-16,1.0427237240243
"301","16n04.P3","PND28","EtOH[50mM]","Control",144.689643890259,"NMDAr",8,-27,-15,0.766586336723614
"302","16n04.P3","PND28","EtOH[50mM]","Control",147.843126813394,"NMDAr",8,-26,-14,0.783293938297366
"303","16n04.P3","PND28","EtOH[50mM]","Control",132.032115659615,"NMDAr",8,-25,-13,0.699524949761707
"304","16n04.P3","PND28","EtOH[50mM]","Control",142.400825639597,"NMDAr",10,-21,-12,0.754459851710409
"305","16n04.P3","PND28","EtOH[50mM]","Control",156.242726488839,"NMDAr",10,-20,-11,0.827796213456934
"306","16n04.P3","PND28","EtOH[50mM]","Control",128.166555947385,"NMDAr",10,-19,-10,0.679044663961624
"307","16n04.P3","PND28","EtOH[50mM]","Control",193.096333369339,"NMDAr",12,-15,-9,1.02305187055843
"308","16n04.P3","PND28","EtOH[50mM]","Control",156.998399816042,"NMDAr",12,-14,-8,0.831799878350184
"309","16n04.P3","PND28","EtOH[50mM]","Control",168.97291561633,"NMDAr",12,-13,-7,0.895242568197041
"310","16n04.P3","PND28","EtOH[50mM]","Control",166.415252047337,"NMDAr",14,-9,-6,0.881691702404511
"311","16n04.P3","PND28","EtOH[50mM]","Control",196.678515583867,"NMDAr",14,-8,-5,1.04203078202354
"312","16n04.P3","PND28","EtOH[50mM]","Control",195.203499377885,"NMDAr",14,-7,-4,1.03421593612615
"313","16n04.P3","PND28","EtOH[50mM]","Control",163.167309958302,"NMDAr",16,-3,-3,0.864483642719105
"314","16n04.P3","PND28","EtOH[50mM]","Control",205.361492757013,"NMDAr",16,-2,-2,1.08803443151808
"315","16n04.P3","PND28","EtOH[50mM]","Control",183.316176653812,"NMDAr",16,-1,-1,0.971235207613123
"316","16n04.P3","PND28","EtOH[50mM]","50mM",208.820151446902,"NMDAr",18,3,0,1.10635889776026
"317","16n04.P3","PND28","EtOH[50mM]","50mM",220.758336798768,"NMDAr",18,4,1,1.16960910371802
"318","16n04.P3","PND28","EtOH[50mM]","50mM",201.953696694916,"NMDAr",18,5,2,1.06997944272064
"319","16n04.P3","PND28","EtOH[50mM]","50mM",207.940954595061,"NMDAr",20,9,3,1.10170078764407
"320","16n04.P3","PND28","EtOH[50mM]","50mM",189.361563271433,"NMDAr",20,10,4,1.00326452675911
"321","16n04.P3","PND28","EtOH[50mM]","50mM",177.219927408398,"NMDAr",20,11,5,0.938936411022398
"322","16n04.P3","PND28","EtOH[50mM]","50mM",174.800319543413,"NMDAr",22,15,6,0.926116984008441
"323","16n04.P3","PND28","EtOH[50mM]","50mM",187.71216091302,"NMDAr",22,16,7,0.99452575819404
"324","16n04.P3","PND28","EtOH[50mM]","50mM",167.134594926116,"NMDAr",22,17,8,0.885502883408658
"325","16n09.P1","PND28","EtOH[50mM]","Control",69.9651775734098,"NMDAr",6,-64,-32,0.676840240679301
"326","16n09.P1","PND28","EtOH[50mM]","Control",118.161150451635,"NMDAr",6,-63,-31,1.14308609346005
"327","16n09.P1","PND28","EtOH[50mM]","Control",101.761586033399,"NMDAr",6,-62,-30,0.984437384018439
"328","16n09.P1","PND28","EtOH[50mM]","Control",66.2885361929813,"NMDAr",6,-61,-29,0.641272563684417
"329","16n09.P1","PND28","EtOH[50mM]","Control",83.4510400281037,"NMDAr",8,-56,-28,0.807301917561715
"330","16n09.P1","PND28","EtOH[50mM]","Control",88.0286765294276,"NMDAr",8,-55,-27,0.851585784175897
"331","16n09.P1","PND28","EtOH[50mM]","Control",79.9269865310527,"NMDAr",8,-54,-26,0.773210369453972
"332","16n09.P1","PND28","EtOH[50mM]","Control",77.9869405852535,"NMDAr",8,-53,-25,0.754442445031771
"333","16n09.P1","PND28","EtOH[50mM]","Control",89.7943363227955,"NMDAr",10,-48,-24,0.868666704155654
"334","16n09.P1","PND28","EtOH[50mM]","Control",47.0333985286821,"NMDAr",10,-47,-23,0.454999156497777
"335","16n09.P1","PND28","EtOH[50mM]","Control",60.7881063017081,"NMDAr",10,-46,-22,0.588061631895632
"336","16n09.P1","PND28","EtOH[50mM]","Control",63.9561214042116,"NMDAr",10,-45,-21,0.618708879266716
"337","16n09.P1","PND28","EtOH[50mM]","Control",66.7317676637445,"NMDAr",12,-40,-20,0.645560366642299
"338","16n09.P1","PND28","EtOH[50mM]","Control",94.0014022502027,"NMDAr",12,-39,-19,0.90936568632964
"339","16n09.P1","PND28","EtOH[50mM]","Control",120.653419213467,"NMDAr",12,-38,-18,1.16719619861666
"340","16n09.P1","PND28","EtOH[50mM]","Control",120.835071455583,"NMDAr",12,-37,-17,1.16895349491087
"341","16n09.P1","PND28","EtOH[50mM]","Control",95.9850447341098,"NMDAr",14,-32,-16,0.928555361862453
"342","16n09.P1","PND28","EtOH[50mM]","Control",79.8906560826296,"NMDAr",14,-31,-15,0.77285891019513
"343","16n09.P1","PND28","EtOH[50mM]","Control",101.55813552223,"NMDAr",14,-30,-14,0.982469212168929
"344","16n09.P1","PND28","EtOH[50mM]","Control",87.5200502515029,"NMDAr",14,-29,-13,0.846665354552101
"345","16n09.P1","PND28","EtOH[50mM]","Control",105.220244723289,"NMDAr",16,-24,-12,1.01789630546027
"346","16n09.P1","PND28","EtOH[50mM]","Control",83.0078085573406,"NMDAr",16,-23,-11,0.803014114603834
"347","16n09.P1","PND28","EtOH[50mM]","Control",91.6617213717482,"NMDAr",16,-22,-10,0.886731710060169
"348","16n09.P1","PND28","EtOH[50mM]","Control",129.365460745351,"NMDAr",16,-21,-9,1.25147612888714
"349","16n09.P1","PND28","EtOH[50mM]","Control",122.651593876743,"NMDAr",18,-16,-8,1.18652645785301
"350","16n09.P1","PND28","EtOH[50mM]","Control",93.1730680261535,"NMDAr",18,-15,-7,0.901352415228025
"351","16n09.P1","PND28","EtOH[50mM]","Control",125.405441867222,"NMDAr",18,-14,-6,1.21316706967328
"352","16n09.P1","PND28","EtOH[50mM]","Control",99.6035573970611,"NMDAr",18,-13,-5,0.963560704043187
"353","16n09.P1","PND28","EtOH[50mM]","Control",79.1059183966883,"NMDAr",20,-8,-4,0.765267390204127
"354","16n09.P1","PND28","EtOH[50mM]","Control",115.806937393811,"NMDAr",20,-7,-3,1.12031153348704
"355","16n09.P1","PND28","EtOH[50mM]","Control",119.367321339285,"NMDAr",20,-6,-2,1.15475454085362
"356","16n09.P1","PND28","EtOH[50mM]","Control",102.96775692105,"NMDAr",20,-5,-1,0.996105831412023
"357","16n09.P1","PND28","EtOH[50mM]","50mM",111.367356596495,"NMDAr",22,0,0,1.07736321205646
"358","16n09.P1","PND28","EtOH[50mM]","50mM",114.535371698999,"NMDAr",22,1,1,1.10801045942755
"359","16n09.P1","PND28","EtOH[50mM]","50mM",153.532475036468,"NMDAr",22,2,2,1.48526682786932
"360","16n09.P1","PND28","EtOH[50mM]","50mM",97.8887602314856,"NMDAr",22,3,3,0.946971827025809
"361","16n09.P1","PND28","EtOH[50mM]","50mM",105.103987288334,"NMDAr",24,8,4,1.01677163583197
"362","16n09.P1","PND28","EtOH[50mM]","50mM",117.514468469702,"NMDAr",24,9,5,1.13683011865265
"363","16n09.P1","PND28","EtOH[50mM]","50mM",93.3474541785849,"NMDAr",24,10,6,0.90303941967047
"364","16n09.P1","PND28","EtOH[50mM]","50mM",100.315634186156,"NMDAr",24,11,7,0.970449305516505
"365","16n09.P1","PND28","EtOH[50mM]","50mM",97.5545201059922,"NMDAr",26,16,8,0.943738401844457
"366","16n09.P1","PND28","EtOH[50mM]","50mM",98.8188197111197,"NMDAr",26,17,9,0.955969184052183
"367","16n09.P1","PND28","EtOH[50mM]","50mM",83.160396440718,"NMDAr",26,18,10,0.804490243490973
"368","16n09.P1","PND28","EtOH[50mM]","50mM",92.1412832909345,"NMDAr",26,19,11,0.891370972276892
"369","16n09.P1","PND28","EtOH[50mM]","50mM",95.7525298642013,"NMDAr",28,24,12,0.92630602260586
"370","16n09.P1","PND28","EtOH[50mM]","50mM",88.8424785741075,"NMDAr",28,25,13,0.859458471573975
"371","16n09.P1","PND28","EtOH[50mM]","50mM",93.3765185373236,"NMDAr",28,26,14,0.903320587077546
"372","16n09.P1","PND28","EtOH[50mM]","50mM",102.706177692403,"NMDAr",28,27,15,0.993575324748356
"373","16n09.P1","PND28","EtOH[50mM]","50mM",84.8679275166088,"NMDAr",30,32,16,0.821008828656582
"374","16n09.P1","PND28","EtOH[50mM]","50mM",89.8306667712187,"NMDAr",30,33,17,0.869018163414497
"375","16n09.P1","PND28","EtOH[50mM]","50mM",69.7108644344473,"NMDAr",30,34,18,0.674380025867401
"376","16n09.P1","PND28","EtOH[50mM]","50mM",76.8098340563417,"NMDAr",30,35,19,0.743055165045267
"377","16n09.P1","PND28","EtOH[50mM]","50mM",85.6453991128654,"NMDAr",32,40,20,0.828530056795816
"378","16n09.P1","PND28","EtOH[50mM]","50mM",104.341047871447,"NMDAr",32,41,21,1.00939099139628
"379","16n09.P1","PND28","EtOH[50mM]","50mM",82.3029978579305,"NMDAr",32,42,22,0.796195804982287
"380","16n09.P1","PND28","EtOH[50mM]","50mM",112.014038578428,"NMDAr",32,43,23,1.08361918686386
"381","16n09.P1","PND28","EtOH[50mM]","50mM",132.678797641547,"NMDAr",34,48,24,1.28352921329359
"382","16n09.P1","PND28","EtOH[50mM]","50mM",99.4437034239989,"NMDAr",34,49,25,0.962014283304278
"383","16n09.P1","PND28","EtOH[50mM]","50mM",89.0604612646467,"NMDAr",34,50,26,0.861567227127031
"384","16n09.P1","PND28","EtOH[50mM]","50mM",99.5526947692685,"NMDAr",34,51,27,0.963068661080806
"385","16n09.P1","PND28","EtOH[50mM]","50mM",84.6136143776463,"NMDAr",36,56,28,0.818548613844682
"386","16n09.P1","PND28","EtOH[50mM]","50mM",92.0976867528267,"NMDAr",36,57,29,0.890949221166282
"387","16n09.P1","PND28","EtOH[50mM]","50mM",119.490844863924,"NMDAr",36,58,30,1.15594950233369
"388","16n09.P1","PND28","EtOH[50mM]","50mM",89.3293065829784,"NMDAr",36,59,31,0.864168025642467
"389","16n09.P2","PND28","EtOH[50mM]","Control",156.664159690548,"NMDAr",6,-36,-20,2.01012474128769
"390","16n09.P2","PND28","EtOH[50mM]","Control",160.093754021699,"NMDAr",6,-35,-19,2.05412914172773
"391","16n09.P2","PND28","EtOH[50mM]","Control",145.808621701694,"NMDAr",6,-34,-18,1.87083962633551
"392","16n09.P2","PND28","EtOH[50mM]","Control",137.844987407328,"NMDAr",6,-33,-17,1.76865991683915
"393","16n09.P2","PND28","EtOH[50mM]","Control",114.862345734807,"NMDAr",8,-28,-16,1.47377449609367
"394","16n09.P2","PND28","EtOH[50mM]","Control",109.187529691103,"NMDAr",8,-27,-15,1.40096213011132
"395","16n09.P2","PND28","EtOH[50mM]","Control",75.1241012495049,"NMDAr",8,-26,-14,0.963901474893251
"396","16n09.P2","PND28","EtOH[50mM]","Control",103.28019877749,"NMDAr",8,-25,-13,1.32516641494659
"397","16n09.P2","PND28","EtOH[50mM]","Control",90.1358425379738,"NMDAr",10,-20,-12,1.1565139564804
"398","16n09.P2","PND28","EtOH[50mM]","Control",66.4483901660434,"NMDAr",10,-19,-11,0.852585258525852
"399","16n09.P2","PND28","EtOH[50mM]","Control",74.3102992048251,"NMDAr",10,-18,-10,0.953459752754935
"400","16n09.P2","PND28","EtOH[50mM]","Control",81.0604965218567,"NMDAr",10,-17,-9,1.04007010870578
"401","16n09.P2","PND28","EtOH[50mM]","Control",98.491845675311,"NMDAr",12,-12,-8,1.26372806772203
"402","16n09.P2","PND28","EtOH[50mM]","Control",90.4991470222057,"NMDAr",12,-11,-7,1.16117543957786
"403","16n09.P2","PND28","EtOH[50mM]","Control",99.2329868231444,"NMDAr",12,-10,-6,1.27323749324085
"404","16n09.P2","PND28","EtOH[50mM]","Control",74.4120244604101,"NMDAr",12,-9,-5,0.954764968022225
"405","16n09.P2","PND28","EtOH[50mM]","Control",75.894306756077,"NMDAr",14,-4,-4,0.973783819059872
"406","16n09.P2","PND28","EtOH[50mM]","Control",72.9297421647434,"NMDAr",14,-3,-3,0.93574611698458
"407","16n09.P2","PND28","EtOH[50mM]","Control",70.771713528405,"NMDAr",14,-2,-2,0.908056907385654
"408","16n09.P2","PND28","EtOH[50mM]","Control",95.6798689673549,"NMDAr",14,-1,-1,1.22764818854767
"409","16n09.P2","PND28","EtOH[50mM]","50mM",85.8415835343509,"NMDAr",16,4,0,1.10141522626839
"410","16n09.P2","PND28","EtOH[50mM]","50mM",53.093317325673,"NMDAr",16,5,1,0.681229139863139
"411","16n09.P2","PND28","EtOH[50mM]","50mM",79.8615917238911,"NMDAr",16,6,2,1.02468721448416
"412","16n09.P2","PND28","EtOH[50mM]","50mM",91.6253909233252,"NMDAr",16,7,3,1.17562603717999
"413","16n09.P2","PND28","EtOH[50mM]","50mM",86.1394932114209,"NMDAr",18,12,4,1.10523764240831
"414","16n09.P2","PND28","EtOH[50mM]","50mM",69.1731737977838,"NMDAr",18,13,5,0.887546381756818
"415","16n09.P2","PND28","EtOH[50mM]","50mM",69.4056886676924,"NMDAr",18,14,6,0.890529730939195
"416","16n09.P2","PND28","EtOH[50mM]","50mM",60.5192609833762,"NMDAr",18,15,7,0.776509854375267
"417","16n09.P2","PND28","EtOH[50mM]","50mM",64.8062538973145,"NMDAr",20,20,8,0.831515354925322
"418","16n09.P2","PND28","EtOH[50mM]","50mM",65.1114296640694,"NMDAr",20,21,9,0.83543100072719
"419","16n09.P2","PND28","EtOH[50mM]","50mM",61.049685530355,"NMDAr",20,22,10,0.783315619697562
"420","16n09.P2","PND28","EtOH[50mM]","50mM",62.306719045798,"NMDAr",20,23,11,0.799444351214782
"421","16n09.P2","PND28","EtOH[50mM]","50mM",72.3847854383952,"NMDAr",22,28,12,0.928753892338385
"422","16n09.P2","PND28","EtOH[50mM]","50mM",51.4657132363134,"NMDAr",22,29,13,0.660345695586508
"423","16n09.P2","PND28","EtOH[50mM]","50mM",72.2176653756485,"NMDAr",22,30,14,0.926609610113553
"424","16n09.P2","PND28","EtOH[50mM]","50mM",62.6990878887686,"NMDAr",22,31,15,0.804478752960041
"425","16n09.P2","PND28","EtOH[50mM]","50mM",68.359371753104,"NMDAr",24,36,16,0.877104659618503
"426","16n09.P2","PND28","EtOH[50mM]","50mM",59.1387039432944,"NMDAr",24,37,17,0.758796218604911
"427","16n09.P2","PND28","EtOH[50mM]","50mM",67.2912565694618,"NMDAr",24,38,18,0.863399899311964
"428","16n09.P2","PND28","EtOH[50mM]","50mM",44.1124304754565,"NMDAr",24,39,19,0.565997277693871
"429","16n09.P3","PND28","EtOH[50mM]","Control",241.829996884227,"NMDAr",6,-44,-24,2.71716413036379
"430","16n09.P3","PND28","EtOH[50mM]","Control",169.590533239525,"NMDAr",6,-43,-23,1.9054927829665
"431","16n09.P3","PND28","EtOH[50mM]","Control",220.663877632868,"NMDAr",6,-42,-22,2.47934491542029
"432","16n09.P3","PND28","EtOH[50mM]","Control",149.834035386985,"NMDAr",6,-41,-21,1.68351185422245
"433","16n09.P3","PND28","EtOH[50mM]","Control",140.22826482389,"NMDAr",8,-36,-20,1.57558291424466
"434","16n09.P3","PND28","EtOH[50mM]","Control",116.446353286059,"NMDAr",8,-35,-19,1.30837306511658
"435","16n09.P3","PND28","EtOH[50mM]","Control",117.129365716416,"NMDAr",8,-34,-18,1.31604728626478
"436","16n09.P3","PND28","EtOH[50mM]","Control",104.59536101041,"NMDAr",8,-33,-17,1.17521716413037
"437","16n09.P3","PND28","EtOH[50mM]","Control",93.2820593714234,"NMDAr",10,-28,-16,1.04810267128209
"438","16n09.P3","PND28","EtOH[50mM]","Control",78.0014727646228,"NMDAr",10,-27,-15,0.876412383253868
"439","16n09.P3","PND28","EtOH[50mM]","Control",74.4265566397794,"NMDAr",10,-26,-14,0.836245183201619
"440","16n09.P3","PND28","EtOH[50mM]","Control",68.1050586141416,"NMDAr",10,-25,-13,0.765217817255567
"441","16n09.P3","PND28","EtOH[50mM]","Control",85.3838198842184,"NMDAr",12,-20,-12,0.959359284174777
"442","16n09.P3","PND28","EtOH[50mM]","Control",75.974233742608,"NMDAr",12,-19,-11,0.853634641760825
"443","16n09.P3","PND28","EtOH[50mM]","Control",79.6944716611442,"NMDAr",12,-18,-10,0.895434654823328
"444","16n09.P3","PND28","EtOH[50mM]","Control",88.2757235787054,"NMDAr",12,-17,-9,0.99185226307883
"445","16n09.P3","PND28","EtOH[50mM]","Control",83.2766538756724,"NMDAr",14,-12,-8,0.935683495526092
"446","16n09.P3","PND28","EtOH[50mM]","Control",82.3175300372998,"NMDAr",14,-11,-7,0.924906929658416
"447","16n09.P3","PND28","EtOH[50mM]","Control",84.359301238684,"NMDAr",14,-10,-6,0.947847952452485
"448","16n09.P3","PND28","EtOH[50mM]","Control",111.78152370852,"NMDAr",14,-9,-5,1.25595976748743
"449","16n09.P3","PND28","EtOH[50mM]","Control",88.7843498566305,"NMDAr",16,-4,-4,0.997567108614722
"450","16n09.P3","PND28","EtOH[50mM]","Control",70.3066837885879,"NMDAr",16,-3,-3,0.789954934360916
"451","16n09.P3","PND28","EtOH[50mM]","Control",81.8089037593748,"NMDAr",16,-2,-2,0.919192084122525
"452","16n09.P3","PND28","EtOH[50mM]","Control",92.3229355330505,"NMDAr",16,-1,-1,1.03732610541441
"453","16n09.P3","PND28","EtOH[50mM]","50mM",102.001366992993,"NMDAr",18,4,0,1.14607145189733
"454","16n09.P3","PND28","EtOH[50mM]","50mM",98.4264508681492,"NMDAr",18,5,1,1.10590425184508
"455","16n09.P3","PND28","EtOH[50mM]","50mM",105.619879655944,"NMDAr",18,6,2,1.18672849585265
"456","16n09.P3","PND28","EtOH[50mM]","50mM",103.505447557713,"NMDAr",18,7,3,1.16297106655345
"457","16n09.P3","PND28","EtOH[50mM]","50mM",100.882389181558,"NMDAr",20,12,4,1.13349879171837
"458","16n09.P3","PND28","EtOH[50mM]","50mM",114.746088299853,"NMDAr",20,13,5,1.28926915289661
"459","16n09.P3","PND28","EtOH[50mM]","50mM",84.1122541894061,"NMDAr",20,14,6,0.945072170335053
"460","16n09.P3","PND28","EtOH[50mM]","50mM",92.7371026450752,"NMDAr",20,15,7,1.04197962249363
"461","16n09.P3","PND28","EtOH[50mM]","50mM",78.1249962892617,"NMDAr",22,20,8,0.877800274312584
"462","16n09.P3","PND28","EtOH[50mM]","50mM",81.1694878671265,"NMDAr",22,21,9,0.912007706877409
"463","16n09.P3","PND28","EtOH[50mM]","50mM",77.006018477827,"NMDAr",22,22,10,0.865227614133628
"464","16n09.P3","PND28","EtOH[50mM]","50mM",83.6036279114812,"NMDAr",22,23,11,0.939357324799163
"465","16n09.P3","PND28","EtOH[50mM]","50mM",87.8615564666809,"NMDAr",24,28,12,0.987198745999607
"466","16n09.P3","PND28","EtOH[50mM]","50mM",58.3394340779839,"NMDAr",24,29,13,0.655492782966494
"467","16n09.P3","PND28","EtOH[50mM]","50mM",68.2285821387805,"NMDAr",24,30,14,0.766605708314283
"468","16n09.P3","PND28","EtOH[50mM]","50mM",80.4792093470855,"NMDAr",24,31,15,0.904251845078701
"469","16n09.P3","PND28","EtOH[50mM]","50mM",67.7054236814863,"NMDAr",27,36,16,0.760727581477368
"470","16n09.P3","PND28","EtOH[50mM]","50mM",58.0996531183907,"NMDAr",27,37,17,0.652798641499575
"471","16n09.P3","PND28","EtOH[50mM]","50mM",78.6118242981327,"NMDAr",27,38,18,0.883270197896936
"472","16n09.P3","PND28","EtOH[50mM]","50mM",60.5555914317994,"NMDAr",27,39,19,0.680393181372868
"473","16n09.P3","PND28","EtOH[50mM]","50mM",67.4438444528392,"NMDAr",29,44,20,0.75778851805891
"474","16n09.P3","PND28","EtOH[50mM]","50mM",72.8062186401044,"NMDAr",29,45,21,0.818039318137286
"475","16n09.P3","PND28","EtOH[50mM]","50mM",56.2758646075458,"NMDAr",29,46,22,0.632306838220886
"476","16n09.P3","PND28","EtOH[50mM]","50mM",67.1459347757689,"NMDAr",29,47,23,0.754441251387889
"477","16n09.P4","PND28","EtOH[50mM]","Control",201.510465224153,"NMDAr",5,-44,-24,2.23779552973452
"478","16n09.P4","PND28","EtOH[50mM]","Control",191.672179791149,"NMDAr",5,-43,-23,2.12854030501089
"479","16n09.P4","PND28","EtOH[50mM]","Control",188.671284751392,"NMDAr",5,-42,-22,2.09521504074881
"480","16n09.P4","PND28","EtOH[50mM]","Control",215.177979920963,"NMDAr",5,-41,-21,2.38957475994513
"481","16n09.P4","PND28","EtOH[50mM]","Control",131.349103229258,"NMDAr",8,-36,-20,1.45864600984426
"482","16n09.P4","PND28","EtOH[50mM]","Control",143.476206912924,"NMDAr",8,-35,-19,1.59331880900508
"483","16n09.P4","PND28","EtOH[50mM]","Control",147.843126813394,"NMDAr",8,-34,-18,1.64181392721698
"484","16n09.P4","PND28","EtOH[50mM]","Control",113.125750300178,"NMDAr",8,-33,-17,1.25627370289679
"485","16n09.P4","PND28","EtOH[50mM]","Control",128.537126521302,"NMDAr",10,-28,-16,1.42741870410716
"486","16n09.P4","PND28","EtOH[50mM]","Control",115.073062335662,"NMDAr",10,-27,-15,1.27789881384653
"487","16n09.P4","PND28","EtOH[50mM]","Control",104.944133315272,"NMDAr",10,-26,-14,1.16541596062293
"488","16n09.P4","PND28","EtOH[50mM]","Control",99.1385276572442,"NMDAr",10,-25,-13,1.10094408133624
"489","16n09.P4","PND28","EtOH[50mM]","Control",99.2547850921984,"NMDAr",12,-20,-12,1.10223513273622
"490","16n09.P4","PND28","EtOH[50mM]","Control",107.799706561336,"NMDAr",12,-19,-11,1.19712741063503
"491","16n09.P4","PND28","EtOH[50mM]","Control",122.390014648096,"NMDAr",12,-18,-10,1.35915436133301
"492","16n09.P4","PND28","EtOH[50mM]","Control",102.117624427947,"NMDAr",12,-17,-9,1.13402727346083
"493","16n09.P4","PND28","EtOH[50mM]","Control",100.599011683857,"NMDAr",14,-12,-8,1.11716291454854
"494","16n09.P4","PND28","EtOH[50mM]","Control",98.0704124736018,"NMDAr",14,-11,-7,1.08908254659889
"495","16n09.P4","PND28","EtOH[50mM]","Control",101.260225845159,"NMDAr",14,-10,-6,1.12450576938594
"496","16n09.P4","PND28","EtOH[50mM]","Control",99.4800338724222,"NMDAr",14,-9,-5,1.10473654482369
"497","16n09.P4","PND28","EtOH[50mM]","Control",84.3375029696299,"NMDAr",16,-4,-4,0.936577099975792
"498","16n09.P4","PND28","EtOH[50mM]","Control",88.6172297938836,"NMDAr",16,-3,-3,0.984103929637699
"499","16n09.P4","PND28","EtOH[50mM]","Control",83.7271514361201,"NMDAr",16,-2,-2,0.929799080125878
"500","16n09.P4","PND28","EtOH[50mM]","Control",94.0813292367337,"NMDAr",16,-1,-1,1.04478334543694
"501","16n09.P4","PND28","EtOH[50mM]","50mM",90.8479193270684,"NMDAr",18,4,0,1.00887597837489
"502","16n09.P4","PND28","EtOH[50mM]","50mM",89.4964266457251,"NMDAr",18,5,1,0.993867505850076
"503","16n09.P4","PND28","EtOH[50mM]","50mM",85.1949015524176,"NMDAr",18,6,2,0.946098604050674
"504","16n09.P4","PND28","EtOH[50mM]","50mM",66.194077027081,"NMDAr",18,7,3,0.735092390865812
"505","16n09.P4","PND28","EtOH[50mM]","50mM",61.2822004002637,"NMDAr",20,12,4,0.680545469216495
"506","16n09.P4","PND28","EtOH[50mM]","50mM",63.3167055119632,"NMDAr",20,13,5,0.703138868716212
"507","16n09.P4","PND28","EtOH[50mM]","50mM",55.1496207064265,"NMDAr",20,14,6,0.612442507867346
"508","16n09.P4","PND28","EtOH[50mM]","50mM",45.9216868069323,"NMDAr",20,15,7,0.509965302993627
"509","16n09.P4","PND28","EtOH[50mM]","50mM",48.4648181965567,"NMDAr",22,20,8,0.538207052368274
"510","16n09.P4","PND28","EtOH[50mM]","50mM",58.8771247146474,"NMDAr",22,21,9,0.653836843379328
