"Cell","AgeGroup","Exp","tmnt","mag","Protocol","Course","Time","TCOR","norm"
"56","17106.P3","PND21","EtOH[100mM]","Control",100.22844110994,"NMDAr",9,-1,-1,0.943695696791408
"57","17106.P3","PND21","EtOH[100mM]","100mM",120.958594980221,"NMDAr",11,4,0,1.13887938701512
"58","17106.P3","PND21","EtOH[100mM]","100mM",100.722535208496,"NMDAr",11,5,1,0.948347814188962
"59","17106.P3","PND21","EtOH[100mM]","100mM",100.155780213094,"NMDAr",11,6,2,0.943011561880007
"60","17106.P3","PND21","EtOH[100mM]","100mM",122.70972259422,"NMDAr",11,7,3,1.15536703837997
"61","17106.P3","PND21","EtOH[100mM]","100mM",136.355439021976,"NMDAr",13,12,4,1.28384757474174
"62","17106.P3","PND21","EtOH[100mM]","100mM",135.476242170134,"NMDAr",13,13,5,1.27556954231374
"63","17106.P3","PND21","EtOH[100mM]","100mM",110.139387439791,"NMDAr",13,14,6,1.03701169870699
"64","17106.P3","PND21","EtOH[100mM]","100mM",131.625214637275,"NMDAr",13,15,7,1.23931039200931
"65","17106.P3","PND21","EtOH[100mM]","100mM",156.0247437983,"NMDAr",15,20,8,1.46904289525895
"66","17106.P3","PND21","EtOH[100mM]","100mM",154.956628614658,"NMDAr",15,21,9,1.45898611206131
"67","17106.P3","PND21","EtOH[100mM]","100mM",136.900395748324,"NMDAr",15,22,10,1.28897858657727
"68","17106.P3","PND21","EtOH[100mM]","100mM",128.522594341933,"NMDAr",15,23,11,1.21009783129233
"69","17106.P5","PND21","EtOH[100mM]","Control",174.189968009903,"NMDAr",5,-36,-20,1.02279999658683
"70","17106.P5","PND21","EtOH[100mM]","Control",139.065690474347,"NMDAr",5,-35,-19,0.816559009497153
"71","17106.P5","PND21","EtOH[100mM]","Control",130.426309839309,"NMDAr",5,-34,-18,0.765830723678036
"72","17106.P5","PND21","EtOH[100mM]","Control",128.864100557111,"NMDAr",5,-33,-17,0.756657820859607
"73","17106.P5","PND21","EtOH[100mM]","Control",160.035625304221,"NMDAr",7,-28,-16,0.939689230585441
"74","17106.P5","PND21","EtOH[100mM]","Control",110.415498847807,"NMDAr",7,-27,-15,0.648332238273616
"75","17106.P5","PND21","EtOH[100mM]","Control",170.520592719159,"NMDAr",7,-26,-14,1.00125434112959
"76","17106.P5","PND21","EtOH[100mM]","Control",149.623318786131,"NMDAr",7,-25,-13,0.878550766684018
"77","17106.P5","PND21","EtOH[100mM]","Control",143.708721782833,"NMDAr",9,-20,-12,0.843821729966807
"78","17106.P5","PND21","EtOH[100mM]","Control",148.584267961227,"NMDAr",9,-19,-11,0.872449719693155
"79","17106.P5","PND21","EtOH[100mM]","Control",118.938622047891,"NMDAr",9,-18,-10,0.698377889464387
"80","17106.P5","PND21","EtOH[100mM]","Control",160.369865429715,"NMDAr",9,-17,-9,0.941651805141944
"81","17106.P5","PND21","EtOH[100mM]","Control",214.84373979547,"NMDAr",11,-12,-8,1.26150879318731
"82","17106.P5","PND21","EtOH[100mM]","Control",188.809340455401,"NMDAr",11,-11,-7,1.1086413011016
"83","17106.P5","PND21","EtOH[100mM]","Control",196.700313852921,"NMDAr",11,-10,-6,1.15497512650073
"84","17106.P5","PND21","EtOH[100mM]","Control",176.413391453403,"NMDAr",11,-9,-5,1.03585538385399
"85","17106.P5","PND21","EtOH[100mM]","Control",139.269140985517,"NMDAr",13,-4,-4,0.817753620096762
"86","17106.P5","PND21","EtOH[100mM]","Control",143.083838069954,"NMDAr",13,-3,-3,0.840152568839437
"87","17106.P5","PND21","EtOH[100mM]","Control",201.103564201813,"NMDAr",13,-2,-2,1.18082991304941
"88","17106.P5","PND21","EtOH[100mM]","Control",191.664913701465,"NMDAr",13,-1,-1,1.1254085141604
"89","17106.P5","PND21","EtOH[100mM]","100mM",203.879210461346,"NMDAr",15,4,0,1.19712781480122
"90","17106.P5","PND21","EtOH[100mM]","100mM",271.43931234914,"NMDAr",15,5,1,1.59382386320002
"91","17106.P5","PND21","EtOH[100mM]","100mM",177.525103175153,"NMDAr",15,6,2,1.04238307748756
"92","17106.P5","PND21","EtOH[100mM]","100mM",221.681130188717,"NMDAr",15,7,3,1.30165624226703
"93","17106.P5","PND21","EtOH[100mM]","100mM",150.204605960902,"NMDAr",17,12,4,0.881963939825757
"94","17106.P5","PND21","EtOH[100mM]","100mM",164.8239784064,"NMDAr",17,13,5,0.967805244340531
"95","17106.P5","PND21","EtOH[100mM]","100mM",119.803286720364,"NMDAr",17,14,6,0.70345498451273
"96","17106.P5","PND21","EtOH[100mM]","100mM",131.581618099167,"NMDAr",17,15,7,0.772614405297246
"97","17118.P1","PND21","EtOH[100mM]","Control",146.455303683627,"NMDAr",5,-20,-12,1.1161193864555
"98","17118.P1","PND21","EtOH[100mM]","Control",169.132769589392,"NMDAr",5,-19,-11,1.28894180187164
"99","17118.P1","PND21","EtOH[100mM]","Control",167.425238513502,"NMDAr",5,-18,-10,1.27592889971759
"100","17118.P1","PND21","EtOH[100mM]","Control",148.511607064381,"NMDAr",5,-17,-9,1.13179024309209
"101","17118.P1","PND21","EtOH[100mM]","Control",91.0659020176078,"NMDAr",8,-12,-8,0.694002990198793
"102","17118.P1","PND21","EtOH[100mM]","Control",102.771572499565,"NMDAr",8,-11,-7,0.783210587518691
"103","17118.P1","PND21","EtOH[100mM]","Control",117.681588532448,"NMDAr",8,-10,-6,0.896838141646822
"104","17118.P1","PND21","EtOH[100mM]","Control",111.694330632304,"NMDAr",8,-9,-5,0.851209923030068
"105","17118.P1","PND21","EtOH[100mM]","Control",125.260120073529,"NMDAr",10,-4,-4,0.954593277590121
"106","17118.P1","PND21","EtOH[100mM]","Control",153.234565359398,"NMDAr",10,-3,-3,1.16778337670968
"107","17118.P1","PND21","EtOH[100mM]","Control",124.11934399304,"NMDAr",10,-2,-2,0.945899551470178
"108","17118.P1","PND21","EtOH[100mM]","Control",141.783208016403,"NMDAr",10,-1,-1,1.08051387119996
"109","17118.P1","PND21","EtOH[100mM]","100mM",101.754319943715,"NMDAr",12,4,0,0.775458220277979
"110","17118.P1","PND21","EtOH[100mM]","100mM",117.492670200648,"NMDAr",12,5,1,0.895398416302124
"111","17118.P1","PND21","EtOH[100mM]","100mM",110.945923394786,"NMDAr",12,6,2,0.845506395702974
"112","17118.P1","PND21","EtOH[100mM]","100mM",122.164765867872,"NMDAr",12,7,3,0.931003931557673
"113","17118.P1","PND21","EtOH[100mM]","100mM",96.3120187699185,"NMDAr",14,12,4,0.733983055540173
"114","17118.P1","PND21","EtOH[100mM]","100mM",91.3274812462547,"NMDAr",14,13,5,0.695996456060689
"115","17118.P1","PND21","EtOH[100mM]","100mM",97.80156715527,"NMDAr",14,14,6,0.745334736142643
"116","17118.P1","PND21","EtOH[100mM]","100mM",94.2629814788497,"NMDAr",14,15,7,0.718367572955312
"117","17118.P1","PND21","EtOH[100mM]","100mM",119.992205052164,"NMDAr",16,20,8,0.914447090093581
"118","17118.P1","PND21","EtOH[100mM]","100mM",94.5536250662354,"NMDAr",16,21,9,0.720582535024087
"119","17118.P1","PND21","EtOH[100mM]","100mM",109.071272256148,"NMDAr",16,22,10,0.831219890359374
"120","17118.P1","PND21","EtOH[100mM]","100mM",134.037556412575,"NMDAr",16,23,11,1.02148513206711
"121","17209.P1","PND28","EtOH[100mM]","Control",110.139387439791,"NMDAr",6,-20,-12,0.549071598820572
"122","17209.P1","PND28","EtOH[100mM]","Control",153.597869843629,"NMDAr",6,-19,-11,0.765722689501782
"123","17209.P1","PND28","EtOH[100mM]","Control",153.08197747602,"NMDAr",6,-18,-10,0.763150840740981
"124","17209.P1","PND28","EtOH[100mM]","Control",144.260944598866,"NMDAr",6,-17,-9,0.71917584925344
"125","17209.P1","PND28","EtOH[100mM]","Control",187.087277200141,"NMDAr",8,-12,-8,0.93267551962212
"126","17209.P1","PND28","EtOH[100mM]","Control",198.553166722505,"NMDAr",8,-11,-7,0.98983576391153
"127","17209.P1","PND28","EtOH[100mM]","Control",196.097228409096,"NMDAr",8,-10,-6,0.977592314881224
"128","17209.P1","PND28","EtOH[100mM]","Control",186.934689316763,"NMDAr",8,-9,-5,0.931914831960471
"129","17209.P1","PND28","EtOH[100mM]","Control",193.728483171903,"NMDAr",10,-4,-4,0.965783544514718
"130","17209.P1","PND28","EtOH[100mM]","Control",194.440559960998,"NMDAr",10,-3,-3,0.969333420269067
"131","17209.P1","PND28","EtOH[100mM]","Control",195.348821171578,"NMDAr",10,-2,-2,0.97386132301696
"132","17209.P1","PND28","EtOH[100mM]","Control",232.507603818833,"NMDAr",10,-1,-1,1.15910688023878
"133","17209.P1","PND28","EtOH[100mM]","100mM",252.19870686421,"NMDAr",12,4,0,1.25727181181311
"134","17209.P1","PND28","EtOH[100mM]","100mM",177.06733952502,"NMDAr",12,5,1,0.882723696507353
"135","17209.P1","PND28","EtOH[100mM]","100mM",163.181842137671,"NMDAr",12,6,2,0.813501119297557
"136","17209.P1","PND28","EtOH[100mM]","100mM",156.300855206316,"NMDAr",12,7,3,0.779197728079516
"137","17209.P1","PND28","EtOH[100mM]","100mM",124.904081678982,"NMDAr",14,12,4,0.622677185890332
"138","17209.P1","PND28","EtOH[100mM]","100mM",131.988519121507,"NMDAr",14,13,5,0.657994827323901
"139","17209.P1","PND28","EtOH[100mM]","100mM",112.762445815946,"NMDAr",14,14,6,0.562148181956487
"140","17209.P1","PND28","EtOH[100mM]","100mM",123.036696630029,"NMDAr",14,15,7,0.613367817840661
"141","17209.P1","PND28","EtOH[100mM]","100mM",56.4139203115541,"NMDAr",16,20,8,0.281237095477169
"142","17209.P1","PND28","EtOH[100mM]","100mM",54.9607023746258,"NMDAr",16,21,9,0.273992451080539
"143","17209.P1","PND28","EtOH[100mM]","100mM",65.6709185697868,"NMDAr",16,22,10,0.3273854802837
"144","17209.P1","PND28","EtOH[100mM]","100mM",57.830807800059,"NMDAr",16,23,11,0.288300623763882
"145","17209.P2","PND28","EtOH[100mM]","Control",74.5137497159951,"NMDAr",6,-20,-12,0.538427612857157
"146","17209.P2","PND28","EtOH[100mM]","Control",98.0558802942326,"NMDAr",6,-19,-11,0.708540286251325
"147","17209.P2","PND28","EtOH[100mM]","Control",65.8743690809569,"NMDAr",6,-18,-10,0.476000462034421
"148","17209.P2","PND28","EtOH[100mM]","Control",110.931391215417,"NMDAr",6,-17,-9,0.801577217502705
"149","17209.P2","PND28","EtOH[100mM]","Control",139.596115021326,"NMDAr",8,-12,-8,1.00870514853356
"150","17209.P2","PND28","EtOH[100mM]","Control",133.201956098842,"NMDAr",8,-11,-7,0.962501706377125
"151","17209.P2","PND28","EtOH[100mM]","Control",171.312596494785,"NMDAr",8,-10,-6,1.23788472241182
"152","17209.P2","PND28","EtOH[100mM]","Control",139.966685595243,"NMDAr",8,-9,-5,1.01138284802218
"153","17209.P2","PND28","EtOH[100mM]","Control",160.093754021699,"NMDAr",10,-4,-4,1.15681868299188
"154","17209.P2","PND28","EtOH[100mM]","Control",135.316388197073,"NMDAr",10,-3,-3,0.977780344635678
"155","17209.P2","PND28","EtOH[100mM]","Control",123.240147141199,"NMDAr",10,-2,-2,0.890518843653852
"156","17209.P2","PND28","EtOH[100mM]","Control",133.34001180285,"NMDAr",10,-1,-1,0.96349928069641
"157","17209.P2","PND28","EtOH[100mM]","100mM",145.757759073902,"NMDAr",12,4,0,1.05322846552068
"158","17209.P2","PND28","EtOH[100mM]","100mM",141.201920841632,"NMDAr",12,5,1,1.02030851298422
"159","17209.P2","PND28","EtOH[100mM]","100mM",143.592464347879,"NMDAr",12,6,2,1.03758229988134
"160","17209.P2","PND28","EtOH[100mM]","100mM",121.89592054954,"NMDAr",12,7,3,0.880805620018688
"161","17209.P2","PND28","EtOH[100mM]","100mM",111.955909860951,"NMDAr",14,12,4,0.808980269030041
"162","17209.P2","PND28","EtOH[100mM]","100mM",93.6962264834479,"NMDAr",14,13,5,0.677037939326479
"163","17209.P2","PND28","EtOH[100mM]","100mM",57.4166406880346,"NMDAr",14,14,6,0.414885909000221
"164","17209.P2","PND28","EtOH[100mM]","100mM",85.9869053280436,"NMDAr",14,15,7,0.621331289181043
"165","17209.P2","PND28","EtOH[100mM]","100mM",73.4165701736144,"NMDAr",16,20,8,0.530499522214405
"166","17209.P2","PND28","EtOH[100mM]","100mM",87.3311319197022,"NMDAr",16,21,9,0.631044512816204
"167","17209.P2","PND28","EtOH[100mM]","100mM",91.5745282955326,"NMDAr",16,22,10,0.661706797156387
"168","17209.P2","PND28","EtOH[100mM]","100mM",78.3211807107472,"NMDAr",16,23,11,0.565939662504856
"169","17209.P3","PND28","EtOH[100mM]","Control",79.6872055714597,"NMDAr",6,-12,-8,0.87560878243513
"170","17209.P3","PND28","EtOH[100mM]","Control",62.1178007139974,"NMDAr",6,-11,-7,0.682554890219562
"171","17209.P3","PND28","EtOH[100mM]","Control",81.3002774814499,"NMDAr",6,-10,-6,0.893333333333333
"172","17209.P3","PND28","EtOH[100mM]","Control",81.2566809433421,"NMDAr",6,-9,-5,0.892854291417165
"173","17209.P3","PND28","EtOH[100mM]","Control",91.000507210446,"NMDAr",8,-4,-4,0.99992015968064
"174","17209.P3","PND28","EtOH[100mM]","Control",73.0459995996977,"NMDAr",8,-3,-3,0.802634730538923
"175","17209.P3","PND28","EtOH[100mM]","Control",111.120309547217,"NMDAr",8,-2,-2,1.22099800399201
"176","17209.P3","PND28","EtOH[100mM]","Control",98.61536919995,"NMDAr",8,-1,-1,1.08359281437126
"177","17209.P3","PND28","EtOH[100mM]","100mM",68.257646497519,"NMDAr",10,4,0,0.750019960079839
"178","17209.P3","PND28","EtOH[100mM]","100mM",86.1104288526823,"NMDAr",10,5,1,0.946187624750498
"179","17209.P3","PND28","EtOH[100mM]","100mM",86.5972568615534,"NMDAr",10,6,2,0.951536926147705
"180","17209.P3","PND28","EtOH[100mM]","100mM",82.5282466381543,"NMDAr",10,7,3,0.906826347305389
"181","17209.P3","PND28","EtOH[100mM]","100mM",105.387364786036,"NMDAr",12,12,4,1.15800399201597
"182","17209.P3","PND28","EtOH[100mM]","100mM",138.607926824215,"NMDAr",12,13,5,1.52303393213573
"183","17209.P3","PND28","EtOH[100mM]","100mM",139.392664510156,"NMDAr",12,14,6,1.53165668662675
"184","17209.P3","PND28","EtOH[100mM]","100mM",84.7008074538622,"NMDAr",12,15,7,0.930698602794413
"185","17209.P3","PND28","EtOH[100mM]","100mM",98.8333518904892,"NMDAr",14,20,8,1.0859880239521
"186","17209.P3","PND28","EtOH[100mM]","100mM",133.993959874468,"NMDAr",14,21,9,1.47233532934132
"187","17209.P3","PND28","EtOH[100mM]","100mM",104.537232292933,"NMDAr",14,22,10,1.14866267465071
"188","17209.P3","PND28","EtOH[100mM]","100mM",110.299241412853,"NMDAr",14,23,11,1.21197604790419
"189","17210.P1","PND28","EtOH[100mM]","Control",169.001979975069,"NMDAr",5,-40,-24,0.729250275910506
"190","17210.P1","PND28","EtOH[100mM]","Control",205.906449483361,"NMDAr",5,-39,-23,0.888494531955452
"191","17210.P1","PND28","EtOH[100mM]","Control",177.561433623576,"NMDAr",5,-38,-22,0.766184659375941
"192","17210.P1","PND28","EtOH[100mM]","Control",185.612260994159,"NMDAr",5,-37,-21,0.800924300190632
"193","17210.P1","PND28","EtOH[100mM]","Control",251.319510012369,"NMDAr",7,-32,-20,1.08445369720077
"194","17210.P1","PND28","EtOH[100mM]","Control",203.254326748467,"NMDAr",7,-31,-19,0.877050516705126
"195","17210.P1","PND28","EtOH[100mM]","Control",208.507709590463,"NMDAr",7,-30,-18,0.899719072940706
"196","17210.P1","PND28","EtOH[100mM]","Control",248.427606317881,"NMDAr",7,-29,-17,1.07197501755794
"197","17210.P1","PND28","EtOH[100mM]","Control",290.018703672767,"NMDAr",9,-24,-16,1.2514422594562
"198","17210.P1","PND28","EtOH[100mM]","Control",320.928649191231,"NMDAr",9,-23,-15,1.38481990568877
"199","17210.P1","PND28","EtOH[100mM]","Control",344.637899832215,"NMDAr",9,-22,-14,1.48712626668004
"200","17210.P1","PND28","EtOH[100mM]","Control",378.715860453182,"NMDAr",9,-21,-13,1.63417402428013
"201","17210.P1","PND28","EtOH[100mM]","Control",180.882036609457,"NMDAr",10,-20,-12,0.780513193538678
"202","17210.P1","PND28","EtOH[100mM]","Control",122.317353751249,"NMDAr",10,-19,-11,0.527804254038325
"203","17210.P1","PND28","EtOH[100mM]","Control",151.87580658837,"NMDAr",10,-18,-10,0.655350155513196
"204","17210.P1","PND28","EtOH[100mM]","Control",209.98999188613,"NMDAr",10,-17,-9,0.906115180094313
"205","17210.P1","PND28","EtOH[100mM]","Control",194.055457207711,"NMDAr",12,-12,-8,0.837357028193035
"206","17210.P1","PND28","EtOH[100mM]","Control",232.325951576717,"NMDAr",12,-11,-7,1.00249573592857
"207","17210.P1","PND28","EtOH[100mM]","Control",207.599448379883,"NMDAr",12,-10,-6,0.8957998896358
"208","17210.P1","PND28","EtOH[100mM]","Control",243.755510650657,"NMDAr",12,-9,-5,1.0518147386375
"209","17210.P1","PND28","EtOH[100mM]","Control",226.06984835824,"NMDAr",14,-4,-4,0.975500401324369
"210","17210.P1","PND28","EtOH[100mM]","Control",225.764672591486,"NMDAr",14,-3,-3,0.974183555733924
"211","17210.P1","PND28","EtOH[100mM]","Control",227.835508151608,"NMDAr",14,-2,-2,0.983119293669107
"212","17210.P1","PND28","EtOH[100mM]","Control",235.312314437104,"NMDAr",14,-1,-1,1.0153820106351
"213","17210.P1","PND28","EtOH[100mM]","100mM",259.29041039642,"NMDAr",16,4,0,1.11884844988462
"214","17210.P1","PND28","EtOH[100mM]","100mM",198.175330058903,"NMDAr",16,5,1,0.855134443664092
"215","17210.P1","PND28","EtOH[100mM]","100mM",206.262487877909,"NMDAr",16,6,2,0.890030851810978
"216","17210.P1","PND28","EtOH[100mM]","100mM",209.539494325682,"NMDAr",16,7,3,0.904171265175079
"217","17210.P1","PND28","EtOH[100mM]","100mM",210.781995661756,"NMDAr",18,12,4,0.909532707936192
"218","17210.P1","PND28","EtOH[100mM]","100mM",176.442455812141,"NMDAr",18,13,5,0.761356225544295
"219","17210.P1","PND28","EtOH[100mM]","100mM",214.909134602632,"NMDAr",18,14,6,0.927341476873685
"220","17210.P1","PND28","EtOH[100mM]","100mM",207.650311007675,"NMDAr",18,15,7,0.896019363900873
"221","17210.P1","PND28","EtOH[100mM]","100mM",170.506060539789,"NMDAr",20,16,8,0.735740443463427
"222","17210.P1","PND28","EtOH[100mM]","100mM",137.249168053187,"NMDAr",20,17,9,0.592235627570985
"223","17210.P1","PND28","EtOH[100mM]","100mM",208.289726899924,"NMDAr",20,18,10,0.898778468947529
"224","17210.P1","PND28","EtOH[100mM]","100mM",147.52341886727,"NMDAr",20,19,11,0.636569429116085
"225","17210.P1","PND28","EtOH[100mM]","100mM",184.108180429438,"NMDAr",22,24,12,0.794434132637706
"226","17210.P1","PND28","EtOH[100mM]","100mM",192.929213306592,"NMDAr",22,25,13,0.832497240894953
"227","17210.P1","PND28","EtOH[100mM]","100mM",207.991817222853,"NMDAr",22,26,14,0.897492976823517
"228","17210.P1","PND28","EtOH[100mM]","100mM",175.839370368316,"NMDAr",22,27,15,0.758753887829838
"229","17210.P1","PND28","EtOH[100mM]","100mM",216.100773310913,"NMDAr",24,32,16,0.932483445369721
"230","17210.P1","PND28","EtOH[100mM]","100mM",206.102633904847,"NMDAr",24,33,17,0.889341075549315
"231","17210.P1","PND28","EtOH[100mM]","100mM",199.948255941956,"NMDAr",24,34,18,0.862784689475271
"232","17210.P1","PND28","EtOH[100mM]","100mM",206.015440828631,"NMDAr",24,35,19,0.888964833952043
"233","17210.P1","PND28","EtOH[100mM]","100mM",249.25594054193,"NMDAr",26,40,20,1.07554931273201
"234","17210.P1","PND28","EtOH[100mM]","100mM",194.564083485637,"NMDAr",26,41,21,0.839551770843788
"235","17210.P1","PND28","EtOH[100mM]","100mM",262.116919283745,"NMDAr",26,42,22,1.13104494832949
"236","17210.P1","PND28","EtOH[100mM]","100mM",246.807268318206,"NMDAr",26,43,23,1.06498319454199
"237","17210.P1","PND28","EtOH[100mM]","100mM",246.400367295867,"NMDAr",28,48,24,1.06322740042139
"238","17210.P1","PND28","EtOH[100mM]","100mM",271.373917541978,"NMDAr",28,49,25,1.17098926457309
"239","17210.P1","PND28","EtOH[100mM]","100mM",238.901762741317,"NMDAr",28,50,26,1.03087062305609
"240","17210.P1","PND28","EtOH[100mM]","100mM",249.357665797516,"NMDAr",28,51,27,1.07598826126217
"241","17216.P1","PND14","EtOH[100mM]","Control",149.710511862346,"NMDAr",5,-20,-12,0.996527341142783
"242","17216.P1","PND14","EtOH[100mM]","Control",239.592041261358,"NMDAr",5,-19,-11,1.59481132531752
"243","17216.P1","PND14","EtOH[100mM]","Control",192.318861773082,"NMDAr",5,-18,-10,1.2801439363894
"244","17216.P1","PND14","EtOH[100mM]","Control",207.417796137767,"NMDAr",5,-17,-9,1.3806479072152
"245","17216.P1","PND14","EtOH[100mM]","Control",206.887371590788,"NMDAr",7,-12,-8,1.37711720949129
"246","17216.P1","PND14","EtOH[100mM]","Control",190.23349403359,"NMDAr",7,-11,-7,1.26626297410499
"247","17216.P1","PND14","EtOH[100mM]","Control",149.943026732255,"NMDAr",7,-10,-6,0.998075044254637
"248","17216.P1","PND14","EtOH[100mM]","Control",154.847637269388,"NMDAr",7,-9,-5,1.03072190677024
"249","17216.P1","PND14","EtOH[100mM]","Control",149.93576064257,"NMDAr",9,-4,-4,0.998026678532389
