"Cell","AgeGroup","Exp","tmnt","mag","Protocol","Course","Time"
"1","17104.P1","PND21","EtOH[100mM]","Control",-193.939199772757,"AMPAr",4,-24
"2","17104.P1","PND21","EtOH[100mM]","Control",-251.464831806061,"AMPAr",4,-23
"3","17104.P1","PND21","EtOH[100mM]","Control",-276.641832563343,"AMPAr",4,-22
"4","17104.P1","PND21","EtOH[100mM]","Control",-254.974353123743,"AMPAr",4,-21
"5","17104.P1","PND21","EtOH[100mM]","Control",166.836685249046,"NMDAr",5,-20
"6","17104.P1","PND21","EtOH[100mM]","Control",168.239040558182,"NMDAr",5,-19
"7","17104.P1","PND21","EtOH[100mM]","Control",137.438086384988,"NMDAr",5,-18
"8","17104.P1","PND21","EtOH[100mM]","Control",104.442773127032,"NMDAr",5,-17
"9","17104.P1","PND21","EtOH[100mM]","Control",-178.527823551633,"AMPAr",6,-16
"10","17104.P1","PND21","EtOH[100mM]","Control",-295.867905868903,"AMPAr",6,-15
"11","17104.P1","PND21","EtOH[100mM]","Control",-213.01268519494,"AMPAr",6,-14
"12","17104.P1","PND21","EtOH[100mM]","Control",-256.34764407414,"AMPAr",6,-13
"13","17104.P1","PND21","EtOH[100mM]","Control",158.306295959277,"NMDAr",7,-12
"14","17104.P1","PND21","EtOH[100mM]","Control",149.12195859789,"NMDAr",7,-11
"15","17104.P1","PND21","EtOH[100mM]","Control",210.425957267208,"NMDAr",7,-10
"16","17104.P1","PND21","EtOH[100mM]","Control",184.602274527994,"NMDAr",7,-9
"17","17104.P1","PND21","EtOH[100mM]","Control",-183.868399469845,"AMPAr",8,-8
"18","17104.P1","PND21","EtOH[100mM]","Control",-204.772939492557,"AMPAr",8,-7
"19","17104.P1","PND21","EtOH[100mM]","Control",-245.666492237718,"AMPAr",8,-6
"20","17104.P1","PND21","EtOH[100mM]","Control",-226.593006815535,"AMPAr",8,-5
"21","17104.P1","PND21","EtOH[100mM]","Control",130.077537534446,"NMDAr",9,-4
"22","17104.P1","PND21","EtOH[100mM]","Control",159.367145053235,"NMDAr",9,-3
"23","17104.P1","PND21","EtOH[100mM]","Control",91.8215753448104,"NMDAr",9,-2
"24","17104.P1","PND21","EtOH[100mM]","Control",116.410022837636,"NMDAr",9,-1
"25","17104.P1","PND21","EtOH[100mM]","100mM",-102.844233396411,"AMPAr",10,0
"26","17104.P1","PND21","EtOH[100mM]","100mM",-101.318354562636,"AMPAr",10,1
"27","17104.P1","PND21","EtOH[100mM]","100mM",-101.928706096146,"AMPAr",10,2
"28","17104.P1","PND21","EtOH[100mM]","100mM",-86.05956622489,"AMPAr",10,3
"29","17104.P1","PND21","EtOH[100mM]","100mM",102.880563844834,"NMDAr",11,4
"30","17104.P1","PND21","EtOH[100mM]","100mM",108.373727646423,"NMDAr",11,5
"31","17104.P1","PND21","EtOH[100mM]","100mM",131.472626753897,"NMDAr",11,6
"32","17104.P1","PND21","EtOH[100mM]","100mM",103.381924033074,"NMDAr",11,7
"33","17104.P1","PND21","EtOH[100mM]","100mM",-174.865714350574,"AMPAr",12,8
"34","17104.P1","PND21","EtOH[100mM]","100mM",-111.694330632304,"AMPAr",12,9
"35","17104.P1","PND21","EtOH[100mM]","100mM",-148.468010526273,"AMPAr",12,10
"36","17104.P1","PND21","EtOH[100mM]","100mM",-160.980216963225,"AMPAr",12,11
"37","17104.P1","PND21","EtOH[100mM]","100mM",42.0488610050183,"NMDAr",13,12
"38","17104.P1","PND21","EtOH[100mM]","100mM",62.226792059267,"NMDAr",13,13
"39","17104.P1","PND21","EtOH[100mM]","100mM",55.1060241683187,"NMDAr",13,14
"40","17104.P1","PND21","EtOH[100mM]","100mM",42.7536717044287,"NMDAr",13,15
"41","17104.P1","PND21","EtOH[100mM]","100mM",-56.9152804997942,"AMPAr",14,16
"42","17104.P1","PND21","EtOH[100mM]","100mM",-34.6374495266844,"AMPAr",14,17
"43","17104.P1","PND21","EtOH[100mM]","100mM",-52.1850561150928,"AMPAr",14,18
"44","17104.P1","PND21","EtOH[100mM]","100mM",-16.0217277546338,"AMPAr",14,19
"45","17104.P1","PND21","EtOH[100mM]","100mM",38.6410649429219,"NMDAr",15,20
"46","17104.P1","PND21","EtOH[100mM]","100mM",14.0090209119881,"NMDAr",15,21
"47","17104.P1","PND21","EtOH[100mM]","100mM",19.0662193324986,"NMDAr",15,22
"48","17104.P1","PND21","EtOH[100mM]","100mM",23.5639288472912,"NMDAr",15,23
"49","17104.P1","PND21","EtOH[100mM]","Wash",-46.3867165467491,"AMPAr",16,24
"50","17104.P1","PND21","EtOH[100mM]","Wash",-32.3486312760224,"AMPAr",16,25
"51","17104.P1","PND21","EtOH[100mM]","Wash",-37.5366193108562,"AMPAr",16,26
"52","17104.P1","PND21","EtOH[100mM]","Wash",-34.179685876552,"AMPAr",16,27
"53","17104.P1","PND21","EtOH[100mM]","Wash",31.8400049980975,"NMDAr",17,28
"54","17104.P1","PND21","EtOH[100mM]","Wash",57.8598721587975,"NMDAr",17,29
"55","17104.P1","PND21","EtOH[100mM]","Wash",43.4439502244694,"NMDAr",17,30
"56","17104.P1","PND21","EtOH[100mM]","Wash",22.77919116135,"NMDAr",17,31
"57","17104.P1","PND21","EtOH[100mM]","Wash",-35.4003889435717,"AMPAr",18,32
"58","17104.P1","PND21","EtOH[100mM]","Wash",-44.2504861794646,"AMPAr",18,33
"59","17104.P1","PND21","EtOH[100mM]","Wash",-32.8063949261549,"AMPAr",18,34
"60","17104.P1","PND21","EtOH[100mM]","Wash",-27.7709947746985,"AMPAr",18,35
"61","17104.P1","PND21","EtOH[100mM]","Wash",60.3303426515754,"NMDAr",19,36
"62","17104.P1","PND21","EtOH[100mM]","Wash",37.6092802077026,"NMDAr",19,37
"63","17104.P1","PND21","EtOH[100mM]","Wash",37.3259027100016,"NMDAr",19,38
"64","17104.P1","PND21","EtOH[100mM]","Wash",36.3013840644674,"NMDAr",19,39
"65","17106.P2","PND21","EtOH[100mM]","Control",-257.720935024537,"AMPAr",4,-16
"66","17106.P2","PND21","EtOH[100mM]","Control",-281.372056948044,"AMPAr",4,-15
"67","17106.P2","PND21","EtOH[100mM]","Control",-249.938952972287,"AMPAr",4,-14
"68","17106.P2","PND21","EtOH[100mM]","Control",-281.829820598177,"AMPAr",4,-13
"69","17106.P2","PND21","EtOH[100mM]","Control",214.851005885154,"NMDAr",5,-12
"70","17106.P2","PND21","EtOH[100mM]","Control",222.32781217065,"NMDAr",5,-11
"71","17106.P2","PND21","EtOH[100mM]","Control",222.335078260335,"NMDAr",5,-10
"72","17106.P2","PND21","EtOH[100mM]","Control",213.51404538318,"NMDAr",5,-9
"73","17106.P2","PND21","EtOH[100mM]","Control",-490.875220825303,"AMPAr",6,-8
"74","17106.P2","PND21","EtOH[100mM]","Control",-520.019506550399,"AMPAr",6,-7
"75","17106.P2","PND21","EtOH[100mM]","Control",-561.065647178937,"AMPAr",6,-6
"76","17106.P2","PND21","EtOH[100mM]","Control",-511.321997197883,"AMPAr",6,-5
"77","17106.P2","PND21","EtOH[100mM]","Control",243.421270525164,"NMDAr",7,-4
"78","17106.P2","PND21","EtOH[100mM]","Control",263.112373570541,"NMDAr",7,-3
"79","17106.P2","PND21","EtOH[100mM]","Control",276.627300383974,"NMDAr",7,-2
"80","17106.P2","PND21","EtOH[100mM]","Control",258.040642970662,"NMDAr",7,-1
"81","17106.P2","PND21","EtOH[100mM]","100mM",-865.936238167111,"AMPAr",8,0
"82","17106.P2","PND21","EtOH[100mM]","100mM",-876.464802120156,"AMPAr",8,1
"83","17106.P2","PND21","EtOH[100mM]","100mM",-878.448444604063,"AMPAr",8,2
"84","17106.P2","PND21","EtOH[100mM]","100mM",-946.655228473789,"AMPAr",8,3
"85","17106.P2","PND21","EtOH[100mM]","100mM",265.241337848141,"NMDAr",9,4
"86","17106.P2","PND21","EtOH[100mM]","100mM",257.495686244313,"NMDAr",9,5
"87","17106.P2","PND21","EtOH[100mM]","100mM",267.442963022587,"NMDAr",9,6
"88","17106.P2","PND21","EtOH[100mM]","100mM",264.841702915485,"NMDAr",9,7
"89","17106.P2","PND21","EtOH[100mM]","100mM",-878.906208254195,"AMPAr",10,8
"90","17106.P2","PND21","EtOH[100mM]","100mM",-1064.60566232457,"AMPAr",10,9
"91","17106.P2","PND21","EtOH[100mM]","100mM",-1061.09614100689,"AMPAr",10,10
"92","17106.P2","PND21","EtOH[100mM]","100mM",-961.151077394648,"AMPAr",10,11
"93","17106.P2","PND21","EtOH[100mM]","100mM",262.509288126716,"NMDAr",11,12
"94","17106.P2","PND21","EtOH[100mM]","100mM",246.712809152306,"NMDAr",11,13
"95","17106.P2","PND21","EtOH[100mM]","100mM",243.537527960118,"NMDAr",11,14
"96","17106.P2","PND21","EtOH[100mM]","100mM",242.411284058998,"NMDAr",11,15
"97","17106.P2","PND21","EtOH[100mM]","100mM",-949.706986141339,"AMPAr",12,16
"98","17106.P2","PND21","EtOH[100mM]","100mM",-962.524368345046,"AMPAr",12,17
"99","17106.P2","PND21","EtOH[100mM]","100mM",-875.854450586646,"AMPAr",12,18
"100","17106.P2","PND21","EtOH[100mM]","100mM",-957.031204543457,"AMPAr",12,19
"101","17106.P2","PND21","EtOH[100mM]","100mM",227.181560079991,"NMDAr",13,20
"102","17106.P2","PND21","EtOH[100mM]","100mM",222.916365435106,"NMDAr",13,21
"103","17106.P2","PND21","EtOH[100mM]","100mM",218.404123740944,"NMDAr",13,22
"104","17106.P2","PND21","EtOH[100mM]","100mM",209.692082209059,"NMDAr",13,23
"105","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-863.494832033071,"AMPAr",14,24
"106","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-880.279499204592,"AMPAr",14,25
"107","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-895.996051192471,"AMPAr",14,26
"108","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-816.65035183619,"AMPAr",14,27
"109","17106.P2","PND21","EtOH[100mM]","100mM+AP5",159.083767555534,"NMDAr",15,28
"110","17106.P2","PND21","EtOH[100mM]","100mM+AP5",147.879457261817,"NMDAr",15,29
"111","17106.P2","PND21","EtOH[100mM]","100mM+AP5",95.9559803753712,"NMDAr",15,30
"112","17106.P2","PND21","EtOH[100mM]","100mM+AP5",81.888830745906,"NMDAr",15,31
"113","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-660.095183490911,"AMPAr",16,32
"114","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-685.42477213157,"AMPAr",16,33
"115","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-703.582730253489,"AMPAr",16,34
"116","17106.P2","PND21","EtOH[100mM]","100mM+AP5",-649.566619537866,"AMPAr",16,35
"117","17106.P2","PND21","EtOH[100mM]","100mM+AP5",43.0515813814988,"NMDAr",17,36
"118","17106.P2","PND21","EtOH[100mM]","100mM+AP5",27.5675442635287,"NMDAr",17,37
"119","17106.P2","PND21","EtOH[100mM]","100mM+AP5",39.2223521176931,"NMDAr",17,38
"120","17106.P2","PND21","EtOH[100mM]","100mM+AP5",26.1942533131316,"NMDAr",17,39
"121","17106.P3","PND21","EtOH[100mM]","Control",-79.0405235895266,"AMPAr",4,-24
"122","17106.P3","PND21","EtOH[100mM]","Control",-237.884510185467,"AMPAr",4,-23
"123","17106.P3","PND21","EtOH[100mM]","Control",-162.963859447132,"AMPAr",4,-22
"124","17106.P3","PND21","EtOH[100mM]","Control",-142.822258841307,"AMPAr",4,-21
"125","17106.P3","PND21","EtOH[100mM]","Control",90.9133141342305,"NMDAr",5,-20
"126","17106.P3","PND21","EtOH[100mM]","Control",90.4846148428364,"NMDAr",5,-19
"127","17106.P3","PND21","EtOH[100mM]","Control",93.9214752636717,"NMDAr",5,-18
"128","17106.P3","PND21","EtOH[100mM]","Control",77.3765890517436,"NMDAr",5,-17
"129","17106.P3","PND21","EtOH[100mM]","Control",-108.94774873151,"AMPAr",6,-16
"130","17106.P3","PND21","EtOH[100mM]","Control",-126.647943203295,"AMPAr",6,-15
"131","17106.P3","PND21","EtOH[100mM]","Control",-239.562976902619,"AMPAr",6,-14
"132","17106.P3","PND21","EtOH[100mM]","Control",-204.62035160918,"AMPAr",6,-13
"133","17106.P3","PND21","EtOH[100mM]","Control",97.7652367068466,"NMDAr",7,-12
"134","17106.P3","PND21","EtOH[100mM]","Control",117.608927635602,"NMDAr",7,-11
"135","17106.P3","PND21","EtOH[100mM]","Control",122.738786952958,"NMDAr",7,-10
"136","17106.P3","PND21","EtOH[100mM]","Control",100.511818607641,"NMDAr",7,-9
"137","17106.P3","PND21","EtOH[100mM]","Control",-150.909416660312,"AMPAr",8,-8
"138","17106.P3","PND21","EtOH[100mM]","Control",-118.103021734158,"AMPAr",8,-7
"139","17106.P3","PND21","EtOH[100mM]","Control",-133.972161605414,"AMPAr",8,-6
"140","17106.P3","PND21","EtOH[100mM]","Control",-193.78661188938,"AMPAr",8,-5
"141","17106.P3","PND21","EtOH[100mM]","Control",108.5263155298,"NMDAr",9,-4
"142","17106.P3","PND21","EtOH[100mM]","Control",113.837827089273,"NMDAr",9,-3
"143","17106.P3","PND21","EtOH[100mM]","Control",107.937762265344,"NMDAr",9,-2
"144","17106.P3","PND21","EtOH[100mM]","Control",100.22844110994,"NMDAr",9,-1
"145","17106.P3","PND21","EtOH[100mM]","100mM",-207.977285043484,"AMPAr",10,0
"146","17106.P3","PND21","EtOH[100mM]","100mM",-281.066881181289,"AMPAr",10,1
"147","17106.P3","PND21","EtOH[100mM]","100mM",-290.222154183937,"AMPAr",10,2
"148","17106.P3","PND21","EtOH[100mM]","100mM",-170.593253616005,"AMPAr",10,3
"149","17106.P3","PND21","EtOH[100mM]","100mM",120.958594980221,"NMDAr",11,4
"150","17106.P3","PND21","EtOH[100mM]","100mM",100.722535208496,"NMDAr",11,5
"151","17106.P3","PND21","EtOH[100mM]","100mM",100.155780213094,"NMDAr",11,6
"152","17106.P3","PND21","EtOH[100mM]","100mM",122.70972259422,"NMDAr",11,7
"153","17106.P3","PND21","EtOH[100mM]","100mM",-244.140613403943,"AMPAr",12,8
"154","17106.P3","PND21","EtOH[100mM]","100mM",-290.222154183937,"AMPAr",12,9
"155","17106.P3","PND21","EtOH[100mM]","100mM",-296.783433169168,"AMPAr",12,10
"156","17106.P3","PND21","EtOH[100mM]","100mM",-279.541002347515,"AMPAr",12,11
"157","17106.P3","PND21","EtOH[100mM]","100mM",136.355439021976,"NMDAr",13,12
"158","17106.P3","PND21","EtOH[100mM]","100mM",135.476242170134,"NMDAr",13,13
"159","17106.P3","PND21","EtOH[100mM]","100mM",110.139387439791,"NMDAr",13,14
"160","17106.P3","PND21","EtOH[100mM]","100mM",131.625214637275,"NMDAr",13,15
"161","17106.P3","PND21","EtOH[100mM]","100mM",-358.886701703796,"AMPAr",14,16
"162","17106.P3","PND21","EtOH[100mM]","100mM",-312.042221506915,"AMPAr",14,17
"163","17106.P3","PND21","EtOH[100mM]","100mM",-268.554674744337,"AMPAr",14,18
"164","17106.P3","PND21","EtOH[100mM]","100mM",-267.028795910563,"AMPAr",14,19
"165","17106.P3","PND21","EtOH[100mM]","100mM",156.0247437983,"NMDAr",15,20
"166","17106.P3","PND21","EtOH[100mM]","100mM",154.956628614658,"NMDAr",15,21
"167","17106.P3","PND21","EtOH[100mM]","100mM",136.900395748324,"NMDAr",15,22
"168","17106.P3","PND21","EtOH[100mM]","100mM",128.522594341933,"NMDAr",15,23
"169","17106.P3","PND21","EtOH[100mM]","100mM",-5.64575168496594,"AMPAr",16,24
"170","17106.P3","PND21","EtOH[100mM]","100mM",-15.4113762211236,"AMPAr",16,25
"171","17106.P3","PND21","EtOH[100mM]","100mM",-3.05175766754928,"AMPAr",16,26
"172","17106.P3","PND21","EtOH[100mM]","100mM",-6.25610321847626,"AMPAr",16,27
"173","17106.P5","PND21","EtOH[100mM]","Control",-152.130119727332,"AMPAr",4,-40
"174","17106.P5","PND21","EtOH[100mM]","Control",-157.318107762166,"AMPAr",4,-39
"175","17106.P5","PND21","EtOH[100mM]","Control",-136.260979856076,"AMPAr",4,-38
"176","17106.P5","PND21","EtOH[100mM]","Control",-124.206537069256,"AMPAr",4,-37
"177","17106.P5","PND21","EtOH[100mM]","Control",174.189968009903,"NMDAr",5,-36
"178","17106.P5","PND21","EtOH[100mM]","Control",139.065690474347,"NMDAr",5,-35
"179","17106.P5","PND21","EtOH[100mM]","Control",130.426309839309,"NMDAr",5,-34
"180","17106.P5","PND21","EtOH[100mM]","Control",128.864100557111,"NMDAr",5,-33
"181","17106.P5","PND21","EtOH[100mM]","Control",-170.745841499383,"AMPAr",6,-32
"182","17106.P5","PND21","EtOH[100mM]","Control",-199.737539341101,"AMPAr",6,-31
"183","17106.P5","PND21","EtOH[100mM]","Control",-136.718743506208,"AMPAr",6,-30
"184","17106.P5","PND21","EtOH[100mM]","Control",-248.107898371757,"AMPAr",6,-29
"185","17106.P5","PND21","EtOH[100mM]","Control",160.035625304221,"NMDAr",7,-28
"186","17106.P5","PND21","EtOH[100mM]","Control",110.415498847807,"NMDAr",7,-27
"187","17106.P5","PND21","EtOH[100mM]","Control",170.520592719159,"NMDAr",7,-26
"188","17106.P5","PND21","EtOH[100mM]","Control",149.623318786131,"NMDAr",7,-25
"189","17106.P5","PND21","EtOH[100mM]","Control",-465.240456417889,"AMPAr",8,-24
"190","17106.P5","PND21","EtOH[100mM]","Control",-507.507300113447,"AMPAr",8,-23
"191","17106.P5","PND21","EtOH[100mM]","Control",-638.885467701444,"AMPAr",8,-22
"192","17106.P5","PND21","EtOH[100mM]","Control",-723.876918742691,"AMPAr",8,-21
"193","17106.P5","PND21","EtOH[100mM]","Control",143.708721782833,"NMDAr",9,-20
"194","17106.P5","PND21","EtOH[100mM]","Control",148.584267961227,"NMDAr",9,-19
"195","17106.P5","PND21","EtOH[100mM]","Control",118.938622047891,"NMDAr",9,-18
"196","17106.P5","PND21","EtOH[100mM]","Control",160.369865429715,"NMDAr",9,-17
"197","17106.P5","PND21","EtOH[100mM]","Control",-585.632296402708,"AMPAr",10,-16
"198","17106.P5","PND21","EtOH[100mM]","Control",-576.477023400061,"AMPAr",10,-15
"199","17106.P5","PND21","EtOH[100mM]","Control",-567.016574630658,"AMPAr",10,-14
"200","17106.P5","PND21","EtOH[100mM]","Control",-789.184532828246,"AMPAr",10,-13
"201","17106.P5","PND21","EtOH[100mM]","Control",214.84373979547,"NMDAr",11,-12
"202","17106.P5","PND21","EtOH[100mM]","Control",188.809340455401,"NMDAr",11,-11
"203","17106.P5","PND21","EtOH[100mM]","Control",196.700313852921,"NMDAr",11,-10
"204","17106.P5","PND21","EtOH[100mM]","Control",176.413391453403,"NMDAr",11,-9
"205","17106.P5","PND21","EtOH[100mM]","Control",-453.033425747692,"AMPAr",12,-8
"206","17106.P5","PND21","EtOH[100mM]","Control",-458.221413782526,"AMPAr",12,-7
"207","17106.P5","PND21","EtOH[100mM]","Control",-423.583964255841,"AMPAr",12,-6
"208","17106.P5","PND21","EtOH[100mM]","Control",-340.270979931746,"AMPAr",12,-5
"209","17106.P5","PND21","EtOH[100mM]","Control",139.269140985517,"NMDAr",13,-4
"210","17106.P5","PND21","EtOH[100mM]","Control",143.083838069954,"NMDAr",13,-3
"211","17106.P5","PND21","EtOH[100mM]","Control",201.103564201813,"NMDAr",13,-2
"212","17106.P5","PND21","EtOH[100mM]","Control",191.664913701465,"NMDAr",13,-1
"213","17106.P5","PND21","EtOH[100mM]","100mM",-424.957255206239,"AMPAr",14,0
"214","17106.P5","PND21","EtOH[100mM]","100mM",-724.792446042956,"AMPAr",14,1
"215","17106.P5","PND21","EtOH[100mM]","100mM",-328.063949261548,"AMPAr",14,2
"216","17106.P5","PND21","EtOH[100mM]","100mM",-368.957502006709,"AMPAr",14,3
"217","17106.P5","PND21","EtOH[100mM]","100mM",203.879210461346,"NMDAr",15,4
"218","17106.P5","PND21","EtOH[100mM]","100mM",271.43931234914,"NMDAr",15,5
"219","17106.P5","PND21","EtOH[100mM]","100mM",177.525103175153,"NMDAr",15,6
"220","17106.P5","PND21","EtOH[100mM]","100mM",221.681130188717,"NMDAr",15,7
"221","17106.P5","PND21","EtOH[100mM]","100mM",-636.596649450782,"AMPAr",16,8
"222","17106.P5","PND21","EtOH[100mM]","100mM",-445.098855812064,"AMPAr",16,9
"223","17106.P5","PND21","EtOH[100mM]","100mM",-330.96311904572,"AMPAr",16,10
"224","17106.P5","PND21","EtOH[100mM]","100mM",-374.29807792492,"AMPAr",16,11
"225","17106.P5","PND21","EtOH[100mM]","100mM",150.204605960902,"NMDAr",17,12
"226","17106.P5","PND21","EtOH[100mM]","100mM",164.8239784064,"NMDAr",17,13
"227","17106.P5","PND21","EtOH[100mM]","100mM",119.803286720364,"NMDAr",17,14
"228","17106.P5","PND21","EtOH[100mM]","100mM",131.581618099167,"NMDAr",17,15
"229","17118.P1","PND21","EtOH[100mM]","Control",-202.026357591763,"AMPAr",4,-24
"230","17118.P1","PND21","EtOH[100mM]","Control",-165.405265581171,"AMPAr",4,-23
"231","17118.P1","PND21","EtOH[100mM]","Control",-268.554674744337,"AMPAr",4,-22
"232","17118.P1","PND21","EtOH[100mM]","Control",-163.116447330509,"AMPAr",4,-21
"233","17118.P1","PND21","EtOH[100mM]","Control",146.455303683627,"NMDAr",5,-20
"234","17118.P1","PND21","EtOH[100mM]","Control",169.132769589392,"NMDAr",5,-19
"235","17118.P1","PND21","EtOH[100mM]","Control",167.425238513502,"NMDAr",5,-18
"236","17118.P1","PND21","EtOH[100mM]","Control",148.511607064381,"NMDAr",5,-17
"237","17118.P1","PND21","EtOH[100mM]","Control",-251.464831806061,"AMPAr",7,-16
"238","17118.P1","PND21","EtOH[100mM]","Control",-344.696028549692,"AMPAr",7,-15
"239","17118.P1","PND21","EtOH[100mM]","Control",-317.840561075258,"AMPAr",7,-14
"240","17118.P1","PND21","EtOH[100mM]","Control",-88.3483844755519,"AMPAr",7,-13
"241","17118.P1","PND21","EtOH[100mM]","Control",91.0659020176078,"NMDAr",8,-12
"242","17118.P1","PND21","EtOH[100mM]","Control",102.771572499565,"NMDAr",8,-11
"243","17118.P1","PND21","EtOH[100mM]","Control",117.681588532448,"NMDAr",8,-10
"244","17118.P1","PND21","EtOH[100mM]","Control",111.694330632304,"NMDAr",8,-9
"245","17118.P1","PND21","EtOH[100mM]","Control",-429.68747959094,"AMPAr",9,-8
"246","17118.P1","PND21","EtOH[100mM]","Control",-364.990217038895,"AMPAr",9,-7
"247","17118.P1","PND21","EtOH[100mM]","Control",-423.889140022596,"AMPAr",9,-6
"248","17118.P1","PND21","EtOH[100mM]","Control",-471.496559636365,"AMPAr",9,-5
"249","17118.P1","PND21","EtOH[100mM]","Control",125.260120073529,"NMDAr",10,-4
"250","17118.P1","PND21","EtOH[100mM]","Control",153.234565359398,"NMDAr",10,-3
"251","17118.P1","PND21","EtOH[100mM]","Control",124.11934399304,"NMDAr",10,-2
"252","17118.P1","PND21","EtOH[100mM]","Control",141.783208016403,"NMDAr",10,-1
"253","17118.P1","PND21","EtOH[100mM]","100mM",-495.910620976759,"AMPAr",11,0
"254","17118.P1","PND21","EtOH[100mM]","100mM",-485.229469140337,"AMPAr",11,1
"255","17118.P1","PND21","EtOH[100mM]","100mM",-518.341039833247,"AMPAr",11,2
"256","17118.P1","PND21","EtOH[100mM]","100mM",-433.654764558754,"AMPAr",11,3
"257","17118.P1","PND21","EtOH[100mM]","100mM",101.754319943715,"NMDAr",12,4
"258","17118.P1","PND21","EtOH[100mM]","100mM",117.492670200648,"NMDAr",12,5
"259","17118.P1","PND21","EtOH[100mM]","100mM",110.945923394786,"NMDAr",12,6
"260","17118.P1","PND21","EtOH[100mM]","100mM",122.164765867872,"NMDAr",12,7
"261","17118.P1","PND21","EtOH[100mM]","100mM",-321.96043392645,"AMPAr",13,8
"262","17118.P1","PND21","EtOH[100mM]","100mM",-402.679424233129,"AMPAr",13,9
"263","17118.P1","PND21","EtOH[100mM]","100mM",-458.068825899148,"AMPAr",13,10
"264","17118.P1","PND21","EtOH[100mM]","100mM",-394.897442180878,"AMPAr",13,11
"265","17118.P1","PND21","EtOH[100mM]","100mM",96.3120187699185,"NMDAr",14,12
"266","17118.P1","PND21","EtOH[100mM]","100mM",91.3274812462547,"NMDAr",14,13
"267","17118.P1","PND21","EtOH[100mM]","100mM",97.80156715527,"NMDAr",14,14
"268","17118.P1","PND21","EtOH[100mM]","100mM",94.2629814788497,"NMDAr",14,15
"269","17118.P1","PND21","EtOH[100mM]","100mM",-299.68260295334,"AMPAr",15,16
"270","17118.P1","PND21","EtOH[100mM]","100mM",-288.085923816653,"AMPAr",15,17
"271","17118.P1","PND21","EtOH[100mM]","100mM",-290.985093600825,"AMPAr",15,18
"272","17118.P1","PND21","EtOH[100mM]","100mM",-321.197494509563,"AMPAr",15,19
"273","17118.P1","PND21","EtOH[100mM]","100mM",119.992205052164,"NMDAr",16,20
"274","17118.P1","PND21","EtOH[100mM]","100mM",94.5536250662354,"NMDAr",16,21
"275","17118.P1","PND21","EtOH[100mM]","100mM",109.071272256148,"NMDAr",16,22
"276","17118.P1","PND21","EtOH[100mM]","100mM",134.037556412575,"NMDAr",16,23
"277","17209.P1","PND28","EtOH[100mM]","Control",-177.154532601236,"AMPAr",5,-24
"278","17209.P1","PND28","EtOH[100mM]","Control",-233.154285800766,"AMPAr",5,-23
"279","17209.P1","PND28","EtOH[100mM]","Control",-257.720935024537,"AMPAr",5,-22
"280","17209.P1","PND28","EtOH[100mM]","Control",-258.483874441425,"AMPAr",5,-21
"281","17209.P1","PND28","EtOH[100mM]","Control",110.139387439791,"NMDAr",6,-20
"282","17209.P1","PND28","EtOH[100mM]","Control",153.597869843629,"NMDAr",6,-19
"283","17209.P1","PND28","EtOH[100mM]","Control",153.08197747602,"NMDAr",6,-18
"284","17209.P1","PND28","EtOH[100mM]","Control",144.260944598866,"NMDAr",6,-17
"285","17209.P1","PND28","EtOH[100mM]","Control",-336.151107080554,"AMPAr",7,-16
"286","17209.P1","PND28","EtOH[100mM]","Control",-390.472393562932,"AMPAr",7,-15
"287","17209.P1","PND28","EtOH[100mM]","Control",-416.717509503855,"AMPAr",7,-14
"288","17209.P1","PND28","EtOH[100mM]","Control",-448.455789246368,"AMPAr",7,-13
"289","17209.P1","PND28","EtOH[100mM]","Control",187.087277200141,"NMDAr",8,-12
"290","17209.P1","PND28","EtOH[100mM]","Control",198.553166722505,"NMDAr",8,-11
"291","17209.P1","PND28","EtOH[100mM]","Control",196.097228409096,"NMDAr",8,-10
"292","17209.P1","PND28","EtOH[100mM]","Control",186.934689316763,"NMDAr",8,-9
"293","17209.P1","PND28","EtOH[100mM]","Control",-495.910620976759,"AMPAr",9,-8
"294","17209.P1","PND28","EtOH[100mM]","Control",-381.469708443661,"AMPAr",9,-7
"295","17209.P1","PND28","EtOH[100mM]","Control",-454.559304581467,"AMPAr",9,-6
"296","17209.P1","PND28","EtOH[100mM]","Control",-459.13694108279,"AMPAr",9,-5
"297","17209.P1","PND28","EtOH[100mM]","Control",193.728483171903,"NMDAr",10,-4
"298","17209.P1","PND28","EtOH[100mM]","Control",194.440559960998,"NMDAr",10,-3
"299","17209.P1","PND28","EtOH[100mM]","Control",195.348821171578,"NMDAr",10,-2
"300","17209.P1","PND28","EtOH[100mM]","Control",232.507603818833,"NMDAr",10,-1
"301","17209.P1","PND28","EtOH[100mM]","100mM",-415.039042786703,"AMPAr",11,0
"302","17209.P1","PND28","EtOH[100mM]","100mM",-507.354712230069,"AMPAr",11,1
"303","17209.P1","PND28","EtOH[100mM]","100mM",-528.564428019537,"AMPAr",11,2
"304","17209.P1","PND28","EtOH[100mM]","100mM",-467.834450435306,"AMPAr",11,3
