"Cell","AgeGroup","Exp","tmnt","mag","Protocol","Course","Time"
"1085","17518.P2","PND28","EtOH[100mM]","100mM",221.790121533987,"NMDAr",18,15
"1086","17518.P2","PND28","EtOH[100mM]","100mM",209.815605733698,"NMDAr",19,16
"1087","17518.P2","PND28","EtOH[100mM]","100mM",246.669212614198,"NMDAr",19,17
"1088","17518.P2","PND28","EtOH[100mM]","100mM",240.914469583962,"NMDAr",19,18
"1089","17518.P2","PND28","EtOH[100mM]","100mM",255.926210872431,"NMDAr",19,19
"1090","17518.P2","PND28","EtOH[100mM]","100mM",247.715529528787,"NMDAr",20,20
"1091","17518.P2","PND28","EtOH[100mM]","100mM",230.909064088212,"NMDAr",20,21
"1092","17518.P2","PND28","EtOH[100mM]","100mM",279.991499907963,"NMDAr",20,22
"1093","17518.P2","PND28","EtOH[100mM]","100mM",248.936232595806,"NMDAr",20,23
"1094","17518.P2","PND28","EtOH[100mM]","100mM",212.068093535937,"NMDAr",21,24
"1095","17518.P2","PND28","EtOH[100mM]","100mM",270.254939730543,"NMDAr",21,25
"1096","17518.P2","PND28","EtOH[100mM]","100mM",229.245129550429,"NMDAr",21,26
"1097","17518.P2","PND28","EtOH[100mM]","100mM",260.452984745963,"NMDAr",21,27
"1098","17518.P2","PND28","EtOH[100mM]","Wash",257.66280630706,"NMDAr",22,28
"1099","17518.P2","PND28","EtOH[100mM]","Wash",249.532051949947,"NMDAr",22,29
"1100","17518.P2","PND28","EtOH[100mM]","Wash",255.264996711129,"NMDAr",22,30
"1101","17518.P2","PND28","EtOH[100mM]","Wash",242.818185081338,"NMDAr",22,31
"1102","17518.P2","PND28","EtOH[100mM]","Wash",278.756264661574,"NMDAr",23,32
"1103","17518.P2","PND28","EtOH[100mM]","Wash",299.806126477979,"NMDAr",23,33
"1104","17518.P2","PND28","EtOH[100mM]","Wash",290.316613349838,"NMDAr",23,34
"1105","17518.P2","PND28","EtOH[100mM]","Wash",274.520134375428,"NMDAr",23,35
"1106","17518.P2","PND28","EtOH[100mM]","Wash",255.933476962116,"NMDAr",24,36
"1107","17518.P2","PND28","EtOH[100mM]","Wash",267.820799686189,"NMDAr",24,37
"1108","17518.P2","PND28","EtOH[100mM]","Wash",257.343098360936,"NMDAr",24,38
"1109","17518.P2","PND28","EtOH[100mM]","Wash",264.492930610623,"NMDAr",24,39
"1110","17713.P1","PND21","EtOH[100mM]","Control",225.117990609553,"NMDAr",5,-36
"1111","17713.P1","PND21","EtOH[100mM]","Control",209.06719849618,"NMDAr",5,-35
"1112","17713.P1","PND21","EtOH[100mM]","Control",261.724550440775,"NMDAr",5,-34
"1113","17713.P1","PND21","EtOH[100mM]","Control",218.702033418014,"NMDAr",5,-33
"1114","17713.P1","PND21","EtOH[100mM]","Control",259.60285225286,"NMDAr",6,-32
"1115","17713.P1","PND21","EtOH[100mM]","Control",241.06705746734,"NMDAr",6,-31
"1116","17713.P1","PND21","EtOH[100mM]","Control",244.707368399345,"NMDAr",6,-30
"1117","17713.P1","PND21","EtOH[100mM]","Control",286.879752929002,"NMDAr",6,-29
"1118","17713.P1","PND21","EtOH[100mM]","Control",269.92069960505,"NMDAr",7,-28
"1119","17713.P1","PND21","EtOH[100mM]","Control",294.698065429676,"NMDAr",7,-27
"1120","17713.P1","PND21","EtOH[100mM]","Control",302.647167544674,"NMDAr",7,-26
"1121","17713.P1","PND21","EtOH[100mM]","Control",286.051418704953,"NMDAr",7,-25
"1122","17713.P1","PND21","EtOH[100mM]","Control",273.132311245661,"NMDAr",8,-24
"1123","17713.P1","PND21","EtOH[100mM]","Control",298.411037258528,"NMDAr",8,-23
"1124","17713.P1","PND21","EtOH[100mM]","Control",307.123078790413,"NMDAr",8,-22
"1125","17713.P1","PND21","EtOH[100mM]","Control",311.395539524981,"NMDAr",8,-21
"1126","17713.P1","PND21","EtOH[100mM]","Control",326.458143441243,"NMDAr",9,-20
"1127","17713.P1","PND21","EtOH[100mM]","Control",336.616136820371,"NMDAr",9,-19
"1128","17713.P1","PND21","EtOH[100mM]","Control",320.296499388667,"NMDAr",9,-18
"1129","17713.P1","PND21","EtOH[100mM]","Control",310.567205300933,"NMDAr",9,-17
"1130","17713.P1","PND21","EtOH[100mM]","Control",344.877680791808,"NMDAr",10,-16
"1131","17713.P1","PND21","EtOH[100mM]","Control",208.427782603932,"NMDAr",10,-15
"1132","17713.P1","PND21","EtOH[100mM]","Control",240.529366830676,"NMDAr",10,-14
"1133","17713.P1","PND21","EtOH[100mM]","Control",256.354910163825,"NMDAr",10,-13
"1134","17713.P1","PND21","EtOH[100mM]","Control",244.118815134889,"NMDAr",11,-12
"1135","17713.P1","PND21","EtOH[100mM]","Control",235.523031037959,"NMDAr",11,-11
"1136","17713.P1","PND21","EtOH[100mM]","Control",219.675689435756,"NMDAr",11,-10
"1137","17713.P1","PND21","EtOH[100mM]","Control",211.312420208734,"NMDAr",11,-9
"1138","17713.P1","PND21","EtOH[100mM]","Control",210.854656558602,"NMDAr",12,-8
"1139","17713.P1","PND21","EtOH[100mM]","Control",208.260662541185,"NMDAr",12,-7
"1140","17713.P1","PND21","EtOH[100mM]","Control",231.127046778751,"NMDAr",12,-6
"1141","17713.P1","PND21","EtOH[100mM]","Control",213.913680315836,"NMDAr",12,-5
"1142","17713.P1","PND21","EtOH[100mM]","Control",243.210553924309,"NMDAr",13,-4
"1143","17713.P1","PND21","EtOH[100mM]","Control",226.011719640764,"NMDAr",13,-3
"1144","17713.P1","PND21","EtOH[100mM]","Control",229.506708779076,"NMDAr",13,-2
"1145","17713.P1","PND21","EtOH[100mM]","Control",226.701998160804,"NMDAr",13,-1
"1146","17713.P1","PND21","EtOH[100mM]","100mM",219.225191875309,"NMDAr",14,0
"1147","17713.P1","PND21","EtOH[100mM]","100mM",232.028041899646,"NMDAr",14,1
"1148","17713.P1","PND21","EtOH[100mM]","100mM",214.8292076161,"NMDAr",14,2
"1149","17713.P1","PND21","EtOH[100mM]","100mM",200.413285681772,"NMDAr",14,3
"1150","17713.P1","PND21","EtOH[100mM]","100mM",199.759337610155,"NMDAr",15,4
"1151","17713.P1","PND21","EtOH[100mM]","100mM",197.3251975658,"NMDAr",15,5
"1152","17713.P1","PND21","EtOH[100mM]","100mM",214.320581338176,"NMDAr",15,6
"1153","17713.P1","PND21","EtOH[100mM]","100mM",188.845670903824,"NMDAr",15,7
"1154","17713.P1","PND21","EtOH[100mM]","100mM",169.183632217185,"NMDAr",16,8
"1155","17713.P1","PND21","EtOH[100mM]","100mM",157.485227824913,"NMDAr",16,9
"1156","17713.P1","PND21","EtOH[100mM]","100mM",165.586917823287,"NMDAr",16,10
"1157","17713.P1","PND21","EtOH[100mM]","100mM",166.982007042739,"NMDAr",16,11
"1158","17713.P1","PND21","EtOH[100mM]","100mM",171.036485086768,"NMDAr",17,12
"1159","17713.P1","PND21","EtOH[100mM]","100mM",174.211766278957,"NMDAr",17,13
"1160","17713.P1","PND21","EtOH[100mM]","100mM",181.913821344676,"NMDAr",17,14
"1161","17713.P1","PND21","EtOH[100mM]","100mM",181.695838654137,"NMDAr",17,15
"1162","17713.P1","PND21","EtOH[100mM]","Wash",179.247166430413,"NMDAr",18,16
"1163","17713.P1","PND21","EtOH[100mM]","Wash",176.06461914854,"NMDAr",18,17
"1164","17713.P1","PND21","EtOH[100mM]","Wash",187.058212841402,"NMDAr",18,18
"1165","17713.P1","PND21","EtOH[100mM]","Wash",165.289008146217,"NMDAr",18,19
"1166","17713.P1","PND21","EtOH[100mM]","Wash",168.820327732953,"NMDAr",19,20
"1167","17713.P1","PND21","EtOH[100mM]","Wash",175.141825758591,"NMDAr",19,21
"1168","17713.P1","PND21","EtOH[100mM]","Wash",165.347136863694,"NMDAr",19,22
"1169","17713.P1","PND21","EtOH[100mM]","Wash",188.039134948829,"NMDAr",19,23
"1170","17713.P1","PND21","EtOH[100mM]","Wash",166.713161724407,"NMDAr",20,24
"1171","17713.P1","PND21","EtOH[100mM]","Wash",171.065549445507,"NMDAr",20,25
"1172","17713.P1","PND21","EtOH[100mM]","Wash",155.835825466499,"NMDAr",20,26
"1173","17713.P1","PND21","EtOH[100mM]","Wash",180.133629371939,"NMDAr",20,27
"1174","17713.P1","PND21","EtOH[100mM]","Wash",156.635095331809,"NMDAr",21,28
"1175","17713.P1","PND21","EtOH[100mM]","Wash",174.364354162334,"NMDAr",21,29
"1176","17713.P1","PND21","EtOH[100mM]","Wash",158.386222945808,"NMDAr",21,30
"1177","17713.P1","PND21","EtOH[100mM]","Wash",166.378921598913,"NMDAr",21,31
"1178","17713.P1","PND21","EtOH[100mM]","Wash",162.891198550286,"NMDAr",22,32
"1179","17713.P1","PND21","EtOH[100mM]","Wash",165.884827500358,"NMDAr",22,33
"1180","17713.P1","PND21","EtOH[100mM]","Wash",179.138175085143,"NMDAr",22,34
"1181","17713.P1","PND21","EtOH[100mM]","Wash",165.550587374864,"NMDAr",22,35
"1182","17713.P2","PND21","EtOH[100mM]","Control",195.334288992208,"NMDAr",5,-40
"1183","17713.P2","PND21","EtOH[100mM]","Control",133.587058852128,"NMDAr",5,-39
"1184","17713.P2","PND21","EtOH[100mM]","Control",149.550657889284,"NMDAr",5,-38
"1185","17713.P2","PND21","EtOH[100mM]","Control",151.810411781208,"NMDAr",5,-37
"1186","17713.P2","PND21","EtOH[100mM]","Control",123.777837777862,"NMDAr",6,-36
"1187","17713.P2","PND21","EtOH[100mM]","Control",156.090138605461,"NMDAr",6,-35
"1188","17713.P2","PND21","EtOH[100mM]","Control",139.283673164886,"NMDAr",6,-34
"1189","17713.P2","PND21","EtOH[100mM]","Control",125.558029750599,"NMDAr",6,-33
"1190","17713.P2","PND21","EtOH[100mM]","Control",121.401826450985,"NMDAr",7,-32
"1191","17713.P2","PND21","EtOH[100mM]","Control",145.459849396831,"NMDAr",7,-31
"1192","17713.P2","PND21","EtOH[100mM]","Control",134.604311407977,"NMDAr",7,-30
"1193","17713.P2","PND21","EtOH[100mM]","Control",110.495425834338,"NMDAr",7,-29
"1194","17713.P2","PND21","EtOH[100mM]","Control",157.812201860721,"NMDAr",8,-28
"1195","17713.P2","PND21","EtOH[100mM]","Control",151.628759539092,"NMDAr",8,-27
"1196","17713.P2","PND21","EtOH[100mM]","Control",130.760549964802,"NMDAr",8,-26
"1197","17713.P2","PND21","EtOH[100mM]","Control",128.006701974323,"NMDAr",8,-25
"1198","17713.P2","PND21","EtOH[100mM]","Control",131.530755471374,"NMDAr",9,-24
"1199","17713.P2","PND21","EtOH[100mM]","Control",138.353613685252,"NMDAr",9,-23
"1200","17713.P2","PND21","EtOH[100mM]","Control",140.940341612985,"NMDAr",9,-22
"1201","17713.P2","PND21","EtOH[100mM]","Control",117.369146676009,"NMDAr",9,-21
"1202","17713.P2","PND21","EtOH[100mM]","Control",137.067515811071,"NMDAr",10,-20
"1203","17713.P2","PND21","EtOH[100mM]","Control",133.456269237804,"NMDAr",10,-19
"1204","17713.P2","PND21","EtOH[100mM]","Control",146.317247979619,"NMDAr",10,-18
"1205","17713.P2","PND21","EtOH[100mM]","Control",157.318107762166,"NMDAr",10,-17
"1206","17713.P2","PND21","EtOH[100mM]","Control",122.39728073778,"NMDAr",11,-16
"1207","17713.P2","PND21","EtOH[100mM]","Control",90.332026959459,"NMDAr",11,-15
"1208","17713.P2","PND21","EtOH[100mM]","Control",128.319143830763,"NMDAr",11,-14
"1209","17713.P2","PND21","EtOH[100mM]","Control",114.637096954584,"NMDAr",11,-13
"1210","17713.P2","PND21","EtOH[100mM]","Control",131.32003887052,"NMDAr",12,-12
"1211","17713.P2","PND21","EtOH[100mM]","Control",151.345382041391,"NMDAr",12,-11
"1212","17713.P2","PND21","EtOH[100mM]","Control",157.245446865319,"NMDAr",12,-10
"1213","17713.P2","PND21","EtOH[100mM]","Control",149.630584875815,"NMDAr",12,-9
"1214","17713.P2","PND21","EtOH[100mM]","Control",136.399035560084,"NMDAr",13,-8
"1215","17713.P2","PND21","EtOH[100mM]","Control",118.626180191452,"NMDAr",13,-7
"1216","17713.P2","PND21","EtOH[100mM]","Control",124.940412127405,"NMDAr",13,-6
"1217","17713.P2","PND21","EtOH[100mM]","Control",125.870471607039,"NMDAr",13,-5
"1218","17713.P2","PND21","EtOH[100mM]","Control",121.09665068423,"NMDAr",14,-4
"1219","17713.P2","PND21","EtOH[100mM]","Control",133.034836036095,"NMDAr",14,-3
"1220","17713.P2","PND21","EtOH[100mM]","Control",130.484438556786,"NMDAr",14,-2
"1221","17713.P2","PND21","EtOH[100mM]","Control",138.026639649444,"NMDAr",14,-1
"1222","17713.P2","PND21","EtOH[100mM]","100mM",122.404546827465,"NMDAr",15,0
"1223","17713.P2","PND21","EtOH[100mM]","100mM",123.189284513406,"NMDAr",15,1
"1224","17713.P2","PND21","EtOH[100mM]","100mM",143.730520051887,"NMDAr",15,2
"1225","17713.P2","PND21","EtOH[100mM]","100mM",138.09930054629,"NMDAr",15,3
"1226","17713.P2","PND21","EtOH[100mM]","100mM",112.057635116536,"NMDAr",16,4
"1227","17713.P2","PND21","EtOH[100mM]","100mM",118.924089868522,"NMDAr",16,5
"1228","17713.P2","PND21","EtOH[100mM]","100mM",117.078503088623,"NMDAr",16,6
"1229","17713.P2","PND21","EtOH[100mM]","100mM",128.696980494364,"NMDAr",16,7
"1230","17713.P2","PND21","EtOH[100mM]","100mM",108.63530687507,"NMDAr",17,8
"1231","17713.P2","PND21","EtOH[100mM]","100mM",96.8569754962667,"NMDAr",17,9
"1232","17713.P2","PND21","EtOH[100mM]","100mM",106.31742426567,"NMDAr",17,10
"1233","17713.P2","PND21","EtOH[100mM]","100mM",109.347383664165,"NMDAr",17,11
"1234","17713.P2","PND21","EtOH[100mM]","100mM",106.084909395761,"NMDAr",18,12
"1235","17713.P2","PND21","EtOH[100mM]","100mM",93.0059479634069,"NMDAr",18,13
"1236","17713.P2","PND21","EtOH[100mM]","100mM",110.284709233484,"NMDAr",18,14
"1237","17713.P2","PND21","EtOH[100mM]","100mM",105.808797987745,"NMDAr",18,15
"1238","17713.P2","PND21","EtOH[100mM]","Wash",116.061250532773,"NMDAr",20,16
"1239","17713.P2","PND21","EtOH[100mM]","Wash",111.861450695051,"NMDAr",20,17
"1240","17713.P2","PND21","EtOH[100mM]","Wash",118.538987115236,"NMDAr",20,18
"1241","17713.P2","PND21","EtOH[100mM]","Wash",126.531685768341,"NMDAr",20,19
"1242","17713.P2","PND21","EtOH[100mM]","Wash",99.2838494509369,"NMDAr",21,20
"1243","17713.P2","PND21","EtOH[100mM]","Wash",111.454549672711,"NMDAr",21,21
"1244","17713.P2","PND21","EtOH[100mM]","Wash",104.239322615862,"NMDAr",21,22
"1245","17713.P2","PND21","EtOH[100mM]","Wash",129.350928565982,"NMDAr",21,23
"1246","17713.P2","PND21","EtOH[100mM]","Wash",124.126610082725,"NMDAr",22,24
"1247","17713.P2","PND21","EtOH[100mM]","Wash",121.89592054954,"NMDAr",22,25
"1248","17713.P2","PND21","EtOH[100mM]","Wash",151.26545505486,"NMDAr",22,26
"1249","17713.P2","PND21","EtOH[100mM]","Wash",148.453478346904,"NMDAr",22,27
"1250","17713.P2","PND21","EtOH[100mM]","Wash",140.184668285782,"NMDAr",23,28
"1251","17713.P2","PND21","EtOH[100mM]","Wash",149.623318786131,"NMDAr",23,29
"1252","17713.P2","PND21","EtOH[100mM]","Wash",143.207361594593,"NMDAr",23,30
"1253","17713.P2","PND21","EtOH[100mM]","Wash",142.54614743329,"NMDAr",23,31
"1254","17713.P2","PND21","EtOH[100mM]","Wash",153.111041834759,"NMDAr",24,32
"1255","17713.P2","PND21","EtOH[100mM]","Wash",148.882177638298,"NMDAr",24,33
"1256","17713.P2","PND21","EtOH[100mM]","Wash",177.190863049659,"NMDAr",24,34
"1257","17713.P2","PND21","EtOH[100mM]","Wash",140.918543343931,"NMDAr",24,35
"1258","17713.P2","PND21","EtOH[100mM]","Wash",160.050157483591,"NMDAr",25,36
"1259","17713.P2","PND21","EtOH[100mM]","Wash",163.080116882086,"NMDAr",25,37
"1260","17713.P2","PND21","EtOH[100mM]","Wash",129.438121642198,"NMDAr",25,38
"1261","17713.P2","PND21","EtOH[100mM]","Wash",135.105671596218,"NMDAr",25,39
"1262","17818.P1","PND14","EtOH[100mM]","Control",147.487088418846,"NMDAr",5,-32
"1263","17818.P1","PND14","EtOH[100mM]","Control",171.741295786179,"NMDAr",5,-31
"1264","17818.P1","PND14","EtOH[100mM]","Control",160.435260236877,"NMDAr",5,-30
"1265","17818.P1","PND14","EtOH[100mM]","Control",166.945676594315,"NMDAr",5,-29
"1266","17818.P1","PND14","EtOH[100mM]","Control",157.347172120904,"NMDAr",6,-28
"1267","17818.P1","PND14","EtOH[100mM]","Control",140.438981424744,"NMDAr",6,-27
"1268","17818.P1","PND14","EtOH[100mM]","Control",173.288972889007,"NMDAr",6,-26
"1269","17818.P1","PND14","EtOH[100mM]","Control",194.142650283927,"NMDAr",6,-25
"1270","17818.P1","PND14","EtOH[100mM]","Control",113.060355493017,"NMDAr",7,-24
"1271","17818.P1","PND14","EtOH[100mM]","Control",156.075606426092,"NMDAr",7,-23
"1272","17818.P1","PND14","EtOH[100mM]","Control",124.875017320243,"NMDAr",7,-22
"1273","17818.P1","PND14","EtOH[100mM]","Control",131.894059955606,"NMDAr",7,-21
"1274","17818.P1","PND14","EtOH[100mM]","Control",162.673215859746,"NMDAr",8,-20
"1275","17818.P1","PND14","EtOH[100mM]","Control",135.752353578151,"NMDAr",8,-19
"1276","17818.P1","PND14","EtOH[100mM]","Control",149.783172759193,"NMDAr",8,-18
"1277","17818.P1","PND14","EtOH[100mM]","Control",121.234706388238,"NMDAr",8,-17
"1278","17818.P1","PND14","EtOH[100mM]","Control",167.817607356472,"NMDAr",9,-16
"1279","17818.P1","PND14","EtOH[100mM]","Control",106.121239844184,"NMDAr",9,-15
"1280","17818.P1","PND14","EtOH[100mM]","Control",143.352683388285,"NMDAr",9,-14
"1281","17818.P1","PND14","EtOH[100mM]","Control",123.705176881016,"NMDAr",9,-13
"1282","17818.P1","PND14","EtOH[100mM]","Control",125.093000010782,"NMDAr",10,-12
"1283","17818.P1","PND14","EtOH[100mM]","Control",117.049438729884,"NMDAr",10,-11
"1284","17818.P1","PND14","EtOH[100mM]","Control",141.33997654564,"NMDAr",10,-10
"1285","17818.P1","PND14","EtOH[100mM]","Control",100.780663925973,"NMDAr",10,-9
"1286","17818.P1","PND14","EtOH[100mM]","Control",161.525173689573,"NMDAr",11,-8
"1287","17818.P1","PND14","EtOH[100mM]","Control",153.067445296651,"NMDAr",11,-7
"1288","17818.P1","PND14","EtOH[100mM]","Control",120.391839984819,"NMDAr",11,-6
"1289","17818.P1","PND14","EtOH[100mM]","Control",121.983113625756,"NMDAr",11,-5
"1290","17818.P1","PND14","EtOH[100mM]","Control",109.267456677634,"NMDAr",12,-4
"1291","17818.P1","PND14","EtOH[100mM]","Control",116.991310012407,"NMDAr",12,-3
"1292","17818.P1","PND14","EtOH[100mM]","Control",127.694260117884,"NMDAr",12,-2
"1293","17818.P1","PND14","EtOH[100mM]","Control",138.150163174082,"NMDAr",12,-1
"1294","17818.P1","PND14","EtOH[100mM]","100mM",136.151988510806,"NMDAr",13,0
"1295","17818.P1","PND14","EtOH[100mM]","100mM",109.790615134928,"NMDAr",13,1
"1296","17818.P1","PND14","EtOH[100mM]","100mM",115.763340855703,"NMDAr",13,2
"1297","17818.P1","PND14","EtOH[100mM]","100mM",146.012072212864,"NMDAr",13,3
"1298","17818.P1","PND14","EtOH[100mM]","100mM",122.724254773589,"NMDAr",14,4
"1299","17818.P1","PND14","EtOH[100mM]","100mM",133.986693784783,"NMDAr",14,5
"1300","17818.P1","PND14","EtOH[100mM]","100mM",120.47176697135,"NMDAr",14,6
"1301","17818.P1","PND14","EtOH[100mM]","100mM",131.668811175383,"NMDAr",14,7
"1302","17818.P1","PND14","EtOH[100mM]","100mM",140.206466554836,"NMDAr",15,8
"1303","17818.P1","PND14","EtOH[100mM]","100mM",141.979392437888,"NMDAr",15,9
"1304","17818.P1","PND14","EtOH[100mM]","100mM",142.807726661937,"NMDAr",15,10
"1305","17818.P1","PND14","EtOH[100mM]","100mM",150.378992113334,"NMDAr",15,11
"1306","17818.P1","PND14","EtOH[100mM]","100mM",144.246412419496,"NMDAr",16,12
"1307","17818.P1","PND14","EtOH[100mM]","100mM",177.336184843352,"NMDAr",16,13
"1308","17818.P1","PND14","EtOH[100mM]","100mM",145.459849396831,"NMDAr",16,14
"1309","17818.P1","PND14","EtOH[100mM]","100mM",138.39721022336,"NMDAr",16,15
"1310","17818.P2","PND14","EtOH[100mM]","Control",217.968158359866,"NMDAr",5,-44
"1311","17818.P2","PND14","EtOH[100mM]","Control",142.894919738153,"NMDAr",5,-43
"1312","17818.P2","PND14","EtOH[100mM]","Control",216.449545615776,"NMDAr",5,-42
"1313","17818.P2","PND14","EtOH[100mM]","Control",173.390698144592,"NMDAr",5,-41
"1314","17818.P2","PND14","EtOH[100mM]","Control",195.087241942931,"NMDAr",6,-40
"1315","17818.P2","PND14","EtOH[100mM]","Control",203.225262389729,"NMDAr",6,-39
"1316","17818.P2","PND14","EtOH[100mM]","Control",184.718531962948,"NMDAr",6,-38
"1317","17818.P2","PND14","EtOH[100mM]","Control",268.554674744337,"NMDAr",6,-37
"1318","17818.P2","PND14","EtOH[100mM]","Control",287.766215870529,"NMDAr",7,-36
"1319","17818.P2","PND14","EtOH[100mM]","Control",272.747208492375,"NMDAr",7,-35
"1320","17818.P2","PND14","EtOH[100mM]","Control",256.689150289318,"NMDAr",7,-34
"1321","17818.P2","PND14","EtOH[100mM]","Control",289.124974641557,"NMDAr",7,-33
"1322","17818.P2","PND14","EtOH[100mM]","Control",273.611873164848,"NMDAr",8,-32
"1323","17818.P2","PND14","EtOH[100mM]","Control",248.529331573466,"NMDAr",8,-31
"1324","17818.P2","PND14","EtOH[100mM]","Control",278.952449083059,"NMDAr",8,-30
"1325","17818.P2","PND14","EtOH[100mM]","Control",276.692695191135,"NMDAr",8,-29
"1326","17818.P2","PND14","EtOH[100mM]","Control",338.178346102569,"NMDAr",9,-28
"1327","17818.P2","PND14","EtOH[100mM]","Control",344.841350343385,"NMDAr",9,-27
"1328","17818.P2","PND14","EtOH[100mM]","Control",268.205902439475,"NMDAr",9,-26
"1329","17818.P2","PND14","EtOH[100mM]","Control",226.28783104878,"NMDAr",9,-25
"1330","17818.P2","PND14","EtOH[100mM]","Control",178.09912426024,"NMDAr",10,-24
"1331","17818.P2","PND14","EtOH[100mM]","Control",240.376778947299,"NMDAr",10,-23
"1332","17818.P2","PND14","EtOH[100mM]","Control",192.15900780002,"NMDAr",10,-22
"1333","17818.P2","PND14","EtOH[100mM]","Control",293.244847492748,"NMDAr",10,-21
"1334","17818.P2","PND14","EtOH[100mM]","Control",232.543934267256,"NMDAr",11,-20
"1335","17818.P2","PND14","EtOH[100mM]","Control",231.054385881905,"NMDAr",11,-19
"1336","17818.P2","PND14","EtOH[100mM]","Control",251.312243922684,"NMDAr",11,-18
"1337","17818.P2","PND14","EtOH[100mM]","Control",227.072568734721,"NMDAr",11,-17
"1338","17818.P2","PND14","EtOH[100mM]","Control",230.167922940378,"NMDAr",12,-16
"1339","17818.P2","PND14","EtOH[100mM]","Control",221.019916027415,"NMDAr",12,-15
"1340","17818.P2","PND14","EtOH[100mM]","Control",228.358666608902,"NMDAr",12,-14
"1341","17818.P2","PND14","EtOH[100mM]","Control",223.75196574884,"NMDAr",12,-13
"1342","17818.P2","PND14","EtOH[100mM]","Control",253.855375312308,"NMDAr",13,-12
"1343","17818.P2","PND14","EtOH[100mM]","Control",274.447473478581,"NMDAr",13,-11
"1344","17818.P2","PND14","EtOH[100mM]","Control",219.501303283325,"NMDAr",13,-10
"1345","17818.P2","PND14","EtOH[100mM]","Control",230.015335057001,"NMDAr",13,-9
"1346","17818.P2","PND14","EtOH[100mM]","Control",254.538387742665,"NMDAr",14,-8
"1347","17818.P2","PND14","EtOH[100mM]","Control",209.045400227126,"NMDAr",14,-7
"1348","17818.P2","PND14","EtOH[100mM]","Control",221.593937112502,"NMDAr",14,-6
"1349","17818.P2","PND14","EtOH[100mM]","Control",255.635567285046,"NMDAr",14,-5
"1350","17818.P2","PND14","EtOH[100mM]","Control",261.862606144783,"NMDAr",15,-4
"1351","17818.P2","PND14","EtOH[100mM]","Control",273.0669164385,"NMDAr",15,-3
"1352","17818.P2","PND14","EtOH[100mM]","Control",310.574471390617,"NMDAr",15,-2
"1353","17818.P2","PND14","EtOH[100mM]","Control",221.550340574394,"NMDAr",15,-1
"1354","17818.P2","PND14","EtOH[100mM]","100mM",298.825204370553,"NMDAr",16,0
"1355","17818.P2","PND14","EtOH[100mM]","100mM",237.288690831326,"NMDAr",16,1
"1356","17818.P2","PND14","EtOH[100mM]","100mM",291.624509493073,"NMDAr",16,2
"1357","17818.P2","PND14","EtOH[100mM]","100mM",235.508498858589,"NMDAr",16,3
"1358","17818.P2","PND14","EtOH[100mM]","100mM",201.684851376585,"NMDAr",17,4
"1359","17818.P2","PND14","EtOH[100mM]","100mM",265.953414637236,"NMDAr",17,5
"1360","17818.P2","PND14","EtOH[100mM]","100mM",243.944428982458,"NMDAr",17,6
"1361","17818.P2","PND14","EtOH[100mM]","100mM",280.180418239763,"NMDAr",17,7
"1362","17818.P2","PND14","EtOH[100mM]","100mM",255.526575939776,"NMDAr",18,8
"1363","17818.P2","PND14","EtOH[100mM]","100mM",225.219715865137,"NMDAr",18,9
"1364","17818.P2","PND14","EtOH[100mM]","100mM",243.784575009396,"NMDAr",18,10
"1365","17818.P2","PND14","EtOH[100mM]","100mM",181.652242116029,"NMDAr",18,11
"1366","17818.P2","PND14","EtOH[100mM]","100mM",286.996010363957,"NMDAr",19,12
"1367","17818.P2","PND14","EtOH[100mM]","100mM",212.031763087514,"NMDAr",19,13
"1368","17818.P2","PND14","EtOH[100mM]","100mM",251.726411034708,"NMDAr",19,14
"1369","17818.P2","PND14","EtOH[100mM]","100mM",232.899972661803,"NMDAr",19,15
"1370","17818.P2","PND14","EtOH[100mM]","100mM",233.939023486707,"NMDAr",20,16
"1371","17818.P2","PND14","EtOH[100mM]","100mM",206.386011402548,"NMDAr",20,17
"1372","17818.P2","PND14","EtOH[100mM]","100mM",248.013439205857,"NMDAr",20,18
"1373","17818.P2","PND14","EtOH[100mM]","100mM",218.273334126621,"NMDAr",20,19
"1374","17818.P2","PND14","EtOH[100mM]","Wash",197.346995834854,"NMDAr",22,20
"1375","17818.P2","PND14","EtOH[100mM]","Wash",263.780853821528,"NMDAr",22,21
"1376","17818.P2","PND14","EtOH[100mM]","Wash",241.655610731796,"NMDAr",22,22
"1377","17818.P2","PND14","EtOH[100mM]","Wash",283.864325709876,"NMDAr",22,23
"1378","17818.P2","PND14","EtOH[100mM]","Wash",283.217643727943,"NMDAr",23,24
"1379","17818.P2","PND14","EtOH[100mM]","Wash",269.237687174694,"NMDAr",23,25
"1380","17818.P2","PND14","EtOH[100mM]","Wash",274.062370725295,"NMDAr",23,26
"1381","17818.P2","PND14","EtOH[100mM]","Wash",290.091364569614,"NMDAr",23,27
"1382","17818.P2","PND14","EtOH[100mM]","Wash",303.729814907685,"NMDAr",24,28
"1383","17818.P2","PND14","EtOH[100mM]","Wash",323.726093719818,"NMDAr",24,29
"1384","17818.P2","PND14","EtOH[100mM]","Wash",301.51365755387,"NMDAr",24,30
"1385","17818.P2","PND14","EtOH[100mM]","Wash",298.607221680013,"NMDAr",24,31
"1386","17818.P2","PND14","EtOH[100mM]","Wash",267.297641228895,"NMDAr",25,32
"1387","17818.P2","PND14","EtOH[100mM]","Wash",265.016089067917,"NMDAr",25,33
