Slice,date,Rig,file name,Age,Sex,Comment,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
jsP14_1,2008-05-12,NA,08512012.abf,15,m,good,4.169545889,0.222155954,1.467403534,3.612051333,-0.913162093,6.558323383,3.799208916,4.552072924,-5.198297012,0.421576593,-4.392512081,3.48993174,-5.426185458,-8.8892577,-3.472855922,-69.89022084,-52.32649626,-44.34226178,-40.60250435,-41.6767626,-46.96297891,-38.28697671,-40.55363461,-39.23922486,-35.44242233,-36.12608766,-33.68033806,-28.18652574,-22.75380972,-28.81325547,-25.67570165,-21.54115413,-28.52029253,-28.2883164,-24.52406936,-27.87323388,-28.82548203,-28.24353435,-28.5324826,-27.17329079,-26.39192248,-30.29453037,-24.51994518,-25.70829364,-26.9616436,-25.37051216,-28.76033454,-27.95053492,-32.12990099,-21.41498335,-26.31867262,-30.51026525,-31.47875465,-25.68789171,-25.02054062,-25.55365505,-27.4744291,-30.24982131,-27.08777788,-25.1467114,-27.25062834,-26.31060674,-26.93722698,-27.93020599,-23.10385426
jsP14_2,2008-05-30,NA,2008_05_30_0009.abf,15,f,OMIT? Unstanle?,3.63258765,-4.064097053,-2.016051254,0.392865787,-5.365054892,6.941543247,13.45401289,-6.440207618,7.269608014,5.360139407,-16.43268736,-7.241936464,-3.083852696,-2.023402539,9.616532884,-68.61539333,-52.88660787,-29.3590975,-32.26362275,-30.82419744,-21.2396591,-34.74528459,-18.51002858,-21.67338486,-18.72881157,-18.57937203,-7.770351152,-15.61285461,-8.506357325,-20.55456332,-8.703196185,-3.539303147,-15.98820898,-20.38328937,-12.36216068,-35.60900561,-14.03123133,-41.58933006,-20.22649855,-30.1462335,-30.5908216,-30.60541445,-17.90875937,-29.71261746,-25.03325085,-40.19368329,-21.85190037,-22.40566053,-28.43711481,-22.72648374,-25.52172721,-31.76801454,-34.67253979,-16.82636508,-16.82636508,-25.86789589,-29.68716227,-23.23306401,-35.1171279,-36.14839236,-24.738212,-41.6293781,-16.06117322,-27.82114304,-23.45173728
jsP14_3,2008-05-30,NA,20080530tk_0001.abf,15,f,baseline running down?,2.695759011,1.450809334,-1.764203267,6.862668529,4.24594284,5.967482101,0.396448863,-5.500334551,-1.012629012,2.624594051,6.76E-03,-4.616105546,-5.93595037,-1.799232048,-3.622010897,-48.83973721,-29.14790888,-26.16696547,-29.35784843,-32.54995535,-20.62355892,-21.8239795,-24.62872989,-27.65437726,-21.25699119,-10.17874586,-17.07195529,-11.0569716,-18.23857106,-13.03787538,-27.57114748,-31.36165788,-22.44639606,-21.70094164,-17.86939918,-20.07347301,-17.46164319,-14.58561127,-22.95195287,-29.06951668,-17.90681761,-19.85758848,-20.33044788,-9.978481488,-24.96660318,-16.20824231,-10.51166499,-21.36184439,-21.96747511,-23.31267354,-12.75438122,-21.32326028,-19.94198395,-9.760149021,-18.05876442,-13.26710698,-4.984111738,-17.49667197,-22.89279445,-21.8203076,-16.32282897,-24.68672264,-20.75265834,-27.47952477,-16.45554201
jsP14_4,2008-05-30,NA,2008_05_30_0001.abf,15,f,OMIT? Outlier?,3.596728926,-6.48756133,-5.39296374,-6.80E-02,-4.901077999,19.38097293,-0.455382286,2.385359078,-2.890393822,-6.395332753,-2.300080328,8.239153633,1.622860272,-3.486906494,-2.847379123,-29.22614363,-25.37088792,-26.26243083,-32.36216825,-21.02969263,-12.56882774,-1.679023975,11.74409256,1.327830038,7.894783009,2.36688806,-11.60959994,-6.887218494,7.710325856,4.248528138,9.315153691,15.95599073,22.10494203,11.77470891,20.475444,14.20364778,10.85242314,26.53216673,32.14001841,25.3392679,19.70687253,22.59695429,26.07089733,31.02694981,28.43835049,30.59654978,20.73985789,23.94951356,33.50497604,23.71584253,26.04635365,17.3148757,27.22710716,34.78403078,24.22025314,28.56132192,20.56767258,24.0048001,24.52755522,32.21972212,23.05809717,28.04476599,14.89833518,18.90755821,21.40392895
jsP14_5,2008-06-30,pub,08630000.abf,14,m,good,3.268186783,1.985457264,2.069712242,2.917046579,1.086659706,5.018986544,-6.609308969,-5.364039073,-3.669487095,1.002346381,2.242948411,-1.127600779,-2.508530525,-0.757730764,0.445353295,-21.28502066,-15.96703787,-21.13985004,-12.9242312,-17.50720018,-22.42724742,-18.62597092,-17.680378,-14.16477488,-15.2180788,-20.17085945,-18.20942224,-20.3393694,-24.9878052,-13.78562749,-19.20647838,-21.29896591,-16.58500495,-18.86012273,-17.2683805,-14.46439352,-12.40002987,-14.20223451,-15.38192089,-12.10502076,-16.74884704,-13.38302406,-10.60237641,-19.65587715,-18.63542334,-17.56805748,-17.93325963,-11.31860207,-14.07596874,-14.71249059,-7.18975808,-16.42116286,-14.37074446,-16.49141424,-17.7085019,-15.26020629,-10.98625002,-7.920104031,-11.40752491,-7.217823623,-11.88037972,-8.542622283,-12.16126854,-17.1186587,-16.18245987
jsP14_6,2008-08-28,be,2008_08_28_0004.abf,14,m,"Omit, looks like constant rundown",1.792178179,-2.381708826,-2.669149341,5.70029464,0.994687455,1.576732111,5.887175747,0.441655485,-1.66346572,4.773679547,-0.758162415,-4.292874842,-3.847297271,-8.186574504,2.632829754,-28.05784772,-24.63829059,-22.74172046,-25.28480788,-24.14256763,-23.43856223,-19.39371005,-23.62535379,-20.31343015,-21.67120602,-31.32661051,-26.36973912,-27.74900587,-25.75178679,-35.26365011,-11.5272422,-20.18403715,-18.7472823,-23.91986839,-23.61819017,-18.63955927,-30.67301913,-29.62408512,-28.9415706,-35.0336977,-29.84669481,-36.15444707,-30.95320648,-45.74537892,-45.40053985,-37.66310682,-46.93785411,-48.58298094,-48.741118,-47.32576448,-56.48562511,-35.93174783,-39.06395399,-39.26507281,-34.79667121,-43.68341857,-47.40492256,-46.33431857,-39.96200412,-43.7480703,-38.08701442,-43.38890397,-39.28674278,-43.43197528,-33.16596117
jsP14_7,2008-08-02,tk,20080728tk_0040.abf,14,m,"baseline is a little unstable but recordnig looks pretty good to me, good post",2.749045565,3.544547734,2.218732331,1.872881494,-3.591380759,-8.825032698,-14.07031857,3.775028781,2.057343891,-5.309001015,1.607821826,-4.329165715,6.507192224,-0.156075612,11.94838052,-80.57528225,-95.43491114,-70.13098769,-80.84047118,-81.64741338,-76.80569556,-69.33555016,-63.70983483,-68.44788142,-59.74428108,-54.90249863,-48.66580817,-52.96577272,-58.94884355,-58.22249862,-69.54302188,-68.36715489,-64.65515614,-68.03287335,-71.72186276,-74.86890502,-72.37892118,-67.46798149,-58.76431652,-69.4047074,-71.46824312,-79.94129778,-73.50870489,-65.57733887,-59.61747126,-74.64992863,-67.790823,-71.67571485,-66.24603121,-64.33237927,-64.78196596,-63.92887585,-70.59201442,-57.26567265,-68.29793301,-59.01793616,-76.39068748,-67.89455886,-67.22586651,-70.75353213,-55.52497843,-74.52311881,-53.9225987,-82.20080057,-64.97793302
jsP14_8,2008-08-29,be,2008_08_29_0001.abf,14,m,"pretty unstable, very little LTD despite huge STD, ",23.74820754,-6.577968699,-6.42368033,-1.587899232,-15.88934497,7.877765405,-8.867259931,3.427897802,-8.970093168,9.163912636,1.575975198,-1.690732468,12.4306203,1.009968739,-9.227368831,-94.62417109,-100.2314711,-99.38269247,-99.7684519,-29.08458238,4.122388036,2.193282733,1.524520065,-10.92500307,-3.877190463,5.89720497,-8.841455336,-9.870326903,-2.076568935,-21.83102627,-11.696676,-29.47049587,-20.64786634,-14.03726831,-18.33284754,9.909780974,-21.80522168,22.59069814,8.006403237,-7.503930001,-6.989532732,-15.04041231,2.219010299,-9.433112333,-14.14017857,-4.005751267,-11.85088734,-23.19427918,-25.12346151,-24.73754801,-18.71868401,-12.8283808,-36.13239498,-23.34864457,-36.69832441,-17.5097965,-25.25202231,-30.47363987,-22.13968004,-14.42310477,-31.06521984,-19.72190504,-34.69203641,-33.45734431,-6.757984635
jsP14_9,2008-08-30,js,2008_08_30_0000.abf,15,m,quite good plot,-1.410218612,4.647390473,1.538429184,4.152142446,-4.699403295,-3.096354557,-0.193559868,-5.134663047,-2.097239499,3.26E-02,-1.851080717,8.248755516,-2.589643254,4.097756525,-1.644914118,-39.17257897,-15.97866417,-31.02236166,-18.74122765,-19.56847975,-26.15279623,-19.1877783,-18.74700238,-15.19424853,-14.86508873,-25.69762657,-23.72809774,-20.47899143,-20.29282093,-11.39826635,-14.71054997,-29.57954023,-24.76720498,-26.81697675,-20.47588859,-18.38336656,-23.87686177,-20.57914427,-21.66979316,-24.42089336,-31.56915134,-13.3190978,-26.69389736,-25.30830612,-22.47989344,-25.8923299,-35.33651842,-31.48606413,-24.9247604,-20.23567692,-27.02029908,-25.09636479,-26.19864933,-16.04727145,-20.41590032,-24.88175156,-21.50077448,-14.01775435,-24.38641734,-19.93202938,-20.55337345,-22.23950939,-23.04383494,-21.02569492,-24.45812747
jsP14_10,2008-08-30,rp,08830005.abf,15,m,pretty good,-0.755916274,-5.924466513,0.187364053,-4.273698094,0.187364053,3.999858324,-8.361413252,6.200957136,3.095895266,-3.173148688,-9.22E-03,2.919023243,2.427668754,7.144237464,-3.664503177,-37.01440248,-30.64712105,-25.73402168,-24.63347227,-24.71210681,-35.22607931,-31.86551088,-22.70759435,-31.35455345,-23.74911216,-30.03781475,-26.38253387,-31.84590794,-26.42185114,-32.47476149,-31.19739575,-32.27823083,-28.66226722,-34.12552991,-27.91540617,-27.44382169,-26.5593502,-21.37125271,-21.98044762,-29.46799279,-25.00687495,-20.62433596,-13.52996349,-26.97212584,-34.69546324,-26.38253387,-24.77108272,-27.73853414,-28.50499814,-21.09603182,-27.58132076,-29.72349935,-32.39612695,-21.64636221,-19.75969018,-35.04920729,-22.66827708,-27.07036332,-17.75517771,-26.81485676,-10.64109091,-27.91540617,-27.20797377,-17.71586044,-20.29036193
jsP21_1,2008-03-17,NA,08317001.abf,19,m,NA,5.137568729,1.553693522,1.346399019,-1.590919159,5.912600355,4.683415948,-2.637421057,-3.200174253,-13.07807416,4.313128529,5.646052483,-2.069683933,-1.778401008,-5.367321674,1.129136661,-20.99132181,-22.27975959,-21.76635344,-29.63511491,-26.26844053,-22.50686675,-17.81717474,-19.15495956,-22.69933252,-19.2980783,-19.83609644,-23.42501711,-25.13302782,-22.89678223,-28.6873071,-18.97221552,-16.3954015,-17.14089873,-17.56539406,-20.57174888,-20.83829675,-21.67750415,-16.44973247,-20.28046595,-24.3383066,-20.43342948,-24.33326114,-22.35870255,-16.7311706,-18.2417316,-20.50265071,-25.69584254,-24.59488661,-22.82768406,-23.09423193,-24.90099826,-23.9976151,-17.80228449,-16.19296786,-20.63592465,-15.46734481,-21.35164137,-20.44333581,-24.39743691,-25.56250708,-28.91939819,-32.06887174,-29.88683406,-26.45112305,-31.56531038
jsP21_2,2008-06-04,NA,2008_06_04_0001.abf,20,m,good,5.62995604,3.920918411,-5.397582019,-0.402249853,5.097796302,6.072069046,-0.303979675,-2.7297934,-2.473838649,-8.842691855,-3.476585074,4.340622527,-0.360824244,-0.369150483,-0.704667073,-18.35454605,-31.52840347,-38.43877059,-32.66478089,-35.13232861,-32.28794149,-25.93933852,-32.36143854,-29.88217241,-21.11947413,-23.14603956,-21.5828653,-26.16332462,-26.31617792,-29.31804403,-15.55179013,-11.27467316,-15.73897632,-21.85773398,-22.8768245,-14.21733046,-10.64414046,-19.09527294,-8.192114497,-9.478055838,-14.40934792,-8.704126792,-17.23461553,-21.70241364,-19.8762947,-9.131951561,-12.84833232,-7.870988937,-16.39191792,-15.5967107,-10.29320491,-6.416775336,-8.153053129,-3.429094675,-6.69524177,-5.790971109,-15.04090856,-9.457805602,-5.591860927,-13.54290511,-14.78978508,-8.44210725,-12.31514465,-13.30360284,-22.42073164
jsP21_3,2008-06-04,NA,08604003.abf,20,m,v good,-2.844118717,4.963622578,0.859217676,0.137294359,-2.616790085,1.714846632,4.642767771,-3.445745685,4.722981472,-0.905532173,-1.761257947,-1.293336618,-3.2719574,0.939431378,-1.84142324,-38.44694849,-36.90952727,-23.4063711,-25.7058951,-25.86637091,-19.64954277,-26.57493335,-24.85026614,-24.58290327,-24.24863917,-21.25391363,-19.75652665,-22.4972018,-23.94114525,-25.85296162,-21.54804667,-22.71116955,-17.17623049,-16.7483918,-24.3155404,-20.29130079,-20.69241771,-23.01866347,-23.59361709,-18.727061,-25.86637091,-24.90370967,-21.84217971,-23.87434084,-21.05340357,-20.29130079,-20.87951847,-20.30466168,-24.03471983,-20.59879472,-18.20564773,-18.35271425,-16.70826075,-19.20834321,-21.69506478,-20.1976778,-23.52671586,-26.29416118,-24.91711896,-21.14692975,-22.47052844,-24.23527829,-26.60165511,-25.55882858,-25.34495765
jsP21_4,2008-06-05,NA,08605007.abf,21,f,weird oscillations in post should omit,2.734638563,5.360606218,-0.390646496,2.756236482,-0.476831295,-1.849043898,-3.921740727,1.703648253,-0.11041143,3.639930641,-0.322335837,0.126669174,-1.34E-02,-5.638858027,-3.59843395,-58.71789513,-49.43190715,-43.13834808,-43.8064768,-35.97901035,-38.0085941,-37.91880964,-33.33152753,-33.01542006,-29.80030917,-29.80750848,-30.79534433,-36.61838323,-43.04496397,-48.06333558,-35.03060519,-37.11414235,-43.85678919,-49.83068252,-34.34091992,-35.63766393,-31.40964375,-29.63149785,-30.18464455,-28.19101597,-26.67146584,-26.90858782,-24.84660719,-28.6399796,-22.1128982,-27.49773105,-25.59020451,-26.5385683,-27.60907204,-26.47029901,-27.04864329,-26.0751233,-29.55242961,-28.82323091,-27.5372031,-30.92104256,-34.13611207,-31.95207425,-32.55913299,-34.80432354,-33.65479293,-28.91305674,-31.136608,-33.77333323,-26.39847145
jsP21_5,2008-06-05,NA,08605001.abf,21,f,"this is shit, oscillations",0.660683447,-0.177789201,5.306333315,1.510019397,0.647411772,-2.230389512,-3.43642094,-0.510657155,-0.851313891,-0.814060965,0.242805036,5.25309289,-4.344223998,0.186848785,-1.442338979,-37.88000418,-34.49101282,-30.4977247,-24.95764593,-26.33938614,-26.66154452,-26.17156863,-21.99462922,-24.84050675,-28.54894066,-18.40328326,-19.96334558,-25.11475387,-25.24255139,-27.20727169,-20.71409195,-23.63191322,-21.88015462,-21.1639966,-13.50747001,3.480017623,-3.521585124,2.292689521,-2.685623333,11.79674599,12.52089776,18.41505867,13.58042835,12.8909674,13.55921417,24.39438376,22.85036017,16.756458,18.63068495,18.67864745,20.19874103,25.72549688,25.13175596,25.47517976,24.04557954,18.79035499,24.44762418,25.16106638,27.86592595,28.98402613,26.04227485,30.77570224,22.28054927,30.93542351,29.87056376
jsP21_6,2008-06-05,NA,2008_06_05_0001.abf,21,f,jumped,-0.224266643,-0.908074147,-5.193752892,1.768401858,2.692271524,-2.571610656,-3.32336471,-0.803905084,-1.31567521,0.921593046,-2.206295269,1.59636448,1.465008974,6.285067578,1.818237151,-27.37405714,-26.66756167,-38.01052816,-41.97474188,-37.77203068,-38.4845502,-35.11366593,-35.71747879,-34.04036862,-31.44838574,-29.46029395,-32.77230685,-32.19712777,-21.67237543,-26.27662452,6.907030813,6.90249322,9.287624434,10.20093246,9.441589672,1.789564255,0.424922153,5.125712461,1.569178037,-1.643203397,3.450088741,4.784571494,5.361237029,6.282094672,-0.643876682,5.302365667,2.061272219,9.912638809,-8.877144345,1.217436313,-1.76251081,1.766915405,4.283363008,2.482446946,1.717119229,1.237034022,2.752668457,2.292259194,4.201881912,5.504640628,1.375900028,-0.54123319,3.510446557,0.923079499,-1.762471693
