"Slice","AgeGroup","Treatment","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment","KO","mVmax","t_mVmax","LTD","Bl_slope","Bl_var","-15","-14","-13","-12","-11","-10","-9","-8","-7","-6","-5","-4","-3","-2","-1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
"P14f-SS_3-SS8","PND14","EtOH[100mM]","2017_06_17",15,"M",31,"rACSF","rACSF",NA,"Scott",NA,"2017_06_17_0000.atf","2017_06_17_0004.abf","0.0","","Keep","-0.987397766114652",3.26,-1.57305040500846,-0.568705820478949,-3.21065031958953,13.0446094066657,3.05794802349872,-1.22038712176631,-0.530885366643062,8.7626685265062,-0.126408038284225,4.28164967258498,1.52230493658503,-7.92908898663214,-3.97643762907809,1.32112189255704,1.47048458880168,-0.8925327131399,-3.21873701994939,1.31966325173063,-34.6418361802939,-28.9716047066975,-18.5922094546968,-20.9933638866594,-15.6269532997738,-6.21130873575736,-3.41255820597684,3.50162749808305,-3.20634308967749,0.613656040223319,-0.608955624025725,0.85961289681191,2.5646182958987,-37.6546628892024,-35.2489418178555,-40.085091348965,-44.1649193946439,-44.2236941495519,-36.0904647506581,-35.3353969783116,-32.0918222376206,-30.359958232949,-32.9692908628317,-29.2778655736956,-20.2094593898516,-22.975364605569,-15.347969857578,-6.92855928431324,-7.44388642526391,-4.48658558171226,-9.85786808885419,-17.8791520006754,-7.09000571645562,-1.65220084257194,-5.28434273037544,-5.01413905528196,-10.5208984179733,0.160764481355713,2.90345632334486,-5.79886491439743,1.66385736115795,2.2421573198227,-3.63227191570688,-5.31331340414791,1.57659918201061,-1.5286011182092,3.1389229447667,10.4535602248085,2.7851926326814,3.03235582129007,4.06933647857528,-0.893991226307733,-6.05725258797517,3.15572444151144,2.8808019259033,-0.0619244516936845,-0.633426479382379,-10.1549264630015,-6.70564595332796,9.69067132236323
"P14f-SS_4-SS24","PND14","EtOH[100mM]","2017_07_06",14,"M",31,"rACSF","rACSF",NA,"Scott",NA,"2017_07_06_0000.atf","2017_07_06_0004.abf","0.08","","Omit","-0.698489379883078",2.91,35.3644090229562,-2.56967496949905,-5.77003808509597,37.0175044611062,18.7911637720186,26.4266926554588,23.7369954607699,25.3376190652483,19.0820971666904,25.0090649776842,15.4055309731344,12.4953125220547,4.05402230584839,-2.88376763784144,8.28039677641021,-3.58450098751882,-3.54184903981917,1.72972088876919,-31.5089304335351,-13.9632574738291,-17.4444635339143,-13.5939977783155,22.2678888262606,9.45330634777966,21.5235776656054,23.0197759656912,22.0272561837197,44.2754173420547,12.9631906874944,47.3917150413719,34.495848829572,35.5618126097158,35.4401444715615,28.0220707555304,41.5957013058195,32.4998102745183,22.8101427428154,22.8212079796979,29.4397240041457,18.7788380624082,33.7821317566315,42.7764296660629,30.2536851471434,50.0077809235471,39.6278176454078,37.2318101578068,25.4136232859139,34.5686996349083,26.2892379409608,48.870833350769,37.4971379672078,46.8703784299215,39.7777388527994,44.8972854054904,31.6504211848016,20.7702141756167,39.7567448292003,35.2777608410359,42.5803749564577,30.4296634424403,33.845294777179,51.5189520171646,35.6681889606051,41.7653201490306,35.443521323705,32.3317601494488,38.3325169985984,37.5816858191175,38.2309022167336,68.3084532529422,37.3102248600474,30.0630655539848,35.7272893306794,36.3449760613578,39.8356155314615,25.2721478606292,28.9568287133969,46.4124769479356
"P14f-SS_5-SS25","PND14","EtOH[100mM]","2017_07_06",14,"M",31,"rACSF","rACSF",NA,"Scott",NA,"2017_07_06_0011.atf","2017_07_06_0015.abf","0.05","Had to create 4 columns in Decay at~Sweep 80 to have 240 Sweeps :0016.atf","Keep","-0.858256530762719",2.7,-10.0323386176837,-0.503075363215908,-0.471051876395193,2.66116315932364,5.96300555183615,1.31404288745193,9.93144424395491,6.70128613107272,4.75218908089521,6.41243752722673,4.68520674536339,2.47277120408327,5.57991999068371,0.338568289039358,4.94348838311791,0.909079158904774,2.73295938005775,-8.92409521111982,-28.3866493282421,-14.5905416070845,-14.6375524329206,-13.1147925034483,-12.2276890905589,3.50454123729583,-8.8199872111164,-0.861398450760703,-3.17856936478297,3.07036504306824,-0.38697555245389,-6.19162597401395,-6.0206890331557,-9.10698137296073,-7.39851414340423,-1.58101050741554,-5.13065863554804,-3.84444956459247,-8.13981289671213,-8.78207954208376,-20.8950603533191,-15.1927799314725,-23.5280384351883,-19.4456332292857,-21.6282490396197,-18.7339196174874,-8.2856379798551,-5.09013205766577,14.078350286761,-7.08136213251488,-13.3367335607724,-8.57362665603435,-4.82175934651299,-4.80385969354748,-14.4084805967659,-2.53564869644987,-8.06477989003896,-6.87176480610668,-14.7000666074768,-19.1292797020761,-0.218901475337873,-0.560707787570962,-16.6606104807871,-15.8605726715829,-6.83852017871163,-15.3544656101732,-1.82424363901637,-17.3728158812853,-14.4997323548882,-14.068532751807,-11.8958036043862,-9.41843282835509,-15.3452217656202,-14.4926902734202,-12.666669909052,-10.2425745018504,-18.1546236525887,-4.23177595272792,-5.75961562345687,-11.7731033577947
"P14f-SS_6-SS26","PND14","EtOH[100mM]","2017_07_06",14,"M",31,"rACSF","rACSF",NA,"Scott",NA,"2017_07_06_0027.atf","2017_07_06_0031.abf","0.05","No rundown during EtOH wash in, flow rate 2mL/min","Keep","-0.586431884768125",3.39,-30.6447799502671,-0.39176547054836,-3.05713888244379,4.79558484976963,3.13907387492975,-0.842954953772363,8.00795743870164,-7.33662936075949,-3.26883823627338,3.90144540805386,1.70402602463018,-2.11904472208305,-9.02952786588493,4.61800491521242,3.6362763522513,-3.45330947299625,0.988398895768341,-5.78937069023581,-33.0425973009462,-12.6724270025584,-11.5126337717001,-9.91118929713001,-22.4895524257822,-34.4777432362324,-24.6648232031188,-30.2863518964157,-35.0200720930785,-22.465654231411,-43.7174046286874,-34.6540740081823,-47.8711898681366,-23.2140099676837,-28.7890193159139,-27.4442330632222,-29.4648766306923,-27.3832601770486,-32.8955602289525,-21.752600207768,-33.3177112695766,-33.3435752706402,-30.4290463696445,-37.7331952946627,-35.1433418236604,-42.567047254131,-44.4308817924684,-47.4709120741875,-37.8911075261806,-35.1931663768884,-41.2915139855484,-38.0405137003735,-28.249421177196,-37.8424938947671,-32.5988691580714,-36.1585581738373,-19.1282374200272,-29.6336107248157,-22.1421398407233,-34.8832441165578,-18.2517042158621,-27.9938751832594,-23.5089946342953,-26.7868066075661,-23.7391541230519,-15.4367360668557,-13.5447803571696,-21.1138160256746,-33.0980347081337,-27.451132514782,-32.846791686958,-33.5116641800391,-30.5464025073612,-36.6089301193212,-43.2634260233529,-22.467556655343,-21.5060778217704,-40.604808276697,-35.0117265754424,-33.6337304220827
"P14f-SS_7-SS27","PND14","EtOH[100mM]","2018_06_21",15,"M",32,"rACSF","rACSF",NA,"Luis","R1","2018_06_21_1001.atf","2018_06_21_1004.abf","0.05","","Omit","-0.91757830810559",4.07,-44.6698713342341,1.14148212667532,-1.12155024214466,-11.1806937364366,-8.13225874739388,-12.7955104738809,-11.1871554369507,-12.3785130173028,-14.10451395394,-17.5788877030729,-22.4355802332809,-19.5621279238508,-18.0250306445503,-15.9750944270985,-3.21834545541493,4.73308224767396,5.81415316105,8.64620447378942,-80.6030136473589,-72.6116532315321,-68.8988920960201,-70.4659963936595,-71.0422622358683,-67.1130473157969,-65.035172933237,-67.216539744532,-66.7129293127565,-63.8028834774063,-65.254641306561,-62.9665030777491,-60.0478359212792,-60.4840403171094,-56.4889989783574,-54.1311997827948,-49.8551834856831,-48.0800002266556,-46.7768133714623,-44.2433943933771,-43.5608142241814,-41.9728827130824,-39.438384045254,-35.9814083851422,-34.7089829111282,-35.4382527356745,-35.8840197601558,-36.6623885332356,-31.7159313448616,-34.4825415407838,-32.1104243941924,-35.4527037330501,-35.6574682140074,-35.4689130296116,-35.0651379410537,-32.8866276270553,-34.279270962567,-32.4207055085632,-34.148091752159,-36.9722638814632,-35.563434571546,-39.2789554748239,-35.0458578495448,-38.5701726828415,-41.2398554075177,-39.1459748873185,-37.9404990819045,-39.0611785846771,-39.1242366546589,-42.3561337178271,-42.0140108616657,-44.4684474382663,-44.4549381679944,-44.2614593822124,-43.8733702243969,-45.2496337175977,-44.1044618489296,-45.3864579255314,-41.2340741111551,-47.3747290679567
"P14f-SS_8","PND14","EtOH[100mM]","2018_10_12",15,"F",33,"rACSF","Sucrose","6:50","Scott","L2","2018_10_12_0000.atf","2018_10_12_0006.abf","0.04","","Keep","-0.810148620606431",3.26,-18.1916222685178,-0.571919003996177,-1.54751120172168,4.87612382809026,1.76744887538685,4.22654274596381,4.07153155636661,9.63663982995612,5.53672160665843,-0.0992639050026725,0.749112342901824,7.54488118841678,3.89082998749966,12.9245690301676,0.349882231991955,0.259465279082917,-2.95128413692473,-10.5826324043178,-39.4476983964091,-38.9628050617016,-36.0227971079593,-30.6007522485712,-24.9757249754786,-16.013932486592,-14.1107171724273,-7.88659563309307,-12.8489461379618,-12.202919468037,-19.6434917412066,-14.1334610071109,-8.22527177883273,-4.56179074457185,-2.13383294521006,-4.19673899982639,-15.1214411286401,-11.5207990403114,-13.6456844170644,-11.7876064969002,-6.01259361080477,-16.3138099262121,-13.5877938538852,-6.45320588489516,-6.44900091450702,-2.13106589654876,4.06141615348766,1.79194036736672,11.9537351613951,-1.24156608913718,16.6339792446529,12.6682049548903,36.4496536583464,13.5498508502119,-1.35883271490017,7.86832711978722,2.674083773118,0.59279981707634,11.4765982051615,0.944310414706663,-5.07091662245516,-4.00449851619693,-10.8270468765882,-15.8570861927528,-13.9391585556732,-3.5807649925115,-18.6920172042793,-16.6946702553719,-27.2333370229819,-19.2914650497718,-14.8796673562171,-17.0565556069015,-26.4856927474586,-26.901925949188,-28.4342955481281,-31.2294718441566,-16.5696711927419,-15.0190548910429,-14.1371701643597,-14.0027432502878
"P14f-SS_9","PND14","EtOH[100mM]","2018_10_12",15,"F",33,"rACSF","Sucrose","6:50","Luis","R2","2018_10_12_1003.atf","2018_10_12_1009.abf","0.04","","Omit","-1.09662313842818",3.03,-17.7037229510929,-1.77026506001318,-5.89600787597849,6.76342580901476,31.788698516321,29.6035691594767,8.86954650695499,14.6975039245647,23.8504208857559,5.43333313996006,-2.72161585009709,6.90373620916149,-11.1546702017823,-8.4496388644956,4.70731792083301,-5.01816948195159,-1.08782054042716,9.84831096604131,-37.4995137826477,-38.1661327127952,-19.4719433629577,8.88103046604039,11.1133878588899,-0.289739879841747,-10.9828583728564,-10.7942577072745,-25.822570988497,-20.4257368583766,-26.08560700629,-33.5766009204463,-23.5853884122607,-45.5570433945778,-38.3844432929793,-29.6302663661685,-24.6076464878767,-19.6325505485023,-20.1938994865444,-22.3436572987086,-29.858215477647,-21.7425847982661,-23.5631210725467,-20.1332359778584,-19.5657206914648,-17.8085053038577,-21.1429129490185,-22.3439857002626,-22.5058113333822,-22.2561141468989,-21.1485605614402,-14.5117821968611,-16.0192726713479,-19.7854941328993,-19.2386663937394,-23.7436126064229,-28.9122747412523,-21.36208144815,-19.8742244081068,-12.8302260341839,-18.9108080272078,-12.8601202619691,-14.1843309505033,-20.0353886276043,-24.0967169445627,-19.376181717101,-28.4938918463104,-25.6522639187214,-21.0734709564158,-25.5738747675877,-29.6821680784505,-19.8999490152614,-23.2973375230045,-29.2606601894044,-22.5251880998146,-21.1772400357249,-14.1242737995316,-21.5801524090872,-17.284024869659,-14.3529236414619
"P21f-AP5F_1-AP05","PND21","AP5[50uM]","2017_11_15",19,"M",45,"rACSF","rACSF",NA,"Scott","L3","2017_11_15_0003.atf","2017_11_15_0006.abf","0.04","","Keep","-1.20388031006109",3.07,4.44555276748075,0.296277015070211,2.25064896751129,-3.85394128158121,-1.26575720429155,-3.66754164104663,-5.04263845825936,-2.53454601897089,3.9394837012553,4.65817817218262,3.64690306845721,-1.91393533342608,5.90684590969465,-2.3776514520378,1.3512419019786,-1.25149107486713,1.40000139018208,0.877899234744262,-24.2133084868192,-12.2440452797547,-19.0827904700218,-11.4826934198475,-9.94474757096516,-16.664925011783,-9.19836795898193,-10.8465900658929,-13.9288340472278,-12.6038001928986,-9.55623001494533,-6.09295586240619,-2.318164653506,-4.55005431329111,-0.120910136544495,-5.3461285323967,-6.34185188659033,-4.63344596800025,-5.30953180395124,-3.35067085353199,-0.822080919731448,-3.83339368265182,-0.0540453404912427,1.93570044495637,0.26421953959381,0.440434749061907,-2.04989222899154,10.4156302185707,11.3845614273706,12.6034657327973,10.3839076877353,18.1142571578224,12.1837609516257,7.04279840073632,17.1807360600447,12.9860350123401,9.46677593403575,4.64969332103264,4.87449222114451,10.1339672558704,13.3228592824807,9.15389355822347,11.8929575258,8.11600943752424,1.28832922115818,5.77649740067858,14.8734635058148,12.074402001245,10.7743819997459,9.61962509246,6.42204494203393,5.26988270736268,7.91117026249324,3.28937477267894,0.544785357602322,2.44929607677773,1.08729754447457,3.80179194557151,5.69540668605487,9.19397158452509
"P21f-AP5F_2-AP06","PND21","AP5[50uM]","2017_11_15",19,"M",45,"rACSF","rACSF",NA,"Luis",NA,"2017_11_15_1007.atf","2017_11_15_1010.abf","0.06","","Keep","-1.25975676148438",3.42,-16.8130596542328,0.0638745688376104,0.688697360623632,0.0906194192842946,1.1958601439344,0.100892057951157,-1.93927875259264,-2.29301995952645,-2.51222057127764,0.294205676330833,4.68701084705208,1.55467927081412,1.84605846658259,0.380981437512531,-1.5492552598578,1.69739849259575,-0.629579549922767,0.100454879672299,-45.1693956033287,-40.007656833388,-42.4427888730347,-24.8629531202133,-7.88744554678954,-10.487529979775,-18.5674519092299,-21.5154333004673,-10.9574379117869,-7.98458330861914,-0.59426992739003,-1.12444923123428,-2.33609486948227,-10.108398972731,-14.6230812209882,-5.37726668166971,-12.9764023209138,17.3935457850785,-2.24131067057375,-0.848006617881964,-11.1196449772205,1.62916766287829,-9.51282152970899,0.149162122620396,5.42974560087934,-10.0278968379417,-6.84617695870797,-3.58998006891305,4.95474407732925,10.4990748953696,-10.5394198696333,-3.25943202369068,0.378456013885639,5.29476170189685,6.03492325759068,4.28178905082095,-13.7919735705828,-11.9705823591893,-2.68597419674128,9.20880381947646,1.77232099652258,-7.4644490313015,-16.8779971819341,-16.9268657092058,-13.9994911119782,-15.2671429880978,-18.5958541521681,-14.9912194948646,-16.4132332679879,-14.8359263100604,-16.956370342932,-19.1305091436972,-16.4244323100929,-16.172513484599,-16.5359321028672,-12.5635630078684,-15.4776842891061,-16.1599514887919,-17.6364129937801,-22.2276864916173
"P21f-AP5F_3-AP07","PND21","AP5[50uM]","2017_11_15",19,"M",45,"rACSF","rACSF",NA,"Scott","R4","2017_11_15_0015.atf","2017_11_15_0018.abf","0.035","","Keep","-1.62750091552957",3.34,-5.92620686855321,-0.228965409720674,-0.379343060457702,2.13202003227025,-0.0638635546842892,1.76510803105785,0.311071618246373,6.85002992858119,6.6112788221723,3.3270026914054,-0.295065428694258,-3.3506373741062,3.21082806368804,3.12773497700569,-1.34301606894395,0.151246480359063,-0.367094335721589,-1.56887105269922,-37.5791586335313,-33.0618561663614,-26.5349081532876,-26.4518487213467,-31.2816434753214,-19.4451262468408,-25.3818900637915,-17.5246949376995,-26.5738466044627,-26.0254512184937,-26.0160877017538,-23.7030772262366,-20.4610734901713,-16.9887446559106,-10.9408325896025,-15.3336681462073,-9.87950776871185,-10.2911539065204,-4.2282402125158,-10.907178247895,-6.62518508198133,-2.93565733670292,-12.5636986015339,-11.5785195014863,-14.4613287227766,-20.2381254253393,-16.9037823608952,-16.2562137236713,-11.9124559568448,-20.5743818697339,-12.5227916470393,-20.6386946883093,-23.9460598815912,-25.5748932754857,-22.874291407644,-22.6243297224746,-18.2742361446321,-22.7859071456664,-19.9083462788908,-13.6859154335122,-11.6065273373791,-16.0031330703308,-17.1772422294916,-13.0865196341202,-7.66360993371863,-8.15930644224287,-7.80846015443696,-6.52326698732404,-6.2385986997859,-9.15019380597148,-7.47010263038895,-6.93302355584458,-5.07869422181241,-5.24502803616784,-9.45627505247738,-7.24806500019453,-6.15805444830089,-6.71171776001952,-5.31934896030823,-4.19384817394287
"P21f-AP5F_4-AP08","PND21","AP5[50uM]","2017_11_16",20,"F",53,"rACSF","rACSF",NA,"Scott","L3","2017_11_16_0000.atf","2017_11_16_0003.abf","0.03","Very nice traces for closer look at EPSP","Keep","-2.07737731933819",3.09,18.5966540995417,0.0949042321568263,-0.39396681171826,-0.437466439749329,-3.60630332905788,-0.937155080095863,-0.85726100728661,1.99914668793836,0.0831886914827322,-2.59565683640997,-6.90617556654132,-1.80635295538001,-1.70013789361107,-0.293503200101839,-0.557049233627907,-0.956166149572113,1.66743220477721,0.139286378524673,-14.3831746298284,-3.60874070455276,3.74367330073282,3.0251923227747,5.79201118785171,7.38076265299594,10.5896271355099,9.22455229853529,7.93421110119827,12.5543637178296,19.5809274065373,23.6954327718973,18.8291602956478,20.7324301401678,20.5266985972994,19.2715990791061,20.2397649186364,23.1938430619095,22.2396065498987,26.2470443812897,25.0082026914898,24.7414887805367,22.4851317929523,32.2054957373913,26.6426788467896,34.3768924313744,32.2844355455214,30.3478086867916,36.004002784039,29.3260517802175,32.5698284431708,29.4259449360406,31.4140386468974,33.3864286534805,28.4115900193632,27.2925586154267,31.5130349885555,29.8854243995339,30.6173607307732,25.5255398253376,31.8940924510064,25.9054540132241,26.2039329164663,24.1369997203256,26.7600398447928,22.4230517395198,21.3535202040527,21.9252381418031,21.2676064830742,22.7625114604991,20.2974399093782,18.7240758595878,23.3191198392962,16.9042635514984,18.232815505357,21.727127685878,20.5266086439573,20.9269282078652,13.0026005090083,16.8000054509997
"P21f-AP5F_5-AP09","PND21","AP5[50uM]","2017_11_17",21,"F",51,"rACSF","rACSF",NA,"Scott","L3","2017_11_17_0004.atf","2017_11_17_0007.abf","0.015","","Keep","-1.51742401123148",3.28,10.2593171831202,-0.204234166343633,-0.20807686124385,5.37453265942898,1.38335426054346,-0.180790431507489,2.4537518894751,0.806338481986884,0.423361186553933,5.91341688237816,0.383613831062135,0.565095552721658,3.11545554425241,4.36502336408948,-0.908061424613138,-4.29557995421801,-2.38725546844431,3.22587348318596,0.0143118854319653,17.7618658674541,18.3823980775863,21.5975679177437,23.6892962689769,26.2579151198851,20.5354985047878,25.7307682327727,25.7036402518857,17.2470213855038,30.8153831621217,22.6076191189101,31.9715141683333,32.1393072044828,27.3011950371995,28.24852376333,30.805040436912,22.2325358060169,21.0676848763597,24.9649114282997,24.2164665712336,18.9450303886595,22.8169851817277,19.6804041900478,23.5179525242683,22.0558461185697,24.4946322255243,30.0085343678082,19.5908245601165,22.5951455458239,25.4014260388956,24.9651142003443,22.6538953116313,29.9862717745048,28.9453701530977,23.9104963699603,22.3082385425593,19.6915136755901,14.6402588866926,22.8718045962876,17.2165953393573,21.5719455874908,18.6762243189869,18.8600766547606,20.0655752976078,23.8438357324378,16.4649862020419,14.4522914761287,19.1785300708276,19.3429989516462,22.7987068847866,23.1115729128923,11.7204507189057,15.8199877502594,14.5658814616634,8.6432918001216,14.9603750331499,14.9554846193846,7.01916659166876,5.7182678712761
"P21f-AP5F_6-AP10","PND21","AP5[50uM]","2017_11_17",21,"F",51,"rACSF","rACSF",NA,"Luis","R3","2017_11_17_1003.atf","2017_11_17_1006.abf","0.035","","Keep","-2.03663088989407",3.74,-8.1661174553598,0.0724506147475492,0.612210663065206,-3.98078866039585,0.183218471463746,1.35669605383599,0.364269053942607,-0.572396571309156,1.42422999331527,3.22966813650625,-1.52489052965828,0.711680970212967,-0.295066033686325,-1.38319625270728,-0.870598663884678,-1.06754834427913,3.21815774643169,0.103185514439346,-57.5100329484488,-24.655465243474,-20.9821400555708,-19.2487500657609,-21.8356885595547,-18.4340083074521,-14.5790254568876,-10.7044292841756,-14.6992459823059,-13.0239238991212,-14.1784995987667,-12.6727923522029,-11.0540257490785,-8.80747034917404,-12.737721301512,-9.33890841557752,-9.06456048843454,-8.97733959662652,-5.84470663920341,-5.79426158939803,-5.09779386919108,-6.69924650911076,-6.49422296892949,-8.25639012041147,-10.3969796222913,-9.58439927497778,-11.4557728081115,-11.1621492251916,-12.6000262862201,-7.96372639484767,-12.3324978944692,-8.0651303958479,-9.6860130429956,-12.3553626499796,-12.6001967650209,-10.1379025885313,-12.7606740189328,-9.63697090993597,-9.27362084177204,-8.89625142548131,-11.1110787418171,-8.27682516792785,-6.93235986174713,-10.5431090008155,-7.97859670829982,-4.88755106685713,-8.6765330055173,-10.0190106300432,-8.26704029783579,-10.8027437489133,-8.58355536675546,-7.495146944776,-8.16144011676151,-3.85300535376855,-1.83306871102032,-5.64857367105695,-8.35903242509988,-3.45589257367163,-10.3748511369616,-12.9922374700089
"P21f-AP5F_7-AP11","PND21","AP5[50uM]","2017_11_17",21,"F",51,"rACSF","rACSF",NA,"Scott","R4","2017_11_17_0015.atf","2017_11_17_0018.abf","0.05","","Keep","-2.33197784424178",3.04,-10.3941796943372,0.416199995820776,0.961572623575499,-2.44716752518673,-4.11749987029236,-6.31583833625768,-5.77910605660988,-2.30204382537754,-6.19484767720286,-2.87145541337843,-1.78038771442718,-2.61262318935277,1.24168443971652,2.45408508409551,-2.0639731164863,-2.29216857360149,0.940820516546779,0.961236089445521,-30.7368952340386,-12.370909968107,-5.82977149687699,-1.70154079786262,-3.93516438055431,-2.27958948800622,-5.1926286330585,-7.322302824491,-10.8711480646436,-10.3213553517644,-11.1366523695775,-13.0886040278345,-11.4597568507817,-9.79003310898298,-8.70150045518122,-9.53678376534376,-8.36142656299759,-12.9040765784269,-8.40710001669535,-9.78908077493271,-9.08788726984753,-6.63213218133356,-6.68155144455453,-6.19349124636027,-2.45835841013424,-1.9717904936296,-3.87897086294527,-6.52049479169969,-3.26412919492564,-1.17505107905836,-3.57005740146785,-6.1563657184403,-6.01847308320771,-0.436561483667376,-6.35562467132763,-8.12070724287857,-7.7209175645156,-7.2385725600798,-7.07856277896896,-7.51406566709323,-9.05315374889395,-5.73992229964476,-4.99060948561872,-8.46149911667507,-5.31634027110198,-4.59844558221172,-9.25770161409703,-6.16537547226004,-3.82576146806628,-5.53506523479389,-11.3043406654622,-8.97538047431225,-5.95697645536922,-10.2986593620477,-5.27074819515995,-5.92160378633584,-13.7903266155405,-7.71677631660161,-13.1782135230082,-11.3639782301997
"P21f-AP5F_8-AP12","PND21","AP5[50uM]","2017_11_18",22,"F",53,"rACSF","rACSF",NA,"Scott","R3","2017_11_18_0003.atf","2017_11_18_0006.abf","0.03","","Keep","-2.11655273437775",3.27,-31.360005654411,0.22950619080359,-0.792929884680683,-3.02105153514684,-2.56451725966352,-2.36352179830511,-3.63248504025563,-3.6074432507981,-3.82383668814053,-0.455443910005258,-4.61824126268709,-8.6753866053084,-5.38179149306033,-2.77744118596868,2.20724501799971,1.01646033556213,-0.0790765000410119,-0.367187667552145,-30.9168095239948,-18.5310402003539,-20.5833277795735,-19.0942525721146,-15.3095707072362,-13.0446674404792,-13.8990633819893,-10.0661361084754,-15.3283527004431,-15.6499778445256,-17.4515305361068,-14.6856475882883,-16.4366946501037,-16.3689194311484,-19.0257036050449,-15.1599187407731,-15.4719222818273,-15.656189619867,-16.1411871223724,-15.7861054799571,-14.1437443848692,-21.0364012487291,-15.6117516312824,-20.749803222814,-16.9520105992612,-20.0992326512574,-20.3281029506997,-17.4222615668969,-23.9738104454834,-27.0266897417647,-26.5876946845742,-31.0569609757968,-27.5014998827965,-29.5733007726036,-33.2113379133862,-32.1758988303804,-29.3702820291128,-31.0616178719131,-27.4102732836748,-32.1678304226162,-28.8733670840998,-27.1355723971302,-31.4936233770702,-28.8972385822674,-30.9072171367616,-24.3162302741876,-25.3289884259571,-27.0552503520425,-27.456456934847,-28.1010367356395,-23.8173033489622,-24.601993485311,-27.2218107288266,-27.2015765919179,-27.6773118882439,-34.6326645961525,-32.3532033613829,-29.6996247001484,-27.9114980456005,-32.2030375687705
"P21f-AP5F_9-AP13","PND21","AP5[50uM]","2017_11_18",22,"F",53,"rACSF","rACSF",NA,"Luis","L3","2017_11_18_1000.atf","2017_11_18_1003.abf","0.035","","Keep","-1.11117080688539",3.7,16.3965689739223,0.0575459087249435,-0.80624542773643,0.33451299633154,0.8508483729548,-1.91899614198131,-1.28756375334747,-1.50583513058025,-5.38950457971076,-1.17920498275312,-0.00948760867012766,-0.773342480001446,-7.79692141870363,-1.95352247282351,1.07928483545521,-1.81233136575729,1.71952925457055,0.967039748555038,-35.1926821286126,-36.9951493737642,-34.5279297237061,-35.6829249447757,-31.6857642817723,-35.285861603117,-27.3808165306221,-29.8278850783448,-33.4466312066118,-22.8539947019576,-21.283016646582,-20.4172643868606,-18.0553844315174,-16.4283854219758,-13.5964158253105,-10.5813376145085,-12.6294195367649,-10.897728974745,-9.99589612492686,-5.88674267382459,-5.79688291545762,-3.58776463865487,3.63293444120228,-0.413398015522816,-0.300007553947907,9.79797118081378,-1.12613690403022,6.20062627455411,1.22501749758422,0.479451221632047,0.892579693360915,15.3417836957871,4.78297109838253,8.82244698906432,3.18762004842101,3.62542892470489,-0.949226973209534,-2.09963259944782,3.42883187007934,11.3814473045282,8.18970241072725,6.55600652207266,12.3449323109491,10.6587343334645,2.15578186495331,16.5025601530539,8.52549269664425,9.1631542433809,5.33088562745074,8.67559724338174,17.9531563073576,20.9888878177746,14.7002170749718,0.800049501858325,19.4279673581262,12.5854224964081,18.2088952581163,19.9033853714395,14.3572085007096,16.927933242938
"P21f-AP5W_10","PND21","AP5[50uM]","2018_01_22",22,"M",60,"rACSF","rACSF",NA,"Scott","X2","2018_01_22_0000.atf","2018_01_22_0004.abf","0.025","","Keep","-1.31675109863524",3.65,-2.84507397106975,0.308153998812874,0.0625837006029946,-3.68159722371065,-10.4421654846361,1.37420747024952,-0.901030222786801,-8.39042002345192,-7.0766379456487,-1.3681635169785,-3.45815827120664,1.86753125505305,-2.22992414206077,3.62794271276773,8.82935712368634,2.98661089687641,-6.03755965503487,-9.40635107829564,-35.1652215418259,-29.3375659948247,-34.6025988363844,-23.8728884596283,-25.7556251899882,-18.2971096002327,-22.457881872807,-14.6878211702247,-13.3974172744297,-6.85351059276947,-7.9882437179332,-16.3667095451679,-6.63202372964486,-1.84914187015927,-16.8455511398906,-3.40943830828147,-11.9097227848967,-14.4674845390182,-6.15029376992409,-4.75074883585728,-9.29415997615159,-4.74768031840718,-7.50538837676143,-3.41645621781993,-0.61321859464573,4.39780122740268,-3.9645526969354,-3.73679723496018,4.61501831150474,4.93667513968308,5.50938139763819,2.6559124788984,2.46319335700092,-4.08159608148608,-0.87164586366157,-1.18598822604498,2.95029235860007,0.846967496630668,-1.98902713924043,4.54936463557918,3.71527963146561,-4.9326157068292,0.127372424812577,-1.47911399571268,0.795074820224556,-2.4441572804451,-6.9687364802141,-6.79348713153153,-5.18378075862634,-3.60068032876704,-1.45355358510032,3.485034477518,-1.51379338530893,-2.95314459533024,-0.719867474705325,0.307120160187836,-1.45670153980812,-2.21057437739807,-5.19841426473002,-5.66679983360038
