Slice,Group,Date,Age,Sex,Weight,rSoln,xSoln,Cut.Time,Rig,HP,FirstIO,StimFile,StimMag,Comment
Exa-field,Control,2018_08_13,28,F,96.8,rACSF,Sucrose,NA,Sunny,xx,2018_08_13_2005.atf,2018_08_13_2008.abf,0,
